episode,seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
1,73301,20,8,True,True,True,0.0055555555555558325,0.7586412375373339,1.2331808468324261,35.5375,0.05000000000000426,1.0600738348191494,2.861645319356251,741,0.0849003270038236,0.0849003270038236,1535.3936679894105,0.48947816028771846,0.0,0,"[3, 3, 2, 3, 2, 3, 2, 2]","[3, 3, 2, 3, 2, 3, 2, 2]"
2,73302,20,8,True,True,True,0.011458333333332831,0.8827320932815128,1.7667907896652164,35.2,0.05000000000000071,1.2010223822861286,2.9115260901118245,750,0.1294180177625855,0.1294180177625855,1532.0796959567815,0.5619509600199878,0.0,0,"[3, 2, 3, 2, 3, 2, 3, 2]","[3, 2, 3, 2, 3, 2, 3, 2]"
