episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,10,4,3,False,False,0.15000152587890625,0.0625,858.6593874196581,17173.18774839316
2,case2,8,11,4,4,False,False,0.09999847412109375,0.049999237060546875,853.426725962403,17068.53451924806
3,case2,8,8,4,2,False,False,0.09999847412109375,0.07500076293945312,884.576627460483,17691.53254920966
4,case2,8,8,4,2,False,False,0.0500030517578125,0.0500030517578125,890.4340188873,17808.680377746
5,case2,8,9,4,3,False,False,0.0500030517578125,0.0333353690803051,890.7848591110785,17815.69718222157
6,case2,8,10,4,3,False,False,0.15000152587890625,0.07500076293945312,854.9037166420487,17098.074332840974
7,case2,8,9,4,3,False,False,0.09999847412109375,0.0666656494140625,890.0260840371542,17800.521680743084
8,case2,8,10,4,3,False,False,0.09999847412109375,0.049999237060546875,855.4881618496205,17109.76323699241
9,case2,8,10,4,3,False,False,0.15000152587890625,0.0625,857.093873466691,17141.87746933382
10,case2,8,10,4,3,False,False,0.15000152587890625,0.06666819006204605,847.430012364767,16948.60024729534
11,case2,8,10,4,3,False,False,0.15000152587890625,0.03750038146972656,853.5062582908082,17070.125165816164
12,case2,8,8,4,2,False,False,0.09999847412109375,0.07500076293945312,887.3171575382643,17746.343150765286
13,case2,8,11,4,4,False,False,0.09999847412109375,0.0625,853.3009202672635,17066.01840534527
14,case2,8,9,4,2,False,False,0.15000152587890625,0.0833333358168602,857.4762758486206,17149.52551697241
15,case2,8,9,4,3,False,False,0.09999847412109375,0.03333282470703125,890.9372934097889,17818.74586819578
16,case2,8,10,4,3,False,False,0.09999847412109375,0.049999237060546875,857.1055396866984,17142.11079373397
17,case2,8,9,4,3,False,False,0.100006103515625,0.0500030517578125,884.4885002452472,17689.770004904945
18,case2,8,9,4,2,False,False,0.09999847412109375,0.06666692346334457,851.6544671723386,17033.089343446773
19,case2,8,7,3,2,False,False,0.100006103515625,0.10000228881835938,906.3354005377274,18126.708010754548
20,case2,8,11,4,4,False,False,0.149993896484375,0.0749969482421875,850.4249199504033,17008.498399008065
