episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,35.25,0.0500030517578125,0.02500009536743164,413.5532481261063,8271.064962522127
2,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.36365227072963,8267.273045414593
3,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.03125,413.39645379493015,8267.929075898603
4,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.03125,413.41630671408495,8268.326134281699
5,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.4750149521511,8269.500299043022
6,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.5038260417059,8270.076520834118
7,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.03125,413.4409726160578,8268.819452321157
8,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.4993564672535,8269.98712934507
10,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.03125,413.362589416001,8267.25178832002
11,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.3207610016223,8266.415220032446
12,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.36857982643414,8267.371596528683
13,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.52470144617837,8270.494028923567
14,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.42633774927816,8268.526754985563
15,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.4106745135039,8268.213490270078
16,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.4593116449658,8269.186232899316
17,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.4932565344963,8269.865130689926
18,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.49532357791907,8269.90647155838
19,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.3310046187369,8266.620092374738
20,case1,8,20,8,8,True,True,35.243751525878906,0.0500030517578125,0.02500009536743164,413.4343942308566,8268.687884617131
