episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73101,0,1,21,31.900000000000002,1.7922471253479675,1.9330850156985695
1,73101,1,1,21,32.45,1.0140881687084793,1.0140881687084793
1,73101,2,2,22,37.9,0.14883641470691206,0.14883641470691206
1,73101,3,3,23,nan,101.27245976284324,nan
1,73101,4,4,24,nan,125.90916630099514,nan
1,73101,5,5,25,nan,126.24766660998378,nan
1,73101,6,6,26,nan,44.85160184207193,nan
1,73101,7,0,20,nan,258.3171349186894,nan
1,73101,8,6,26,nan,68.26284865163748,nan
1,73101,9,1,21,32.4,0.7969462848255675,0.7969462848255675
1,73101,10,2,22,37.800000000000004,0.7570705667093047,0.7570705667093047
1,73101,11,3,23,nan,102.18300602784109,nan
1,73101,12,5,25,nan,161.0282044038967,nan
1,73101,13,4,24,58.800000000000004,0.7428019902834806,1.3296366279683662
1,73101,14,6,26,nan,46.2269848791748,nan
1,73101,15,7,27,32.25,0.8927272230022677,1.3666200917376714
1,73101,16,7,27,32.300000000000004,1.1405533976251356,1.1405533976251356
1,73101,17,0,20,nan,159.3693530686297,nan
1,73101,18,4,24,nan,7.6843578486054405,nan
1,73101,19,3,23,nan,101.3345283568312,nan
2,73102,0,6,26,nan,132.59647554211264,nan
2,73102,1,1,21,53.800000000000004,0.6736222786963122,2.567389083387216
2,73102,2,2,22,41.300000000000004,0.8704441076438199,0.8704441076438199
2,73102,3,3,23,nan,104.43529531173259,nan
2,73102,4,4,24,nan,46.907349293145096,nan
2,73102,5,4,24,58.150000000000006,2.643936774999296,2.643936774999296
2,73102,6,0,20,nan,263.6314066577571,nan
2,73102,7,7,27,nan,66.5103349691523,nan
2,73102,8,7,27,nan,29.095869431464102,nan
2,73102,9,7,27,nan,39.924605402833116,nan
2,73102,10,1,21,nan,49.65406458529475,nan
2,73102,11,3,23,nan,104.22041187064026,nan
2,73102,12,0,20,nan,103.34009995481135,nan
2,73102,13,5,25,nan,130.75273305240904,nan
2,73102,14,0,20,nan,252.37727506846494,nan
2,73102,15,6,26,nan,138.4475419096082,nan
2,73102,16,5,25,nan,52.32583872365371,nan
2,73102,17,1,21,53.800000000000004,0.7073867854951907,2.607057710155653
2,73102,18,2,22,41.25,0.49045605353608096,0.49045605353608096
2,73102,19,2,22,39.7,0.8972345390636949,1.0836150907133089
