case,episodes,failed_defenders_per_episode,failure_selection,interception_success_definition,continuous_metric_population,model_dir,policy_training_performed,backpropagation_performed,optimizer_steps,device,interception_success_count,interception_success_rate,interception_success_ci95_low,interception_success_ci95_high,all_active_defenders_hit_count,all_active_defenders_hit_rate,all_active_defenders_hit_ci95_low,all_active_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,parameters,E_co_time_s_mean,E_co_time_s_std,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_std,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_std,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_std,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n
case2,100,2,uniform_without_replacement_after_assignment_before_guidance,all_eight_attackers_covered_by_operational_defenders,interception_successful_episodes_only_operational_hits,final_models/case2,False,False,0,cuda:0,44,0.44,0.346720266303401,0.5377189534812624,15,0.15,0.09305985283747929,0.2328355959063914,6,0.06,0.02778612396360934,0.12476815445725668,"{""command_lag_ms"": 400.0, ""command_lag_tau"": 0.4, ""dt_s"": 0.05, ""guidance_base_gain"": 2.6, ""guidance_lead"": 1.7, ""guidance_tau"": 0.35, ""hit_radius_m"": 3.0, ""position_noise_std_m_per_axis"": 3.0, ""seed"": 90001, ""sensor_delay_ms"": 50.0, ""sensor_delay_steps"": 1, ""speed_gain"": 0.008, ""sync_speed_gain"": 1.4, ""sync_tolerance_s"": 0.5, ""velocity_noise_std_mps_per_axis"": 0.3}",0.8520280934342978,1.011056101732681,0.5532855960213364,1.1507705908472592,44,0.2628189331475204,0.04590073321955985,0.24925638241309747,0.2763814838819434,44,2.052974796068586,0.1583395889834087,2.0061892970530706,2.0997602950841014,44,61.648863636362265,11.655273727174999,58.20501361130348,65.09271366142106,44
