case,episode,seed,target_index,assigned_defenders,active_defenders,active_hits,target_covered,active_group_complete,coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
case2,59,90059,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.25983825928017346,2.123127291749531,28.150000000000265
case2,59,90059,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,59,90059,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.10242160286382189,2.0494225640161745,26.750000000000245
case2,59,90059,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.0865445758975344,2.04407289232469,26.30000000000024
case2,59,90059,7,2,2,2,1,1,1,0.0,0.0,0.15464195085800908,2.4870427570883464,27.550000000000257
case2,60,90060,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.3275218229142111,1.923586786986066,29.30000000000028
case2,60,90060,1,3,2,1,1,0,0,0.0,0.0,0.025393080164790416,2.9688598724609268,26.200000000000237
case2,60,90060,2,3,3,2,1,0,0,0.0,0.0,0.2581936058831764,2.8070008271865112,37.15000000000003
case2,60,90060,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.1763548863208094,1.1085033660629748,28.150000000000265
case2,60,90060,4,2,2,2,1,1,1,0.0,0.0,0.11027094087005493,1.5392307330586896,24.850000000000218
case2,60,90060,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.24174230213373035,2.3244397470456057,26.750000000000245
case2,60,90060,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.13132772641386417,1.8912345372073207,26.30000000000024
case2,60,90060,7,2,2,2,1,1,1,0.0,0.0,0.11342041107150459,1.7447236758536793,27.550000000000257
case2,61,90061,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.32053696704406404,1.9908777045072699,29.30000000000028
case2,61,90061,1,3,3,1,1,0,0,0.0,0.0,0.2631401888907953,2.891101583459575,26.150000000000237
case2,61,90061,2,3,3,3,1,1,1,0.09999999999999432,0.04444444444444192,0.16523679879147188,2.6392194271238005,37.25000000000002
case2,61,90061,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.19814164595611794,1.9749443397598045,28.150000000000265
case2,61,90061,4,2,2,2,1,1,1,0.0,0.0,0.1845190748198237,1.7135871698753935,24.850000000000218
case2,61,90061,5,2,2,2,1,1,1,0.0,0.0,0.2305048936601895,1.0158784065391904,26.750000000000245
case2,61,90061,6,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,61,90061,7,2,2,2,1,1,1,0.0,0.0,0.3399205737887874,1.3110923711579086,27.550000000000257
case2,62,90062,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.12044847925072057,2.0399848355875125,29.30000000000028
case2,62,90062,1,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3343706601659857,2.1440684599496205,26.200000000000237
case2,62,90062,2,3,3,2,1,0,0,0.09999999999999432,0.04999999999999716,0.6413435384472139,2.7744948468216615,37.25000000000002
case2,62,90062,3,3,3,2,1,0,0,0.0,0.0,0.21223456971331744,1.0878230110932507,27.950000000000262
case2,62,90062,4,2,2,2,1,1,1,0.0,0.0,0.4488549020245751,1.8619586074152306,24.850000000000218
case2,62,90062,5,2,2,2,1,1,1,0.0,0.0,0.17174272355242493,2.4369026180591415,26.700000000000244
case2,62,90062,6,2,1,1,1,1,1,0.0,0.0,0.17929245248119122,1.0254704135876829,31.20000000000031
case2,62,90062,7,2,2,1,1,0,0,0.0,0.0,0.3658966595383033,1.89568038238509,27.550000000000257
case2,63,90063,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.30114769837142885,2.0403741077399156,29.30000000000028
case2,63,90063,1,3,2,1,1,0,0,0.0,0.0,0.13762613185040573,0.6875634332152838,26.200000000000237
case2,63,90063,2,3,2,1,1,0,0,0.0,0.0,0.4174992885877772,2.6802026402634413,63.69999999999852
case2,63,90063,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.35204412632367443,1.6412363071795362,28.150000000000265
case2,63,90063,4,2,2,2,1,1,1,0.0,0.0,0.16297903444129463,1.5802527040446188,24.850000000000218
case2,63,90063,5,2,2,2,1,1,1,0.0,0.0,0.2737474902383578,2.4709027604505156,26.700000000000244
case2,63,90063,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.15361911902470665,2.601191516068143,26.30000000000024
case2,63,90063,7,2,2,2,1,1,1,0.0,0.0,0.44213265591029427,2.025345310699147,27.550000000000257
case2,64,90064,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.2595120715387202,1.8948304664055033,29.30000000000028
case2,64,90064,1,3,3,3,1,1,1,0.0,0.0,0.5462728187130931,2.406275131329124,26.150000000000237
case2,64,90064,2,3,3,2,1,0,0,0.09999999999999432,0.04999999999999716,0.3541569904523182,2.6283391761598196,37.25000000000002
case2,64,90064,3,3,2,2,1,1,1,0.0,0.0,0.24703319892163633,1.4800452924691458,28.000000000000263
case2,64,90064,4,2,2,2,1,1,1,0.0,0.0,0.0711412925757878,2.083535735058001,24.850000000000218
case2,64,90064,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.24452560640545434,1.9256816610687997,26.750000000000245
case2,64,90064,6,2,1,1,1,1,1,0.0,0.0,0.09978329909212441,2.578317302929662,31.050000000000306
case2,64,90064,7,2,2,2,1,1,1,0.0,0.0,0.18864471206727285,0.44712139277127794,27.550000000000257
case2,65,90065,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.07679245861330176,2.0497804533480797,29.30000000000028
case2,65,90065,1,3,3,1,1,0,0,0.0,0.0,0.1371246737879604,1.6399557956942734,26.150000000000237
case2,65,90065,2,3,3,2,1,0,0,0.04999999999999716,0.02499999999999858,0.37128763198319975,2.625192553036986,37.200000000000024
case2,65,90065,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.09106922595170082,2.266753448123996,28.150000000000265
case2,65,90065,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,65,90065,5,2,2,2,1,1,1,0.0,0.0,0.18162462297184112,1.6295787977134046,26.750000000000245
case2,65,90065,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.24358222711627237,2.4348939492514114,26.30000000000024
case2,65,90065,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,66,90066,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.19772523108849893,1.8116345774718903,29.30000000000028
case2,66,90066,1,3,3,3,1,1,1,0.0,0.0,0.4513859126814004,2.5718285178466167,26.150000000000237
case2,66,90066,2,3,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.2220064256723531,2.7744316504072897,65.7999999999984
case2,66,90066,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.26816478059496346,1.6964961011588244,28.100000000000264
case2,66,90066,4,2,2,2,1,1,1,0.0,0.0,0.0677069109463983,2.0955415858912403,24.850000000000218
case2,66,90066,5,2,1,1,1,1,1,0.0,0.0,0.34880098069588644,2.727910049709596,49.849999999999305
case2,66,90066,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.15753504057416984,2.306241169685533,26.30000000000024
case2,66,90066,7,2,2,2,1,1,1,0.0,0.0,0.2105080816025972,1.6493307653102165,27.550000000000257
case2,67,90067,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.4256284940616439,1.293651174197844,29.30000000000028
case2,67,90067,1,3,2,0,0,0,0,nan,nan,nan,nan,nan
case2,67,90067,2,3,3,3,1,1,0,27.54999999999844,12.22222222222153,0.256362940027482,2.4782112299041175,64.69999999999847
case2,67,90067,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.01801568289021245,1.2588005786347745,28.150000000000265
case2,67,90067,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,67,90067,5,2,2,2,1,1,1,0.0,0.0,0.17986219425830474,2.1252557210774103,26.750000000000245
case2,67,90067,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4127371542690741,2.3753644507785157,26.30000000000024
case2,67,90067,7,2,2,2,1,1,1,0.0,0.0,0.24494661785017838,1.9286344414874803,27.550000000000257
case2,68,90068,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.18902747972063386,1.7580534067973232,29.30000000000028
case2,68,90068,1,3,3,1,1,0,0,0.0,0.0,0.03464108209711342,2.025833894368831,26.150000000000237
case2,68,90068,2,3,3,3,1,1,0,2.9999999999998366,1.3111111111110414,0.39276410691092317,2.804106268976122,65.8499999999984
case2,68,90068,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.44365985993400564,1.8534819078509992,28.150000000000265
case2,68,90068,4,2,2,2,1,1,1,0.0,0.0,0.052439713762167946,1.816536964096359,24.850000000000218
case2,68,90068,5,2,1,1,1,1,1,0.0,0.0,0.11122933525750218,0.42488577630693397,41.29999999999979
case2,68,90068,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.21781851478624026,1.6581008361595886,26.30000000000024
case2,68,90068,7,2,2,2,1,1,1,0.0,0.0,0.3008342678265108,1.090693645367443,27.550000000000257
case2,69,90069,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.18647206653893486,1.8130016743998576,29.30000000000028
case2,69,90069,1,3,3,1,1,0,0,0.0,0.0,0.5360412031427857,2.287100162422371,26.150000000000237
case2,69,90069,2,3,3,3,1,1,0,28.149999999998407,12.499999999999295,0.3226457691307783,2.7731285296486465,65.39999999999843
case2,69,90069,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.3303444363968531,1.8668850359928026,28.150000000000265
case2,69,90069,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,69,90069,5,2,2,2,1,1,1,0.0,0.0,0.08485220106646241,1.9339371053883518,26.750000000000245
case2,69,90069,6,2,1,1,1,1,1,0.0,0.0,0.4139925848733398,1.840697331776578,31.050000000000306
case2,69,90069,7,2,2,2,1,1,1,0.0,0.0,0.5412920270276853,2.534319494840264,27.550000000000257
case2,70,90070,0,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.17927517265468745,2.3937039317381186,29.500000000000284
case2,70,90070,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.27225051293530916,2.318653875185619,26.150000000000237
case2,70,90070,2,3,3,2,1,0,0,0.09999999999999432,0.04999999999999716,0.5485905543739428,2.659109011417871,37.25000000000002
case2,70,90070,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.1183979506169331,1.2311916391014952,28.150000000000265
case2,70,90070,4,2,2,2,1,1,1,0.0,0.0,0.2586153159469564,1.4220269884602015,24.850000000000218
case2,70,90070,5,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,70,90070,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.030325649031554748,1.805469603636281,26.30000000000024
case2,70,90070,7,2,2,2,1,1,1,0.0,0.0,0.44856460289501876,2.5664580789987337,27.550000000000257
case2,71,90071,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.12049051507997155,1.7549689096085113,29.30000000000028
case2,71,90071,1,3,3,1,1,0,0,0.0,0.0,0.4962510993338676,1.8349278592045835,26.150000000000237
case2,71,90071,2,3,2,2,1,1,0,33.5499999999981,16.77499999999905,0.17327026163548864,2.794939794851708,70.84999999999812
case2,71,90071,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.2054666817552501,1.2510972761964025,28.150000000000265
case2,71,90071,4,2,1,1,1,1,1,0.0,0.0,0.5472827204900299,2.8814277191034594,28.650000000000272
case2,71,90071,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.04770701855881559,1.8866093924987943,26.750000000000245
case2,71,90071,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3109591944373405,2.090505800552895,26.30000000000024
case2,71,90071,7,2,2,2,1,1,1,0.0,0.0,0.1639763584012627,1.87833283807044,27.550000000000257
case2,72,90072,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.2606417167992055,1.961485630534919,29.30000000000028
case2,72,90072,1,3,3,2,1,0,0,0.0,0.0,0.27929713336721357,2.4757807483558536,26.150000000000237
case2,72,90072,2,3,3,3,1,1,0,3.749999999999794,1.6666666666665744,0.11419937382440148,2.741633612320832,66.29999999999838
case2,72,90072,3,3,2,1,1,0,0,0.0,0.0,0.02317679270360004,2.1460510875996186,28.100000000000264
case2,72,90072,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,72,90072,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.10442163526350982,2.954653275983083,26.750000000000245
case2,72,90072,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4804089335438715,2.6391140557971156,26.30000000000024
case2,72,90072,7,2,2,2,1,1,1,0.0,0.0,0.2806068123751324,0.7582847614225756,27.550000000000257
case2,73,90073,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.20334056326078667,1.9079242584904765,29.30000000000028
case2,73,90073,1,3,3,2,1,0,0,0.0,0.0,0.1415169692037604,2.5829003221227165,26.150000000000237
case2,73,90073,2,3,3,3,1,1,0,31.499999999998217,13.977777777776987,0.12777911126123542,2.468991428103203,68.64999999999824
case2,73,90073,3,3,1,1,1,1,1,0.0,0.0,0.31797941595038015,2.7504983242590395,32.00000000000032
case2,73,90073,4,2,2,2,1,1,1,0.0,0.0,0.17197282797961028,2.266691426606451,24.850000000000218
case2,73,90073,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2297907002711343,1.881483530394775,26.750000000000245
case2,73,90073,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.30107859894618905,2.223331475508626,26.30000000000024
case2,73,90073,7,2,2,2,1,1,1,0.0,0.0,0.4737792770513705,2.1201206093474005,27.550000000000257
case2,74,90074,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.16458813267613825,1.8110773955358346,29.30000000000028
case2,74,90074,1,3,3,1,1,0,0,0.0,0.0,0.7225648442245185,2.0916917254555694,26.150000000000237
case2,74,90074,2,3,3,3,1,1,0,25.949999999998525,11.477777777777126,0.14235588396203774,2.759796187545877,63.09999999999855
case2,74,90074,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.17065296365394497,1.4750471147698463,28.150000000000265
case2,74,90074,4,2,2,2,1,1,1,0.0,0.0,0.2551533184062722,2.390184866040861,24.850000000000218
case2,74,90074,5,2,1,1,1,1,1,0.0,0.0,0.44184247636328594,2.934250516054154,50.049999999999294
case2,74,90074,6,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,74,90074,7,2,2,2,1,1,1,0.0,0.0,0.28538198855423313,2.4235392768900392,27.550000000000257
case2,75,90075,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.10117130912509775,1.969684455664014,29.30000000000028
case2,75,90075,1,3,3,2,1,0,0,0.0,0.0,0.06817895953172246,2.245010957689806,26.150000000000237
case2,75,90075,2,3,1,0,0,0,0,nan,nan,nan,nan,nan
case2,75,90075,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.3683878567485716,1.5770096338617794,28.150000000000265
case2,75,90075,4,2,2,2,1,1,1,0.0,0.0,0.08148377599094611,2.0361006960922285,24.850000000000218
case2,75,90075,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.19897267732032944,1.946958688319329,26.750000000000245
case2,75,90075,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3590051011554017,2.474885838744608,26.30000000000024
case2,75,90075,7,2,2,2,1,1,1,0.0,0.0,0.27375517693228724,1.3830025876914147,27.550000000000257
case2,76,90076,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.1522587551475177,2.1335656204289304,29.30000000000028
case2,76,90076,1,3,2,2,1,1,1,0.0,0.0,0.38147092347491496,2.835963649184186,26.150000000000237
case2,76,90076,2,3,2,2,1,1,0,36.39999999999794,18.19999999999897,0.11397594945567815,2.347220902669827,73.69999999999796
case2,76,90076,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.15728467508775276,2.1533834699158203,28.100000000000264
case2,76,90076,4,2,2,2,1,1,1,0.0,0.0,0.29524001826587676,1.3560226849129529,24.850000000000218
case2,76,90076,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.11104918643766049,1.774659080976582,26.750000000000245
case2,76,90076,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.0557704623920344,2.0138065573481922,26.30000000000024
case2,76,90076,7,2,2,1,1,0,0,0.0,0.0,0.10938825890515019,1.1449017956947252,27.550000000000257
case2,77,90077,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.16321349419705336,2.3712756958145493,29.30000000000028
case2,77,90077,1,3,3,2,1,0,0,0.0,0.0,0.48081019871367475,2.6179840832255223,26.150000000000237
case2,77,90077,2,3,3,3,1,1,1,0.09999999999999432,0.04444444444444192,0.3010886125160129,2.8298892504209725,37.25000000000002
case2,77,90077,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4515379039080818,2.618454911601211,28.150000000000265
case2,77,90077,4,2,2,2,1,1,1,0.0,0.0,0.2940484090304708,2.2844210334529826,24.850000000000218
case2,77,90077,5,2,1,1,1,1,1,0.0,0.0,0.34890180411801364,2.0867171037498484,42.14999999999974
case2,77,90077,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.1929385342214507,2.04623571992777,26.30000000000024
case2,77,90077,7,2,2,2,1,1,1,0.0,0.0,0.31752330939339457,2.2630376441476945,27.550000000000257
case2,78,90078,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.17747496338694177,1.8625925272207855,29.30000000000028
case2,78,90078,1,3,3,2,1,0,0,0.0,0.0,0.3719377349264256,2.9453681038213473,26.150000000000237
case2,78,90078,2,3,2,2,1,1,1,0.09999999999999432,0.04999999999999716,0.23798651727160147,2.8456669441606355,65.64999999999841
case2,78,90078,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.07392238589279272,1.0638892250521426,28.150000000000265
case2,78,90078,4,2,2,2,1,1,1,0.0,0.0,0.16806154789700967,1.9846902400226756,24.850000000000218
case2,78,90078,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3032763961607382,1.8466845702892787,26.750000000000245
case2,78,90078,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.12866223998547133,1.8326776465865093,26.30000000000024
case2,78,90078,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,79,90079,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.15648441862473547,2.0609831081374175,29.30000000000028
case2,79,90079,1,3,3,2,1,0,0,0.0,0.0,0.46712420707941416,2.7477249913297825,26.150000000000237
case2,79,90079,2,3,3,3,1,1,0,26.349999999998502,11.677777777777115,0.22718326587591356,2.7806913498316788,63.59999999999852
case2,79,90079,3,3,2,2,1,1,1,0.0,0.0,0.32042993277260606,1.016906469761866,28.000000000000263
case2,79,90079,4,2,2,2,1,1,1,0.0,0.0,0.3081132841032874,1.6167967485881145,24.850000000000218
case2,79,90079,5,2,2,2,1,1,1,0.0,0.0,0.1611947455038266,1.4868697763087342,26.750000000000245
case2,79,90079,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.08014015449450718,2.1667122991316274,26.30000000000024
case2,79,90079,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,80,90080,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.1443955807871923,2.1618697733025907,29.30000000000028
case2,80,90080,1,3,3,2,1,0,0,0.05000000000000071,0.025000000000000355,0.12246348510904233,2.2322071083233,26.150000000000237
case2,80,90080,2,3,3,3,1,1,0,1.6499999999999062,0.7333333333332916,0.2335531238029098,2.7231395582989095,66.59999999999836
case2,80,90080,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.21942714362352433,1.5144451973682194,28.150000000000265
case2,80,90080,4,2,2,1,1,0,0,0.0,0.0,0.08483445224927373,1.358914601448686,24.850000000000218
case2,80,90080,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.24716930291087372,2.169062640226962,26.750000000000245
case2,80,90080,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2735726438942733,2.162155532468101,26.30000000000024
case2,80,90080,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,81,90081,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.11296167211404866,1.7308084737629195,29.30000000000028
case2,81,90081,1,3,3,2,1,0,0,0.0,0.0,0.3662464481378255,2.439690903861898,26.150000000000237
case2,81,90081,2,3,2,2,1,1,1,0.09999999999999432,0.04999999999999716,0.12627261300621195,2.716730387715093,66.29999999999838
case2,81,90081,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.10911331521477012,2.3780222633417005,28.100000000000264
case2,81,90081,4,2,2,2,1,1,1,0.0,0.0,0.44418110664024646,2.069628781075168,24.850000000000218
case2,81,90081,5,2,2,2,1,1,1,0.0,0.0,0.274294230057099,1.1135625921346897,26.750000000000245
case2,81,90081,6,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,81,90081,7,2,2,2,1,1,1,0.0,0.0,0.025821696703967695,0.9569549945847733,27.550000000000257
case2,82,90082,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.2384165257424041,2.373909386482118,29.30000000000028
case2,82,90082,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.34575401836078484,2.5367678600073735,26.150000000000237
case2,82,90082,2,3,2,2,1,1,0,35.249999999998,17.624999999999,0.3300000598188735,2.5563489846004694,72.54999999999802
case2,82,90082,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.19073382169343875,1.890509291645329,28.100000000000264
case2,82,90082,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,82,90082,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2142641024117544,2.012614306470995,26.750000000000245
case2,82,90082,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2542997725346405,2.464907701241635,26.30000000000024
case2,82,90082,7,2,2,2,1,1,1,0.0,0.0,0.4712263076588622,1.942047148532124,27.550000000000257
case2,83,90083,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.25638032984553183,2.014230063556205,29.30000000000028
case2,83,90083,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.400692642891678,2.752100885065866,26.150000000000237
case2,83,90083,2,3,2,2,1,1,1,0.14999999999999147,0.07499999999999574,0.5212947931155694,2.8304183305097634,67.24999999999832
case2,83,90083,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.35306899141413084,1.5676675727919238,28.150000000000265
case2,83,90083,4,2,2,2,1,1,1,0.0,0.0,0.10871327981676955,1.682726900008106,24.850000000000218
case2,83,90083,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4022812588186364,2.2211667019301022,26.750000000000245
case2,83,90083,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.14492094639301178,2.311101204662629,26.30000000000024
case2,83,90083,7,2,2,2,1,1,1,0.0,0.0,0.4626932040794789,1.531236601561587,27.550000000000257
case2,84,90084,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.03856786033204115,1.923651156666528,29.30000000000028
case2,84,90084,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.4765841773679809,2.5701270994620002,26.150000000000237
case2,84,90084,2,3,3,3,1,1,0,5.1999999999997115,2.2999999999998693,0.446750163705975,2.7539173870130953,68.49999999999825
case2,84,90084,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.19777164332038644,1.0842473608986698,28.150000000000265
case2,84,90084,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,84,90084,5,2,2,2,1,1,1,0.0,0.0,0.13931425040769727,2.642049342501427,26.700000000000244
case2,84,90084,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.26961628598641885,2.4056867168912555,26.30000000000024
case2,84,90084,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,85,90085,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.39480894463353416,1.3592445263580863,29.30000000000028
case2,85,90085,1,3,2,1,1,0,0,0.0,0.0,0.49847475060636487,2.842448811507702,26.200000000000237
case2,85,90085,2,3,2,1,1,0,0,0.0,0.0,0.3581264383619085,2.8419360820403843,63.749999999998515
case2,85,90085,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.16543860841429098,1.7524766006121482,28.150000000000265
case2,85,90085,4,2,2,2,1,1,1,0.0,0.0,0.1974885311277763,2.339747889249163,24.850000000000218
case2,85,90085,5,2,2,2,1,1,1,0.0,0.0,0.5268246864727231,1.5409129256562708,26.750000000000245
case2,85,90085,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2252882008562854,2.2556326740160046,26.30000000000024
case2,85,90085,7,2,2,1,1,0,0,0.0,0.0,0.2986772386577121,2.15959020222082,27.550000000000257
case2,86,90086,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.1799026290299953,1.9483566856693744,29.30000000000028
case2,86,90086,1,3,3,2,1,0,0,0.0,0.0,0.394749242049942,2.533906188752314,26.150000000000237
case2,86,90086,2,3,3,3,1,1,0,35.399999999997995,15.711111111110222,0.6288128358100101,2.5040180668144925,72.54999999999802
case2,86,90086,3,3,1,0,0,0,0,nan,nan,nan,nan,nan
case2,86,90086,4,2,2,2,1,1,1,0.0,0.0,0.334446552577869,1.492026761833655,24.850000000000218
case2,86,90086,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.29631081336801524,1.8832616301664367,26.750000000000245
case2,86,90086,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.185305263831061,1.8291767611092675,26.30000000000024
case2,86,90086,7,2,2,2,1,1,1,0.0,0.0,0.18863519343610452,1.4134097766570424,27.550000000000257
case2,87,90087,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.23984902338628122,1.777953850201339,29.30000000000028
case2,87,90087,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.3885160849764377,2.2689593266382473,26.150000000000237
case2,87,90087,2,3,3,3,1,1,0,0.7499999999999574,0.2888888888888725,0.18255739708931898,2.7551090869739987,62.99999999999856
case2,87,90087,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.11135010528089391,1.2824903085893948,28.150000000000265
case2,87,90087,4,2,1,1,1,1,1,0.0,0.0,0.4758840062477361,2.859353522329273,28.700000000000273
case2,87,90087,5,2,2,2,1,1,1,0.0,0.0,0.08241745838445277,2.6353836139527873,26.700000000000244
case2,87,90087,6,2,1,1,1,1,1,0.0,0.0,0.5641440426420563,2.4627097250914347,31.050000000000306
case2,87,90087,7,2,2,2,1,1,1,0.0,0.0,0.263313374183515,1.6162464949686959,27.550000000000257
case2,88,90088,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.1636862173952585,1.7520553224965718,29.30000000000028
case2,88,90088,1,3,2,0,0,0,0,nan,nan,nan,nan,nan
case2,88,90088,2,3,3,1,1,0,0,0.0,0.0,0.6219529745252897,2.822347609678689,63.9999999999985
case2,88,90088,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.08762351921401268,1.654254568556727,28.100000000000264
case2,88,90088,4,2,1,1,1,1,1,0.0,0.0,0.1251165339377424,2.768073778123765,28.650000000000272
case2,88,90088,5,2,2,2,1,1,1,0.0,0.0,0.2198101055181429,1.162362896765022,26.750000000000245
