episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03125,415.14387631714345,8302.877526342869
2,case1,8,20,8,8,True,True,35.412498474121094,0.0500030517578125,0.0312504768371582,415.21105554616076,8304.221110923216
3,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03749990463256836,415.2817303293385,8305.63460658677
4,case1,8,20,8,8,True,True,35.42500305175781,0.0500030517578125,0.02500009536743164,415.29049528515895,8305.80990570318
6,case1,8,20,8,8,True,True,35.412498474121094,0.0500030517578125,0.03750038146972656,415.24893402103334,8304.978680420667
7,case1,8,20,8,8,True,True,35.412498474121094,0.0500030517578125,0.0312504768371582,415.217074865289,8304.34149730578
8,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03749990463256836,415.1591854196507,8303.183708393015
9,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03749990463256836,415.2035420079716,8304.070840159431
11,case1,8,20,8,8,True,True,35.42499923706055,0.0500030517578125,0.03125,415.29736538566647,8305.94730771333
12,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03125,415.2324170947075,8304.64834189415
13,case1,8,20,8,8,True,True,35.412498474121094,0.0500030517578125,0.0312504768371582,415.2228486537468,8304.456973074935
14,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03125,415.2589453676716,8305.178907353431
15,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03749990463256836,415.2165242348798,8304.330484697595
16,case1,8,20,8,8,True,True,35.431251525878906,0.049999237060546875,0.012499809265136719,415.3456411927473,8306.912823854946
17,case1,8,20,8,8,True,True,35.431251525878906,0.0500030517578125,0.02500009536743164,415.4119338183198,8308.238676366396
18,case1,8,20,8,8,True,True,35.412498474121094,0.0500030517578125,0.0312504768371582,415.1199102344457,8302.398204688914
19,case1,8,20,8,8,True,True,35.412498474121094,0.0500030517578125,0.03750038146972656,415.2181336428039,8304.362672856078
20,case1,8,20,8,8,True,True,35.41875076293945,0.0500030517578125,0.03749990463256836,415.19927289909685,8303.985457981937
