episode,step,time,case,defender_id,target_id,defender_pos_x,defender_pos_y,defender_pos_z,defender_vx,defender_vy,defender_vz,defender_speed,defender_pitch,defender_yaw,load_y,load_z,load_norm,dist_to_target,tgo
1,891,44.55,case2,2,22,656.5051046384754,-853.2281687488017,165.1258246695437,-8.511160475134494,-21.36402481951822,-3.9185041250471784,23.3284393755882,-0.16877118623481746,-1.949911846740096,-0.09999999999765782,-0.4609078625851884,0.5441403532592931,2.7437100544068036,0.14013681360477948
1,892,44.6,case2,10,22,654.5314014207809,-853.1668708703883,164.26460082917285,-10.200771954065681,-20.46528014550151,-2.478528787236965,23.000577054540905,-0.10796906698837312,-2.033197416263348,-0.09999999999843821,-0.607701812880304,0.6158930759324409,2.2686779217276634,0.13067168179122426
1,892,44.6,case2,18,22,654.7335559976772,-852.6361770061544,164.470838607363,-8.621480449853763,-20.82795345667616,-4.1765743976958545,22.925473692819686,-0.18320361526295065,-1.963260139520928,-0.09999999999874254,-0.5433328049596847,0.5934945022127134,2.841085052886521,0.1561188208597965
1,1337,66.85,case2,16,20,-159.60208633921403,-59.381719725796316,0.4909769827953425,28.825750821114944,0.9461078904502935,-2.365605795468921,28.938125739600643,-0.08183835038832407,-6.250375463600068,-0.09999999999849288,-0.3665737199565392,0.4480078757448506,2.6497524138805235,0.11806746240934955
1,1338,66.9,case2,8,20,-159.34706284387184,-60.32705499117814,0.0,28.565611712375556,0.610378376489317,0.0,28.73980188184028,-0.10807166583546167,-6.261820964844996,-0.09999999999796033,-0.3291873518888054,0.4296946672326861,2.4999914845940006,0.11726576926901129
1,1340,67.0,case2,0,20,-158.72506249844776,-60.9315161947835,0.7235737115624356,28.55075440740409,0.3305803930522241,-1.1592846971637338,28.57619291713388,-0.04057933553145491,-6.271607132525621,-0.09999999999914297,-0.6163677477092522,0.6336168154348274,2.965275165538417,0.13484805361414248
1,1439,71.95,case2,9,21,204.71815001342904,-14.534867604390382,1.246767046177242,32.568660371884064,15.839195745695804,-1.3934218961983202,36.24278390066641,-0.03845635623762995,0.4526538906700501,-0.09911281004971444,0.18150779258333585,0.23881638638170313,2.322710752697977,0.12463147255557437
1,1439,71.95,case2,17,21,204.7702163411906,-14.595591812385917,1.015313492763882,32.19320586741165,16.080768118018693,-0.22827455103888164,35.98674362258534,-0.006343338100357697,0.4632540369904911,-0.099325124320604,0.026756604705037115,0.10579721970590862,2.1664738803665275,0.1214489116748256
1,1440,72.0,case2,1,21,204.99088651615537,-13.722219274540185,0.4384278453061705,32.28890996905412,15.911372536482183,-1.8784037331081032,36.04544192500567,-0.05213571706166135,0.457856027924539,-0.09942509874592374,0.3146423928388151,0.40635464529127724,1.1090938331165838,0.09255665795405234
2,890,44.5,case2,2,22,657.6154329149517,-853.5375767726822,165.86813657637646,-6.9132626628418405,-22.213962624546596,-2.4100075520661277,23.38934527795107,-0.10322189545950525,-1.872507804464209,-0.0999999999973589,-0.5007079447420637,0.6734085378780453,2.574893355114574,0.13598774770231076
2,890,44.5,case2,10,22,657.6964532643718,-853.383240572429,165.2309830528523,-8.3901414947468,-21.344257457735154,-3.6039250828417755,23.215513708007645,-0.15586815865825057,-1.945328701609774,-0.09999999999762181,-0.479400741702406,0.49952110645244563,2.5003864779992186,0.1361214843059727
2,890,44.5,case2,18,22,658.0565080759764,-853.1983894534427,164.12836852265508,-8.414534999111604,-21.638066427267354,-1.8445921469539561,23.28975822439368,-0.0792848982944297,-1.9416768324949754,-0.09999999999744777,0.012498014153768028,0.1494955302880801,2.8447471127077724,0.14823825746516492
2,1337,66.85,case2,0,20,-159.74888367363556,-60.210969246742316,0.0,28.87339943034812,1.4026640943521198,0.0,28.90748191088319,-0.001487585984895956,-6.234643664908122,-0.09999999999834884,-0.4637896559091764,0.4997525727089476,2.3962874050529925,0.11285914854919481
2,1337,66.85,case2,16,20,-159.84368889099443,-60.82577948267793,0.009611659658913765,28.87343182425146,0.7262565514359787,0.19223319317827528,28.883203899303833,0.006655584784683272,-6.258037501695802,-0.09999999999865111,-0.029762328353039352,0.7419342431141293,2.412571371398976,0.11484567632327233
2,1338,66.9,case2,8,20,-158.46509111751772,-58.698825228530914,0.004533815059879031,28.685644297026794,1.5714043961091753,-0.008537191693558889,28.728654221792205,-0.00029716643715016803,-6.2284598373393605,-0.09999999999866933,-0.5512979275097445,0.5721156431146561,2.65300635464245,0.11131803848761616
2,1440,72.0,case2,1,21,204.18029034394985,-13.089451741327226,0.7001651335811655,32.46802839546864,15.718407862067751,-2.09927319741118,36.1337537707424,-0.05813002303939827,0.4508627434599398,-0.09917614166515767,-0.05682467722039211,0.33897727506871334,1.8747649250895357,0.11670084388716977
2,1440,72.0,case2,9,21,205.29528533193232,-14.505403386782255,0.7423028275035621,32.33692275533736,15.404809962205508,-1.8490129159405075,35.86646890927007,-0.05157555140720413,0.4445773877167583,-0.09964922447966257,0.21266422996534057,0.28446379697011975,1.5582070217395827,0.09006404782629912
2,1440,72.0,case2,17,21,205.501853120255,-15.71511819249576,0.0,33.28454152860626,13.1783212593535,0.0,35.886284950945544,-0.06998078316561537,0.376992131572342,-0.09961613185004693,-0.05262061852074318,0.19470146585377224,2.468450867042353,0.09647838598815521
3,890,44.5,case2,2,22,656.6686620875771,-852.575662199535,164.6477511012834,-8.678051044376064,-21.386360961560325,-3.8949433016126296,23.406315139930182,-0.16718337531002,-1.9562712340936252,-0.09999999999729439,-0.36710115243776575,0.45515561893054685,2.7397994041359395,0.1679439192724005
3,890,44.5,case2,10,22,657.4220630752003,-852.9843917826566,165.9089736008118,-9.134050454898711,-21.141730857899308,-2.735722803727274,23.192409116763198,-0.1182329525382297,-1.9786138594801905,-0.09999999999754482,-0.5434858698030411,0.5913227979214128,2.9042384295713006,0.15790977687462135
3,1337,66.85,case2,0,20,-160.01896978466925,-59.630869506169795,0.0,28.828493893890336,1.6754687900484408,0.0,28.971679838943913,-0.0808075826271719,-6.225132112780667,-0.0999999999983182,-0.5139293149465662,0.581553278620944,2.847739931136398,0.12606246184907272
3,1338,66.9,case2,16,20,-159.17416949693663,-60.51867953011199,0.2898941592522263,28.78559094622063,0.04224588825094272,-0.6096880674346996,28.792077910039513,-0.02117713222898754,-6.2817177028493765,-0.09999999999884238,-0.26154962051326813,0.4151391817049911,2.3146304263106385,0.11137937099477241
3,1340,67.0,case2,8,20,-158.24860432407536,-60.49875195139572,0.0,28.524593023176266,1.0290254278112942,0.0,28.589385243312126,-0.05688095525064774,-6.247125918657592,-0.09999999999875751,0.03041004350090791,0.15610413482117974,2.4286960562729463,0.11578769422825842
3,1440,72.0,case2,1,21,203.49059742386896,-13.589633094211072,0.7631266076788086,33.54333487248365,12.861500161230389,-2.517195205110861,36.01263351194328,-0.06995460137146847,0.3661402562667423,-0.09931115600544269,-0.06880117607731803,0.2139332699202951,2.554614079895843,0.13701198513826401
3,1440,72.0,case2,9,21,203.8780108862622,-13.355630282913108,1.6043782264650166,31.888665163908723,16.490375746017346,-1.8106058060044687,35.945761246153346,-0.050391819773837915,0.47725232007692014,-0.09952469842611764,0.41865943862787547,0.7302770008186613,2.5892312488242055,0.13079734356668335
3,1440,72.0,case2,17,21,204.80140600267296,-13.863074238117406,1.4772339797642708,33.24469255522612,13.739547321727805,-0.991677237863267,35.98566613863916,-0.027561051486949355,0.39190661806397775,-0.09943372221445788,-0.26667372718228455,0.30741171264637684,1.936018298702662,0.10689996636493093
4,890,44.5,case2,10,22,657.0629019044021,-852.6276561704316,164.3192845438993,-7.810825742028837,-21.07451868117237,-6.018803304908665,23.267366194707193,-0.26165548577095993,-1.9257293062891534,-0.09999999999744753,-0.08337234725593572,0.26736736422801005,2.8053730283589844,0.1650371158456713
4,890,44.5,case2,18,22,658.4262735239306,-853.6426209075848,164.6881521093498,-8.647755921166496,-21.488599281643356,-2.688578758224476,23.31892015720903,-0.11555300504521998,-1.953399736032916,-0.09999999999723345,-0.6191004449055498,0.7054392787014933,2.781550314645399,0.13204072984807544
4,1338,66.9,case2,0,20,-159.0199929479882,-60.842074199897695,1.0742332643614831,28.93867089878394,1.905415263543686,-0.5257353931867578,29.006097262788025,-0.01812598841024584,-6.2174369915018515,-0.09999999999825912,0.05890106645625964,0.4552638226313954,2.376130351829706,0.1112110956928268
4,1340,67.0,case2,8,20,-158.2507032111721,-60.41555794759728,0.6404734351821559,28.78765817738838,2.2877004356658275,-0.24706359708857922,28.879471550610273,-0.008555094591352487,-6.203883863433173,-0.09999999999807442,-0.17183297674632625,0.28733034161586324,2.5276620598874686,0.11740823727469432
4,1341,67.05,case2,16,20,-158.19572790594526,-61.67689116985335,0.0,28.72409965913631,0.33144850547279747,0.0,28.734717518431886,-0.024616281994067086,-6.2716467803030085,-0.09999999999866212,0.11593533362055358,0.17356117987720038,2.970644519002568,0.1344051208671852
4,1371,68.55,case2,13,25,-166.05299098938158,11.213425723310829,0.0,-8.645926531573714,6.484930074771178,0.0,29.866588098592487,-1.200527682766589,8.781240938608889,-0.04724190701176678,0.3320555184855553,0.349786458153704,2.9782842286005433,0.13844546042674852
4,1440,72.0,case2,1,21,204.51610361615923,-14.495023907630202,1.3837178539065096,33.26874882481316,13.901991170795416,-0.4023690844641433,36.05879792452201,-0.011158925376153303,0.39581547208907714,-0.09925571491923386,0.2306437315466372,0.3380820675595074,2.308610135585887,0.11491211140727332
