seed,epoch,idbo_assignment_cost,maximum_target_load
0,0,0.4275505735150146,3
0,1,0.6862886061028132,3
0,2,0.3670465495754304,3
0,3,0.283558101740753,3
0,4,0.39894065397925593,3
0,5,0.3193815778358451,3
0,6,0.42582784940843704,3
0,7,0.6073465591337721,3
0,8,0.42924295555704123,3
0,9,0.5795419966074211,3
0,10,0.684788512514562,3
0,11,0.7714304859060463,3
0,12,1.3954516152085785,3
0,13,0.7340844121644446,3
0,14,1.1755461131143743,3
0,15,1.3167393529287859,3
0,16,2.0895205185745582,3
0,17,2.4710161671574244,3
0,18,2.579527849009492,3
0,19,2.7670242850288447,3
0,20,2.6761100531347397,3
0,21,2.8208581059744122,3
0,22,3.4265328516246436,3
0,23,3.2525664740937326,3
0,24,3.4304441574653843,3
0,25,3.4717263589105047,3
0,26,3.5204541749281075,3
0,27,3.5013176280678757,3
0,28,3.4512416510790134,3
0,29,3.488764299793683,3
1,0,0.5921111998756512,3
1,1,0.7778247517211492,3
1,2,0.929757491039116,3
1,3,0.7294890204590685,3
1,4,1.0144482806282151,3
1,5,0.907459150556504,3
1,6,0.968686999824059,3
1,7,0.8251277111875981,3
1,8,1.1723332694817294,3
1,9,1.4070045451461892,3
1,10,0.9951544313568099,3
1,11,1.1680261088053456,3
1,12,2.50224283307533,4
1,13,1.6732678932468277,3
1,14,1.6028152236594804,3
1,15,2.1163402540626874,3
1,16,3.6686484814792437,4
1,17,2.6307091348616662,3
1,18,2.2278179965688305,3
1,19,2.6036984067132707,3
1,20,2.4775556643103105,3
1,21,2.7093994776658468,3
1,22,2.797958416256276,3
1,23,2.9963848587614517,3
1,24,3.0882091737635213,3
1,25,3.1219481741590216,3
1,26,3.2283398856132304,3
1,27,3.3078368616707006,3
1,28,3.379832031831503,3
1,29,3.4760770149480456,3
2,0,1.1265749892626988,3
2,1,1.141700131756813,3
2,2,0.490884209813649,3
2,3,1.1993243712394936,3
2,4,0.6003895722870122,3
2,5,0.4566834405004539,3
2,6,0.5370996532341356,3
2,7,0.5943734475840194,3
2,8,0.5687063688669868,3
2,9,0.6340166707208456,3
2,10,0.4058839659359812,3
2,11,0.7045714832199145,3
2,12,0.8091139605005018,3
2,13,1.2193523345255288,3
2,14,1.1482088926428935,3
2,15,1.2010873941525757,3
2,16,0.9886644177571235,3
2,17,1.4716349576049474,3
2,18,1.8707958870154247,3
2,19,2.607806027987262,3
2,20,2.8479836032019716,3
2,21,2.3606866152859003,3
2,22,3.249580059140057,3
2,23,3.278991920638273,3
2,24,3.1129331134868443,3
2,25,3.330765886534386,3
2,26,3.3554885993046297,3
2,27,3.3778540894248605,3
2,28,3.356642479123538,3
2,29,3.390988857634668,3
3,0,1.3327625440984159,3
3,1,1.3488609326104806,3
3,2,0.35116202948264336,3
3,3,1.45944428943292,4
3,4,0.24861427953873777,3
3,5,0.33916983285759433,3
3,6,0.7441699259823134,3
3,7,0.29190749468708116,3
3,8,0.6061699495532189,3
3,9,0.2679793031914685,3
3,10,0.43939007870777097,3
3,11,0.9738401946200697,3
3,12,0.8247089174547885,3
3,13,1.3550627122292236,3
3,14,1.3203704886135523,3
3,15,1.611223722719938,3
3,16,1.6793695569376477,3
3,17,3.146457263378553,4
3,18,2.3936489887524504,3
3,19,2.621220644538935,3
3,20,2.644225769841738,3
3,21,2.7270931928542734,3
3,22,2.9981111009699957,3
3,23,2.99293328271121,3
3,24,3.494033273559684,3
3,25,3.5766779529600616,3
3,26,3.4817127608283647,3
3,27,3.58094523055191,3
3,28,3.748727181295128,3
3,29,3.7310073282667915,3
4,0,1.0337763940443006,3
4,1,0.5685546504957129,3
4,2,0.612143088486643,3
4,3,0.8002999944697083,3
4,4,0.8372499004149759,3
4,5,1.0123894069731207,3
4,6,0.9203449175101637,3
4,7,0.7798627090262376,3
4,8,1.0033677924514206,3
4,9,1.1111489159146763,3
4,10,0.8761737174425247,3
4,11,1.5072909429388235,3
4,12,1.1011746340278248,3
4,13,1.7432778551566508,3
4,14,1.9568506535214087,3
4,15,2.428750797429588,3
4,16,2.196110762010363,3
4,17,2.8277365308957148,3
4,18,2.958986478073718,3
4,19,3.043068414840332,3
4,20,3.143797738042171,3
4,21,3.2230300846711444,3
4,22,3.3005329726868227,3
4,23,3.390404537083519,3
4,24,3.744399785501502,3
4,25,3.7765848805809856,3
4,26,3.8090014957712732,3
4,27,3.8394500058748435,3
4,28,3.736073234153371,3
4,29,3.7811542320518052,3
5,0,0.49095560168532193,3
5,1,1.252379382592476,3
5,2,1.267651851238622,3
5,3,1.1153756519110618,3
5,4,1.132651099089208,3
5,5,1.2003580825016114,3
5,6,1.2201500376770362,3
5,7,1.2487757509894117,3
5,8,1.426988685729445,3
5,9,1.3590547494776843,3
5,10,0.9569603348001471,3
5,11,1.0000297648836771,3
5,12,0.39038771082974894,3
5,13,1.5154356740588981,3
5,14,1.2373825254527282,3
5,15,2.245200749173655,3
5,16,2.4215423238581866,3
5,17,2.5761652734711102,3
5,18,2.688476707287361,3
5,19,2.768307693232976,3
5,20,2.852820253887718,3
5,21,2.94798657051886,3
5,22,3.0713812583406606,3
5,23,3.112837739851544,3
5,24,3.1741015235764327,3
5,25,3.210747486871693,3
5,26,3.316577470105609,3
5,27,3.3857786060724546,3
5,28,3.5401389565075037,3
5,29,3.6075955075946458,3
6,0,1.145151496452844,3
6,1,0.7591305544252425,3
6,2,0.4944836499367769,3
6,3,0.42657859848150415,3
6,4,0.39104969554556585,3
6,5,0.7522010741041041,3
6,6,0.4635797258275875,3
6,7,0.8934702528597515,3
6,8,0.8012980996472013,3
6,9,0.99230520968346,3
6,10,0.7289280983818789,3
6,11,1.269381623886183,3
6,12,0.8950950122530035,3
6,13,2.264740655669214,3
6,14,1.578526375484466,3
6,15,2.4046531629380845,3
6,16,3.0680312256213305,3
6,17,2.950544556211699,3
6,18,3.1901703603810696,3
6,19,4.463789074780534,4
6,20,4.545792502645619,4
6,21,4.615286191639382,4
6,22,4.677145765121301,4
6,23,3.641686995144593,3
6,24,3.6907453217176895,3
6,25,3.6247200560212,3
6,26,3.6566272968400315,3
6,27,3.785577518007559,3
6,28,3.7525944131850597,3
6,29,3.773785636623096,3
7,0,0.18214579421145027,3
7,1,0.14536410979548706,3
7,2,0.33516256760946866,3
7,3,0.16004083471013283,3
7,4,0.1568957105714282,3
7,5,0.15986017412771344,3
7,6,0.1900559707361399,3
7,7,0.09635186912551459,3
7,8,0.12270643026358188,3
7,9,0.1673674602815815,3
7,10,0.12201713314269075,3
7,11,0.1616225921912106,3
7,12,0.3129817343239905,3
7,13,0.9239989289082116,3
7,14,1.2701204499130658,3
7,15,1.9045593759251311,3
7,16,2.591241030377848,3
7,17,2.5274239785351442,3
7,18,2.1696763299524155,3
7,19,2.945395772210317,3
7,20,2.95273913995405,3
7,21,2.622672607623506,3
7,22,4.176263658602167,4
7,23,2.964670155416129,3
7,24,3.4418901218244518,3
7,25,3.172803566165027,3
7,26,3.721938714555906,3
7,27,3.6626862558660607,3
7,28,3.8884996540811883,3
7,29,3.9333079169198433,3
