condition,case,episodes,variant,model_dir,attack_pattern,assignment_mode,case3_source_policy_case,case3_geometry,case3_maneuver,training_performed,optimizer_steps,backpropagation_performed,evaluation_device,target_coverage_success_count,target_coverage_success_rate,target_coverage_success_ci95_low,target_coverage_success_ci95_high,all_defenders_hit_count,all_defenders_hit_rate,all_defenders_hit_ci95_low,all_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,mission_success_count,mission_success_rate,mission_success_ci95_low,mission_success_ci95_high,E_co_time_s_mean,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n,mean_closest_approach_m_mean,mean_closest_approach_m_ci95_low,mean_closest_approach_m_ci95_high,mean_closest_approach_m_n,worst_closest_approach_m_mean,worst_closest_approach_m_ci95_low,worst_closest_approach_m_ci95_high,worst_closest_approach_m_n,mean_agent_return_mean,mean_agent_return_ci95_low,mean_agent_return_ci95_high,mean_agent_return_n,idbo_runtime_ms_mean,idbo_runtime_ms_ci95_low,idbo_runtime_ms_ci95_high,idbo_runtime_ms_n,idbo_repaired_cost_mean,idbo_repaired_cost_ci95_low,idbo_repaired_cost_ci95_high,idbo_repaired_cost_n,failure_class_counts
formal_ablation_no_gru_case2,case2,20,no_gru,/home/a2rl/reviewer_xiu_ablation_domainrand_v3_20260801/formal_evaluation_n100/selection/no_gru/case2/seed8303/selected_model,nominal,fixed,,,,False,0,False,cpu,20,1.0,0.8388748419527051,1.0,20,1.0,0.8388748419527051,1.0,20,1.0,0.8388748419527051,1.0,20,1.0,0.8388748419527051,1.0,0.04157986111111177,0.038491509139718265,0.04466821308250527,20,0.5076666492141119,0.47472346123451015,0.5406098371937136,20,1.6448203605899727,1.5551403298891358,1.7345003912908097,20,27.872812500000258,27.481706926994992,28.263918073005524,20,1.3367363796675291,1.2544706158407402,1.419002143494318,20,2.735603233508554,2.6492475589365383,2.82195890808057,20,441803.18119198724,441780.89295323164,441825.46943074284,20,0.0,0.0,0.0,20,nan,nan,nan,0,"{""mission_success"": 20}"
