condition,case,variant,episode,seed,defender_id,target_id,time,dist_to_target,defender_pos_x,defender_pos_y,defender_pos_z
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,1,21,26.35000000000024,1.2207726654496491,391.61465722917654,772.9437426504186,410.6216271878938
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,17,21,26.40000000000024,1.9737748569565459,390.5348564349085,771.357162544592,409.5870992073767
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,9,21,26.45000000000024,0.28838116417005444,390.9399422236514,771.4341589448286,409.76391468582716
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,11,23,26.600000000000243,2.276363382613447,-645.2471448990648,438.0553197475881,500.5354324494673
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,3,23,26.650000000000244,0.4896014063346374,-645.4053960984322,438.58803956765337,500.7588553100898
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,12,24,26.700000000000244,1.1118971797546657,-813.4129676937968,162.7139339005888,487.56116934082235
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,4,24,26.750000000000245,2.1083307966488105,-811.3424919169521,162.5496039327292,486.3221523845356
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,19,23,26.750000000000245,1.378662292407201,-643.1846322804944,436.7104288486992,498.84261152588834
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,15,27,27.600000000000257,1.8942458956612862,770.4604654665125,-425.6190842575144,379.8420722578407
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,2,22,27.70000000000026,2.488925579713519,257.72904687986585,809.7015382216422,497.55152860459145
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,7,27,27.75000000000026,1.7613506513645538,767.3100054063918,-423.6618704312895,378.0720397724292
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,10,22,27.75000000000026,0.7397266738187891,257.53889787950095,810.1374588243482,497.6946743102924
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,18,22,27.80000000000026,2.1058373335742178,257.11576900633344,807.8115011556908,496.32068150156243
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,0,20,27.950000000000262,0.5233118877145022,819.1663537719269,-225.4318128286358,480.09541228136976
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,13,25,27.950000000000262,0.6515012334668807,-454.1551533628094,-808.8640447003033,433.33256646576666
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,16,20,27.950000000000262,1.2319494505399124,818.4581800426511,-225.42804432376488,479.7195052246232
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,5,25,28.050000000000264,0.7159334590095524,-452.839665300465,-806.7596063445346,432.03846853403735
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,8,20,28.050000000000264,1.3505249137035416,816.0001051669773,-224.80137454335122,478.18826094447354
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,14,26,28.800000000000274,0.5901784499702977,-168.53846058789188,-823.6869935829225,527.49057423743
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,77,99477,6,26,28.950000000000276,0.6947781041764042,-167.96759962344214,-820.4038821365328,525.2661147674189
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,12,24,24.750000000000217,2.8739565663273794,-647.5583281505524,287.8927285968909,511.3273061684273
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,4,24,24.850000000000218,2.287857139538666,-645.8723543342276,287.04746488952094,509.86840525452243
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,3,23,25.500000000000227,2.6673584380924193,-665.7365772677508,449.6043089581518,429.99227674257804
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,11,23,25.500000000000227,1.247318111082419,-666.5596489050497,450.54789477245873,430.69345658293855
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,19,23,25.550000000000228,2.7266245732740546,-664.73807930712,448.79652532525967,429.2529516175744
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,1,21,26.30000000000024,1.7886202838941172,406.16918477731764,763.350757016932,423.39499816438445
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,17,21,26.30000000000024,2.9544397811913012,405.50279933948343,762.5428856853748,422.87961911589696
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,9,21,26.40000000000024,1.0375788836059356,405.4656929227889,762.0381906681081,422.59611784028664
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,15,27,26.700000000000244,2.1326982092830606,685.4974728931248,-407.62509723960574,505.5860211989155
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,7,27,26.850000000000247,0.18979373031717678,684.2231173530497,-407.1943706349058,504.545515713212
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,13,25,28.300000000000267,2.0493365179318292,-517.9115764285237,-727.1788920034147,489.2183932164721
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,5,25,28.45000000000027,2.697933994070562,-515.6299517768932,-724.2960798087552,487.07379330361795
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,0,20,28.750000000000274,1.6424583816791096,883.8638144850644,-131.12080140313006,455.23554966407005
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,16,20,28.750000000000274,2.785487290115803,882.8658864993027,-131.25093829209646,454.6479847982636
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,78,99478,8,20,28.900000000000276,1.38947042494942,880.5508084015497,-130.65721605395942,453.38124570547575
