episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,11,4,3,False,False,1.4499969482421875,0.41249942779541016,812.423986738082,16248.47973476164
2,case2,8,13,5,3,False,False,0.5500030517578125,0.23999938368797302,838.2329065250699,16764.658130501397
3,case2,8,11,4,3,False,False,2.9000015258789062,0.7750005722045898,830.6431695674546,16612.863391349092
4,case2,8,11,5,2,False,False,1.5500030517578125,0.5666669011116028,835.6691774748731,16713.383549497463
5,case2,8,11,4,3,False,False,0.8000030517578125,0.35000038146972656,835.6560783467255,16713.12156693451
6,case2,8,11,4,3,False,False,0.649993896484375,0.23749828338623047,838.7620749949944,16775.241499899887
7,case2,8,12,5,3,False,False,2.1999969482421875,0.5499992370605469,828.5180971010589,16570.361942021176
8,case2,8,11,4,3,False,False,0.9499969482421875,0.25,818.6966820918024,16373.933641836047
9,case2,8,12,5,3,False,False,2.5499954223632812,0.7125005722045898,810.514130170783,16210.28260341566
10,case2,8,11,4,3,False,False,2.0999984741210938,0.5749998092651367,831.9421947545837,16638.843895091675
11,case2,8,13,5,4,False,False,1.5,0.34999924898147583,841.125138613442,16822.50277226884
12,case2,8,11,4,3,False,False,0.850006103515625,0.21250152587890625,833.0183237373363,16660.366474746726
13,case2,8,11,4,3,False,False,2.5500030517578125,0.6874990463256836,836.7268886837177,16734.537773674354
14,case2,8,11,4,3,False,False,0.9499969482421875,0.28749847412109375,849.6008727088105,16992.01745417621
15,case2,8,11,4,3,False,False,0.9000015258789062,0.2499990463256836,837.0469623134006,16740.93924626801
16,case2,8,11,4,3,False,False,0.5500030517578125,0.17499923706054688,836.2625132831279,16725.25026566256
17,case2,8,13,5,4,False,False,1.25,0.3300003111362457,822.118019437464,16442.36038874928
18,case2,8,13,5,3,False,False,0.7999954223632812,0.3099983334541321,838.1371898440178,16762.743796880357
19,case2,8,11,4,3,False,False,0.8000030517578125,0.2500009536743164,828.5473640453071,16570.94728090614
20,case2,8,12,5,3,False,False,2.0,0.5500001907348633,828.7599575999659,16575.199151999317
