episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73501,0,0,20,35.5,0.8167795274683388,2.6494692991868787
1,73501,1,1,21,34.95,0.7564500570161097,0.7564500570161097
1,73501,2,4,24,34.7,2.0550950219378907,2.0550950219378907
1,73501,3,3,23,32.300000000000004,0.9829115214808917,0.9829115214808917
1,73501,4,5,25,39.25,0.35688696427055167,0.35688696427055167
1,73501,5,5,25,39.2,0.936690309444923,2.83588552937699
1,73501,6,1,21,35.0,2.1170674792092172,2.1170674792092172
1,73501,7,1,21,34.95,0.6137944305757643,1.3675367885436107
1,73501,8,6,26,36.65,0.6712879755113491,0.6712879755113491
1,73501,9,0,20,35.5,0.9510619595263319,2.780325449131045
1,73501,10,2,22,33.6,1.541458768859375,1.541458768859375
1,73501,11,3,23,32.25,0.12483424441169502,0.12483424441169502
1,73501,12,4,24,34.6,0.037709213060609974,2.0972897980982013
1,73501,13,5,25,39.2,0.40909203897034024,1.4909965966600045
1,73501,14,0,20,35.550000000000004,2.615507097338835,2.615507097338835
1,73501,15,7,27,34.4,0.8312456400003374,2.806454434055145
1,73501,16,7,27,34.45,0.41882917642162754,0.41882917642162754
1,73501,17,6,26,36.65,1.0051994367235244,1.0051994367235244
1,73501,18,2,22,33.6,2.9964142736562245,2.9964142736562245
1,73501,19,4,24,34.550000000000004,0.7834258863860214,2.843420119722316
2,73502,0,1,21,34.0,0.2635879085538615,1.8918031465445815
2,73502,1,0,20,37.9,0.18349149750603336,0.18349149750603336
2,73502,2,4,24,33.15,2.607690858491219,2.607690858491219
2,73502,3,3,23,33.050000000000004,0.04713249931076793,0.04713249931076793
2,73502,4,5,25,39.6,2.83878672887088,2.83878672887088
2,73502,5,5,25,39.6,2.52211413433375,2.52211413433375
2,73502,6,0,20,37.9,1.583368594659669,1.583368594659669
2,73502,7,0,20,37.85,0.48298342640051317,2.377502374746922
2,73502,8,7,27,34.75,1.2215782041356629,1.2215782041356629
2,73502,9,1,21,34.0,0.807596220841179,0.807596220841179
2,73502,10,2,22,33.65,0.700823834838417,2.680703084902647
2,73502,11,4,24,33.050000000000004,0.9031315475020725,0.9031315475020725
2,73502,12,4,24,33.050000000000004,0.007308604773562323,2.066005812244982
2,73502,13,2,22,33.7,0.11585896451384094,0.11585896451384094
2,73502,14,6,26,35.15,0.6672136977592029,1.6020057541975672
2,73502,15,7,27,34.75,0.4664393796282471,0.4664393796282471
2,73502,16,6,26,35.2,0.4417541802026465,0.4417541802026465
2,73502,17,1,21,34.050000000000004,0.3839396236879286,0.3839396236879286
2,73502,18,2,22,33.7,1.05048366685726,1.05048366685726
2,73502,19,3,23,33.0,1.017096158264464,1.0619807022226868
3,73503,0,1,21,34.25,0.05103360954008826,0.05103360954008826
3,73503,1,1,21,34.25,1.0934675871645827,1.0934675871645827
3,73503,2,2,22,33.0,0.9687247786376467,0.9687247786376467
3,73503,3,3,23,32.0,0.3574235630611428,0.3574235630611428
3,73503,4,5,25,39.400000000000006,1.4937174111579603,1.4937174111579603
3,73503,5,4,24,36.85,0.7272458112217172,0.7272458112217172
3,73503,6,7,27,35.85,0.4100945095545922,0.4100945095545922
3,73503,7,0,20,38.25,0.029836950048487243,1.8890157181405747
3,73503,8,0,20,38.300000000000004,0.821854040175724,0.821854040175724
3,73503,9,1,21,34.2,0.26273129608454066,1.8871281322546032
3,73503,10,4,24,36.9,1.1468914255965077,1.1468914255965077
3,73503,11,3,23,31.900000000000002,0.43494399329121813,2.228150462992637
3,73503,12,2,22,33.0,1.7403171160809667,1.7403171160809667
3,73503,13,2,22,32.95,0.6991179094552098,1.2811735697461928
3,73503,14,0,20,38.25,1.0088691637244933,2.9079262998215074
3,73503,15,6,26,34.85,0.7299932286184087,0.7299932286184087
3,73503,16,6,26,34.85,0.5861541710556029,1.8157582355931507
3,73503,17,3,23,32.050000000000004,0.9188001856973651,0.9188001856973651
3,73503,18,5,25,39.400000000000006,1.4696843803170607,1.4696843803170607
3,73503,19,6,26,35.95,1.2020265700492017,1.2020265700492017
