condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,0,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,1,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,2,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,3,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,4,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,5,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,6,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,7,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,8,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,9,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,10,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,11,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,12,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,13,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,14,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,15,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,16,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,17,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,18,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,1,99401,fixed,19,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,0,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,1,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,2,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,3,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,4,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,5,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,6,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,7,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,8,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,9,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,10,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,11,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,12,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,13,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,14,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,15,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,16,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,17,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,18,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,2,99402,fixed,19,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,0,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,1,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,2,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,3,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,4,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,5,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,6,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,7,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,8,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,9,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,10,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,11,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,12,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,13,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,14,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,15,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,16,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,17,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,18,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,3,99403,fixed,19,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,0,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,1,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,2,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,3,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,4,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,5,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,6,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,7,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,8,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,9,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,10,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,11,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,12,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,13,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,14,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,15,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,16,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,17,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,18,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,4,99404,fixed,19,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,0,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,1,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,2,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,3,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,4,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,5,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,6,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,7,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,8,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,9,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,10,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,11,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,12,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,13,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,14,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,15,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,16,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,17,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,18,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,5,99405,fixed,19,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,0,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,1,1,21,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,2,2,22,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,3,3,23,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,4,4,24,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,5,5,25,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,6,6,26,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,7,7,27,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,8,0,20,nan,nan,0.0,nan,0
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,6,99406,fixed,9,1,21,nan,nan,0.0,nan,0
