version,runtime_20x8_s,runtime_160x64_s,static_assignment_cost,mean_pair_score,capacity_feasible_rate,dynamic_change_fraction,agreement_at_100ms,recovery_at_100ms,agreement_at_200ms,recovery_at_200ms
V1,0.007982693612575531,0.02839855377096683,0.4278748323486929,0.727704322521752,1.0,0.3220523653755345,0.9046924467832963,1.0,0.8419337641141718,0.4640745767390504
V2,0.047681117965839806,1.9483647791901604,0.5395056636937267,0.724764670694371,1.0,0.5817300730728412,0.8141501286308035,1.0,0.6968023503775262,0.41207124612297025
