version,n_scenes,assignment_cost_mean,assignment_cost_std,assignment_cost_ci95,mean_interception_probability_mean,mean_interception_probability_std,mean_interception_probability_ci95,mean_adversarial_advantage_mean,mean_adversarial_advantage_std,mean_adversarial_advantage_ci95,mean_pair_score_mean,mean_pair_score_std,mean_pair_score_ci95,target_load_std_mean,target_load_std_std,target_load_std_ci95,covered_target_fraction_mean,covered_target_fraction_std,covered_target_fraction_ci95,capacity_feasible_mean,capacity_feasible_std,capacity_feasible_ci95
V1,30,0.4278748323486929,0.23057710207835283,0.08251095630095698,0.6828173339936457,0.059955471393478205,0.021454789897001624,0.07481164754684339,0.04542059962938478,0.01625355283505089,0.727704322521752,0.08511239293456659,0.030457078655223555,0.5276142374915397,0.07160632121167924,0.025623992959896955,1.0,0.0,0.0,1.0,0.0,0.0
V2,30,0.5395056636937267,0.26908267610343645,0.09628999900332953,0.6762306117382265,0.06482939172553887,0.023198899888445382,0.0808900982602406,0.052654769092476704,0.018842267130887873,0.724764670694371,0.09503772876759786,0.034008814468579715,0.5909995478154454,0.13411086953019016,0.04799095831956737,0.9958333333333333,0.022821773229381916,0.008166666666666666,1.0,0.0,0.0
