update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,166934804.28125,1.0,1.0,0.02499999999999869,0.7709466056325807,0.02045212683706092,0.19966666666666666,-0.0029777653748169542,0.6876196295022965,2.753690850734711,0.0008841026846268991,0.0002999262307746768,28.840548276901245
2,12000,166737259.69335938,1.0,1.0,0.02656249999999849,0.7443079820420981,0.03896777377883265,0.2302,-0.004349809209816158,0.7150554284453392,2.746387267112732,0.0016408293260405048,0.00029970499590002654,58.32087230682373
3,18000,166378026.74609375,1.0,1.0,0.031249999999998224,0.7205811883222621,0.05551215693083066,0.2561083333333333,-0.004706047568470239,0.22237766087055205,2.7398261189460755,0.0043823639248094185,0.0002993365137081604,87.9222400188446
4,24000,166139653.6201172,1.0,1.0,0.020312499999998845,0.6991960327993849,0.07044169497820009,0.2795,-0.004300378853349685,0.09321285076439381,2.73451966047287,0.010157685967174679,0.0002988211478465144,117.3888189792633
5,30000,145287756.10253906,0.75,0.75,0.026116071428569945,0.6802188196435518,0.08393355359760145,0.30230833333333335,-0.011585115973139182,0.05326901348307729,2.7279667377471926,0.018939964651775852,0.000298159406918973,146.7458107471466
6,36000,165837540.15429688,1.0,1.0,0.02499999999999858,0.6629954796524578,0.09599230039079834,0.31815,-0.007712979824282229,0.048551011830568314,2.718270182609558,0.015702824069485068,0.0002973519439839389,174.89618587493896
7,42000,165754210.17773438,1.0,1.0,0.02656249999999849,0.6473432294091124,0.1068533934979439,0.33514166666666667,-0.01026707117271144,0.027907696645706893,2.7085787057876587,0.019834659862543135,0.00029639955590984266,203.37030005455017
8,48000,165656692.70117188,1.0,1.0,0.021874999999998757,0.6334208080218108,0.11657555554384585,0.3537416666666667,-0.010322636895580217,0.0300153118558228,2.6974783897399903,0.02370539773218334,0.00029530318258873023,232.50103306770325
9,54000,165322980.09277344,1.0,1.0,0.02499999999999869,0.6209514627157142,0.125309517990369,0.36595833333333333,-0.008867929432017262,0.018212247360497712,2.685860300064087,0.02275355316999057,0.0002940639060087029,261.65127897262573
10,60000,165256223.29101562,1.0,1.0,0.020312499999998845,0.6099262362106473,0.1331945890921656,0.3796083333333333,-0.011607877037022263,0.015078086405992508,2.6750600695610047,0.019091157339240182,0.00029268294918612537,290.8457157611847
11,66000,165686247.88671875,1.0,1.0,0.028124999999998512,0.5995857331654983,0.1403154657783165,0.38913333333333333,-0.012128829285211395,0.013301655044779181,2.662855863571167,0.01935198077936967,0.00029116167495865663,320.25551438331604
12,72000,165619495.69335938,1.0,1.0,0.02343749999999878,0.5906523418830132,0.146698690008892,0.3992583333333333,-0.012460908872890286,0.012129241740331054,2.6516838669776917,0.023652935356025927,0.0002895015846402935,349.8144462108612
13,78000,165371998.65820312,1.0,1.0,0.015624999999999112,0.5826150583235945,0.15255248356213963,0.408775,-0.013227719091810286,0.0117711559869349,2.6416117787361144,0.02499568173331519,0.0002877043165397551,378.08619141578674
14,84000,165826205.25585938,1.0,1.0,0.018749999999998934,0.5753477896096653,0.15785632361708324,0.41744166666666666,-0.01017116488656029,0.011376660736277699,2.6313124299049377,0.029804704984712105,0.0002857716443436699,403.27170181274414
15,90000,125106898.16308594,0.5,0.5,0.03281249999999837,0.5684866293126825,0.16272641574735514,0.4276083333333333,-0.0055635450757108625,0.009052981855347753,2.622657370567322,0.042602994626967504,0.00028370547536616097,432.79407477378845
16,96000,165411373.96972656,1.0,1.0,0.029687499999998423,0.5622455187002026,0.16700339646529425,0.42945,-0.007277509314008057,0.010599918430671096,2.6145645141601563,0.01154259323376845,0.00028150784866655756,462.44077706336975
17,102000,165358081.58496094,1.0,1.0,0.02343749999999889,0.5568461337286,0.17091027544359957,0.4385833333333333,-0.01143946461379528,0.01009419965557754,2.60398416519165,0.01792788502347966,0.00027918093303708956,491.3936040401459
18,108000,165387022.09375,1.0,1.0,0.020312499999998845,0.5522564140139795,0.17429770902456732,0.44205,-0.010910797026008367,0.010282408026978374,2.593195068836212,0.014283028848714486,0.00027672702486255125,521.0906138420105
19,114000,164961971.33203125,1.0,1.0,0.020312499999998956,0.5478193459728306,0.1775233852548757,0.4484416666666667,-0.006101798405870796,0.009902003780007362,2.5840776443481444,0.020460088947713385,0.000274148545854047,550.5049498081207
20,120000,164737035.34179688,1.0,1.0,0.02499999999999858,0.5437903202310359,0.18044574943427638,0.452075,-0.01033178927609697,0.010170328058302402,2.575550365447998,0.009545787886934854,0.00027144804065905466,578.624261379242
21,126000,165147455.46679688,1.0,1.0,0.02343749999999878,0.540212234307078,0.18289379394691208,0.45534166666666664,-0.007852391456253827,0.010169695876538754,2.566356027126312,0.015450813900154703,0.0002686281743501657,608.5829174518585
22,132000,164732689.0859375,1.0,1.0,0.02499999999999869,0.537218076275593,0.18497235608929208,0.4600416666666667,-0.011175763307255693,0.010246479976922273,2.5576680541038512,0.01880954886590125,0.0002656917297949805,637.850301027298
23,138000,164615760.29882812,1.0,1.0,0.0265624999999986,0.5339882462959389,0.18723696187698424,0.46284166666666665,-0.007178428774932399,0.010678086895495653,2.547969388961792,0.016351777194925178,0.0002626416049097537,667.6027915477753
24,144000,165202141.91210938,1.0,1.0,0.02343749999999889,0.5312520681194338,0.18923618989375351,0.46634166666666665,-0.008801495633088052,0.01022885967977345,2.5385942220687867,0.010111350516832119,0.00025948080979950103,696.7968175411224
25,150000,164770727.62109375,1.0,1.0,0.021874999999998868,0.5289696656215218,0.1907738155249942,0.469675,-0.011128212511539459,0.010186487715691328,2.5300658345222473,0.01759906391869297,0.00025621246378738883,725.6703407764435
26,156000,165234011.83203125,1.0,1.0,0.02343749999999878,0.5267604406767612,0.1923077671562252,0.46879166666666666,-0.004377687303349376,0.009980918606743217,2.522981417179108,0.01936173950025193,0.00025283979233633894,754.5972239971161
27,162000,165048597.99023438,1.0,1.0,0.023437499999998668,0.5250962590122981,0.19362374520728765,0.47295,-0.009370330011006445,0.010516774328425526,2.5154750466346742,0.015537574996116276,0.0002493661238658859,783.5633890628815
28,168000,165800937.47460938,1.0,1.0,0.017187499999999023,0.5233952044104369,0.19481001347581162,0.47555833333333336,-0.004625297331949696,0.016167474538087846,2.5082654476165773,0.008397362733644753,0.0002457948864674291,812.6315970420837
29,174000,165044113.84765625,1.0,1.0,0.017187499999999134,0.5215762993776939,0.19575789278577482,0.47933333333333333,-0.007928555662510916,0.017758725117892026,2.5012817978858948,0.02740720595125108,0.00024212960452111996,842.2872405052185
30,180000,164546126.2109375,1.0,1.0,0.021874999999998757,0.5200649729777644,0.19668640483803407,0.47945,-0.008656464924570173,0.017652043700218202,2.493409824371338,0.009524303617397223,0.00023837389521772471,871.7790796756744
31,186000,164323846.77734375,1.0,1.0,0.02499999999999858,0.5192201104631236,0.197516623882529,0.4796416666666667,-0.013484719244297593,0.009996831556782127,2.48693300485611,0.011462704139581526,0.0002345314649888935,901.2066490650177
32,192000,164492934.11914062,1.0,1.0,0.020312499999998845,0.5178957248636948,0.19838968257275447,0.4812916666666667,-0.012465864792466164,0.009725893335416912,2.4826050639152526,0.02004444205365612,0.00023060610584935994,930.3237330913544
33,198000,164658472.0625,1.0,1.0,0.020312499999998956,0.5170598148946208,0.19908264402189615,0.4827,-0.014287364186020567,0.010114026209339499,2.4755779266357423,0.024539230198288964,0.00022660169165468046,960.5734422206879
34,204000,165039964.53125,1.0,1.0,0.023437499999998668,0.5159288253519656,0.19969898062491917,0.4842416666666667,-0.011806909565348179,0.009979512309655547,2.4682652354240417,0.024037126275512043,0.00022252217427820638,990.6357583999634
