case,metric,nominal_mean,reference_failure_mean,mean_change_percent,nominal_std,reference_failure_std,std_ratio
case1,E_co_time_s,0.05050416666618196,0.05836903596423097,15.572713732776823,0.0118241837661407,0.018530292983896378,1.5671519785542447
case1,E_n_g,0.07175101407179878,0.08992858230763084,25.334231816769037,0.011144467030937345,0.021360075084529317,1.9166529027573203
case1,E_miss_m,2.997316933247902,2.928958640079937,-2.280649483866626,0.2668446706836123,0.389078998372467,1.4580729582333813
case1,E_t_s,28.8435,30.8637,7.004004368401895,0.8487332314090794,2.481505627674493,2.9237757352267932
case2,E_co_time_s,0.08476666666623124,0.11604156156156155,36.89527514214428,0.0362476014491744,0.052537036885903256,1.4493934711671763
case2,E_n_g,0.1658156531294892,0.2191221193003723,32.148030155666206,0.05038652384865847,0.06625633046498287,1.3149613310096788
case2,E_miss_m,3.0865607819513214,3.2006738930193217,3.697095865899591,0.26607166054920445,0.428677007441579,1.6111336568379255
case2,E_t_s,33.3974,37.0615,10.97121332798363,2.736138646833288,2.1632805025082935,0.7906326329669001
