case,episodes,failed_defenders_per_episode,failure_selection,interception_success_definition,continuous_metric_population,model_dir,policy_training_performed,backpropagation_performed,optimizer_steps,device,interception_success_count,interception_success_rate,interception_success_ci95_low,interception_success_ci95_high,all_active_defenders_hit_count,all_active_defenders_hit_rate,all_active_defenders_hit_ci95_low,all_active_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,parameters,E_co_time_s_mean,E_co_time_s_std,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_std,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_std,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_std,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n
case2,1,2,uniform_without_replacement_after_assignment_before_guidance,all_eight_attackers_covered_by_operational_defenders,interception_successful_episodes_only_operational_hits,/home/uav/00gao_xueshu/DT_PAPER/XIU_code/reviewer_failure_cases_20260730/artifacts_remote/models/case2,False,False,0,cpu,1,1.0,0.20654931438393587,1.0,1,1.0,0.20654931438393587,1.0,1,1.0,0.20654931438393587,1.0,"{""command_lag_ms"": 400.0, ""command_lag_tau"": 0.4, ""dt_s"": 0.05, ""guidance_base_gain"": 2.6, ""guidance_lead"": 1.7, ""guidance_tau"": 0.35, ""hit_radius_m"": 3.0, ""position_noise_std_m_per_axis"": 3.0, ""seed"": 90001, ""sensor_delay_ms"": 50.0, ""sensor_delay_steps"": 1, ""speed_gain"": 0.008, ""sync_speed_gain"": 1.4, ""sync_tolerance_s"": 0.5, ""velocity_noise_std_mps_per_axis"": 0.3}",0.03333333333333359,0.0,0.03333333333333359,0.03333333333333359,1,0.32691430962650964,0.0,0.32691430962650964,0.32691430962650964,1,2.0783637989111217,0.0,2.0783637989111217,2.0783637989111217,1,37.350000000000016,0.0,37.350000000000016,37.350000000000016,1
