episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread
1,case2,8,20,8,8,True,True,28.212499618530273,0.1999988555908203,0.06874942779541016
