condition,case,episodes,variant,model_dir,attack_pattern,assignment_mode,source_policy_case,unseen_geometry,attacker_maneuver,training_performed,optimizer_steps,backpropagation_performed,evaluation_device,target_coverage_success_count,target_coverage_success_rate,target_coverage_success_ci95_low,target_coverage_success_ci95_high,all_defenders_hit_count,all_defenders_hit_rate,all_defenders_hit_ci95_low,all_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,mission_success_count,mission_success_rate,mission_success_ci95_low,mission_success_ci95_high,E_co_time_s_mean,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n,mean_closest_approach_m_mean,mean_closest_approach_m_ci95_low,mean_closest_approach_m_ci95_high,mean_closest_approach_m_n,worst_closest_approach_m_mean,worst_closest_approach_m_ci95_low,worst_closest_approach_m_ci95_high,worst_closest_approach_m_n,mean_agent_return_mean,mean_agent_return_ci95_low,mean_agent_return_ci95_high,mean_agent_return_n,idbo_runtime_ms_mean,idbo_runtime_ms_ci95_low,idbo_runtime_ms_ci95_high,idbo_runtime_ms_n,idbo_repaired_cost_mean,idbo_repaired_cost_ci95_low,idbo_repaired_cost_ci95_high,idbo_repaired_cost_n,failure_class_counts
final_case4_case2geom_fixed_bangbang_n100_clean,case4,13,full,/home/a2rl/reviewer_xiu_ablation_20260729/formal_evaluation_n100/selection/full/case2/seed8301/selected_model,bangbang,fixed,case2,paper case2 geometry with bang-bang attacker maneuver,finite-dwell bounded bang-bang lateral/vertical evasion,False,0,False,cpu,13,1.0,0.7719046276529978,0.9999999999999999,13,1.0,0.7719046276529978,0.9999999999999999,13,1.0,0.7719046276529978,0.9999999999999999,13,1.0,0.7719046276529978,0.9999999999999999,0.050934829059829816,0.04758010365535802,0.05428955446430161,13,0.163179013545023,0.15256183449095015,0.17379619259909587,13,1.5066061584059343,1.3938728528590512,1.6193394639528174,13,27.07548076923102,26.82656119158226,27.32440034687978,13,0.8140282356044731,0.7446103780645154,0.8834460931444309,13,2.548648555690543,2.369023376053468,2.728273735327618,13,441579.1047515013,441556.6193984253,441601.5901045773,13,0.0,0.0,0.0,13,nan,nan,nan,0,"{""mission_success"": 13}"
