condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves,case4_geometry
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,27,99427,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.061111111111111935,0.15973798299908964,1.7267258298061021,26.837500000000247,0.8760471187160288,2.7416995654706855,441586.8440869839,28.05,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,28,99428,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.044444444444444876,0.1730257197486909,1.7624544220366687,26.581250000000242,0.9969114074100653,2.898318829811768,441595.0913016762,27.8,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,29,99429,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05486111111111199,0.1696595355582171,1.7246320747474657,26.26875000000024,0.92709656943656,2.725900215299592,441473.84933629434,28.25,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,30,99430,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05173611111111165,0.15074246759111573,1.5431448002280348,27.406250000000256,0.8409706890459535,2.870099206364124,441562.7614031712,28.950000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,31,99431,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05034722222222284,0.14477639489444516,1.1947463904795317,27.587500000000258,0.6468072979796762,2.003163576337778,441603.87280787574,29.35,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,32,99432,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.051736111111111795,0.1643539469747148,1.4380832631233054,27.85000000000026,0.9176810825459591,2.631417440305683,441617.27899786213,28.950000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,33,99433,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.044444444444445175,0.16987685965661847,1.239454272656907,26.962500000000247,0.7569786112370254,2.337314978296207,441563.29977419076,28.3,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,34,99434,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04583333333333428,0.15693455750020183,1.2503357830261903,27.09375000000025,0.8139556575246096,2.764369110353673,441606.49169860606,29.05,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,35,99435,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04166666666666726,0.17393918917178802,1.677222539440415,27.11875000000025,0.9375480702931291,2.8949111421739517,441546.74045839085,29.55,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,36,99436,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05902777777777872,0.2172901187391801,1.517871378199046,26.456250000000242,0.6275989371855788,1.8812040117168687,441541.36371685565,28.8,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,37,99437,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05729166666666778,0.14346120797918016,1.6442665387574587,27.487500000000253,0.9027524372601798,2.54347913633363,441614.71994666755,29.200000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,38,99438,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04583333333333413,0.14844577592724073,1.5999591009554062,27.23125000000025,0.7076152801465618,2.315342504117701,441621.93557162845,29.700000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,39,99439,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05381944444444516,0.14908341934481642,1.266983665820611,27.10000000000025,0.6304039040768215,2.5252115073953934,441594.11266931426,28.25,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
