case,selection_rule,n,metric,mean,std,median,q1,q3,min,max
case1,asset_safe_interception_success == 1,92,E_co_time_s,0.01128094806763272,0.0026764834627448393,0.011805555555555219,0.00868055555555558,0.012152777777777679,0.005555555555555388,0.01805555555555527
case1,asset_safe_interception_success == 1,92,E_n_g,0.26160008663773804,0.04720047990156203,0.25656000134277535,0.22715653971343283,0.291546212441402,0.15225488857409497,0.3965666453142991
case1,asset_safe_interception_success == 1,92,E_miss_m,1.6582493171593382,0.13413181050857792,1.663286581323896,1.5702449196169814,1.7469332991114763,1.3144804821408473,2.0308756121117213
case1,asset_safe_interception_success == 1,92,E_t_s,33.78586956521761,0.9480844217219239,33.150000000000254,33.10000000000026,34.45000000000018,33.10000000000026,37.40000000000001
case2,asset_safe_cooperative_success == 1,5,E_co_time_s,0.027986111111111166,0.007538001718453381,0.02986111111111097,0.02048611111111113,0.03333333333333359,0.01979166666666695,0.03645833333333319
case2,asset_safe_cooperative_success == 1,5,E_n_g,0.27250408652369557,0.06226101133318508,0.28858722099430234,0.22341713860185214,0.32691434922466295,0.19234604300080957,0.3312556807968508
case2,asset_safe_cooperative_success == 1,5,E_miss_m,2.115072992001216,0.03539041943262916,2.113831032510773,2.0895464283916407,2.124553390806128,2.07834381503661,2.1690902932609286
case2,asset_safe_cooperative_success == 1,5,E_t_s,56.119999999998946,12.844969832583544,62.59999999999858,48.29999999999939,65.09999999999845,37.350000000000016,67.24999999999832
