condition,case,episodes,variant,model_dir,attack_pattern,assignment_mode,case3_source_policy_case,case3_geometry,case3_maneuver,training_performed,optimizer_steps,backpropagation_performed,evaluation_device,target_coverage_success_count,target_coverage_success_rate,target_coverage_success_ci95_low,target_coverage_success_ci95_high,all_defenders_hit_count,all_defenders_hit_rate,all_defenders_hit_ci95_low,all_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,mission_success_count,mission_success_rate,mission_success_ci95_low,mission_success_ci95_high,E_co_time_s_mean,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n,mean_closest_approach_m_mean,mean_closest_approach_m_ci95_low,mean_closest_approach_m_ci95_high,mean_closest_approach_m_n,worst_closest_approach_m_mean,worst_closest_approach_m_ci95_low,worst_closest_approach_m_ci95_high,worst_closest_approach_m_n,mean_agent_return_mean,mean_agent_return_ci95_low,mean_agent_return_ci95_high,mean_agent_return_n,idbo_runtime_ms_mean,idbo_runtime_ms_ci95_low,idbo_runtime_ms_ci95_high,idbo_runtime_ms_n,idbo_repaired_cost_mean,idbo_repaired_cost_ci95_low,idbo_repaired_cost_ci95_high,idbo_repaired_cost_n,failure_class_counts
formal_ablation_full_case2,case2,20,full,/home/a2rl/reviewer_xiu_ablation_domainrand_v3_20260801/formal_evaluation_n100/selection/full/case2/seed8303/selected_model,nominal,fixed,,,,False,0,False,cpu,20,1.0,0.8388748419527051,1.0,20,1.0,0.8388748419527051,1.0,20,1.0,0.8388748419527051,1.0,20,1.0,0.8388748419527051,1.0,0.041718750000000596,0.03946960927203529,0.0439678907279659,20,0.5131504082267672,0.48010259086882967,0.5461982255847047,20,1.7195055003666595,1.6313940035283152,1.8076169972050038,20,27.683125000000256,27.392350031747696,27.973899968252816,20,1.3980532084842399,1.3090607181217406,1.487045698846739,20,2.787778472351845,2.715829833287464,2.859727111416226,20,441783.1262274404,441764.5298042968,441801.72265058407,20,0.0,0.0,0.0,20,nan,nan,nan,0,"{""mission_success"": 20}"
