episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,37.099998474121094,0.09999847412109375,0.04374980926513672,440.1718979205005,8803.43795841001
2,case1,8,20,8,8,True,True,37.10625076293945,0.0500030517578125,0.03749990463256836,440.291697573103,8805.83395146206
3,case1,8,20,8,8,True,True,37.099998474121094,0.09999847412109375,0.04374980926513672,440.2134540095925,8804.26908019185
4,case1,8,20,8,8,True,True,37.099998474121094,0.09999847412109375,0.04374980926513672,440.14578640800903,8802.91572816018
5,case1,8,20,8,8,True,True,37.099998474121094,0.0500030517578125,0.03749990463256836,440.17259858241306,8803.451971648261
6,case1,8,20,8,8,True,True,37.09375,0.09999847412109375,0.04999971389770508,440.1325754066929,8802.651508133858
8,case1,8,20,8,8,True,True,37.10625076293945,0.09999847412109375,0.04374980926513672,440.3129649928771,8806.259299857542
9,case1,8,20,8,8,True,True,37.10625076293945,0.09999847412109375,0.03749990463256836,440.26843477156945,8805.368695431389
10,case1,8,20,8,8,True,True,37.099998474121094,0.09999847412109375,0.04999971389770508,440.27367336098104,8805.473467219621
11,case1,8,20,8,8,True,True,37.10625076293945,0.09999847412109375,0.04374980926513672,440.23606501487086,8804.721300297417
12,case1,8,20,8,8,True,True,37.10625076293945,0.09999847412109375,0.04374980926513672,440.26163084376606,8805.23261687532
13,case1,8,20,8,8,True,True,37.099998474121094,0.0500030517578125,0.03749990463256836,440.23017941201107,8804.603588240221
14,case1,8,20,8,8,True,True,37.09375,0.0500030517578125,0.03125,440.12465365631505,8802.493073126301
15,case1,8,20,8,8,True,True,37.10625076293945,0.0500030517578125,0.03749990463256836,440.2355512784794,8804.711025569588
16,case1,8,20,8,8,True,True,37.10625076293945,0.0500030517578125,0.03749990463256836,440.2592889086809,8805.185778173618
17,case1,8,20,8,8,True,True,37.11250305175781,0.0500030517578125,0.03125,440.23564339666626,8804.712867933325
18,case1,8,20,8,8,True,True,37.099998474121094,0.09999847412109375,0.04374980926513672,440.1887491450645,8803.77498290129
19,case1,8,20,8,8,True,True,37.10625076293945,0.09999847412109375,0.04374980926513672,440.36095266919585,8807.219053383917
20,case1,8,20,8,8,True,True,37.09375,0.09999847412109375,0.04999971389770508,440.1775424725376,8803.550849450752
