episode,seed,attacker_id,radius_m,altitude_m,speed_mps,heading_bias_rad,x_m,y_m,z_m
1,73301,20,2068.776824117959,90.90106420979197,34.0,0.04,-1826.0393488516045,-972.3259970057359,90.90106420979197
1,73301,21,2109.367338581965,114.39396622837172,35.44930681269686,-0.047,-2069.2854919029323,409.2531271430963,114.39396622837172
1,73301,22,2135.7670589238587,138.31337537695495,36.71809796798041,0.054,1465.7269444516737,-1553.4302218936743,138.31337537695495
1,73301,23,2180.4178075609857,155.2369704089331,38.312597711789095,-0.04,1031.4458764801088,1921.0260850444574,155.2369704089331
1,73301,24,2191.1984644339755,91.73772167160112,39.85415853221831,0.047,2189.8454100085432,76.99214766667556,91.73772167160112
1,73301,25,2227.491184323723,111.90498433735716,41.34857021305206,-0.054,1918.1067730065386,-1132.5119794449613,111.90498433735716
1,73301,26,2266.9556404133823,133.32121614028887,42.8058786794204,0.04,-1677.984649690625,-1524.2884868044762,133.32121614028887
1,73301,27,2300.9919186430075,153.37313446048154,44.30847974597389,-0.047,-1672.6130922702903,-1580.1674763221924,153.37313446048154
2,73302,20,2079.9500610025407,87.89927236468536,34.092438691996556,0.04,-1852.8403788546127,-945.0792489259129,87.89927236468536
2,73302,21,2140.3178840823766,114.29378911717541,35.18499682858615,-0.047,-2097.4231750479844,426.3527526526525,114.29378911717541
2,73302,22,2138.5617957156237,134.14625728107126,35.88343126373194,0.054,1478.4302464253315,-1545.2153767514633,134.14625728107126
2,73302,23,2164.266830324886,155.197903284781,38.097659228861716,-0.04,1036.4040125080992,1899.97832506101,155.197903284781
2,73302,24,2204.720023081939,90.48437605911808,39.332672462330436,0.047,2203.522654930936,72.6518367596052,90.48437605911808
2,73302,25,2245.4701109006096,111.86623742513018,41.30428515579082,-0.054,1919.182400840057,-1165.7079099216023,111.86623742513018
2,73302,26,2267.123961124185,132.861739193157,42.67052803616026,0.04,-1654.4158641196248,-1550.0836118263846,132.861739193157
2,73302,27,2294.4912895444168,152.75847728692966,44.01148675084429,-0.047,-1665.3874686254637,-1578.3456076349282,152.75847728692966
