update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,126030961.05859375,0.5,0.5,0.027008928571427147,0.7709207668604818,0.02050190273128276,0.20013333333333333,-0.005667545483447611,0.5197621345520019,2.7534781217575075,0.005167569272431234,0.0002999262307746768,30.97963571548462
2,12000,166704733.1201172,1.0,1.0,0.023437499999998668,0.7447841856603657,0.03887658261546894,0.22880833333333334,-0.004199460837392621,0.3969055265188217,2.7458845257759092,0.0018933846841973744,0.00029970499590002654,63.62498497962952
3,18000,166131203.40234375,1.0,1.0,0.023437499999998668,0.7210106488780449,0.055376150060018746,0.25458333333333333,-0.0043421552516520025,0.12736985236406326,2.7393595933914185,0.004706008521392935,0.0002993365137081604,96.17597961425781
4,24000,145718118.546875,0.75,0.75,0.028348214285713005,0.6999567653587778,0.07023666298282877,0.280025,-0.00788991870940663,0.06678493842482566,2.733512592315674,0.01384060677148402,0.0002988211478465144,128.31083393096924
5,30000,165932203.3955078,1.0,1.0,0.03281249999999847,0.6806501943326946,0.0837189388220186,0.2989833333333333,-0.00718413915255951,0.03784776730462909,2.726200294494629,0.010816058704108001,0.000298159406918973,161.61266016960144
6,36000,165639496.25390625,1.0,1.0,0.021874999999998757,0.6634395757565076,0.09575606788180384,0.321225,-0.008298316625587176,0.030644055642187595,2.7189068675041197,0.014519824016755445,0.0002973519439839389,193.31035661697388
7,42000,165512852.36328125,1.0,1.0,0.023437499999998668,0.6481277371462641,0.1066378580087658,0.3364,-0.00971388724137796,0.030002254992723465,2.7100231647491455,0.01832908020179098,0.00029639955590984266,225.23205304145813
8,48000,165294074.45703125,1.0,1.0,0.021874999999998757,0.6344183827787016,0.11641789318639692,0.3526916666666667,-0.011688617215986597,0.016952635953202844,2.6997147679328917,0.02104164387186369,0.00029530318258873023,257.23471546173096
9,54000,165307877.47851562,1.0,1.0,0.02187499999999898,0.6220006766207617,0.12515320341723524,0.3668416666666667,-0.009989794821012764,0.014185852650552989,2.688310480117798,0.024596205467705978,0.0002940639060087029,289.24586820602417
10,60000,165196988.24023438,1.0,1.0,0.031249999999998335,0.6102734967943754,0.13325112738096748,0.37671666666666664,-0.011610145180020482,0.013629018375650049,2.675840508937836,0.024131457260490086,0.00029268294918612537,321.49340891838074
11,66000,144789555.52539062,0.75,0.75,0.02299107142857025,0.6001124238026313,0.14034756599449277,0.38998333333333335,-0.013470707507804037,0.01203545881435275,2.66327588558197,0.04018848593845963,0.00029116167495865663,354.4198431968689
12,72000,165247244.8232422,1.0,1.0,0.02656249999999849,0.5906930386708429,0.14681158585157694,0.39891666666666664,-0.012975438416469842,0.012365732155740262,2.650107944011688,0.023694960038183853,0.0002895015846402935,387.99607515335083
13,78000,165110575.5,1.0,1.0,0.028124999999998623,0.5821084904867624,0.15277089367457167,0.40908333333333335,-0.012663820773013867,0.011920991027727723,2.636239004135132,0.023779040116816752,0.0002877043165397551,419.61912417411804
14,84000,165040652.51953125,1.0,1.0,0.02499999999999869,0.5750985551286918,0.15794838434613517,0.4140666666666667,-0.011833811807446182,0.011292011244222522,2.6235830307006838,0.021674855424637585,0.0002857716443436699,451.1336455345154
15,90000,165320305.94335938,1.0,1.0,0.029687499999998312,0.5684373694066533,0.16273775929475376,0.42428333333333335,-0.011678760271752252,0.01110867690294981,2.6123599648475646,0.021721438871075627,0.00028370547536616097,482.6604642868042
