episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.6244741759263,8312.489483518526
2,case1,8,20,8,8,True,True,0.049999237060546875,0.031249523162841797,415.66984171569345,8313.39683431387
3,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.53922916920857,8310.784583384171
4,case1,8,20,8,8,True,True,0.049999237060546875,0.031249523162841797,415.53033389565536,8310.606677913107
5,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.63943930929526,8312.788786185905
6,case1,8,20,8,8,True,True,0.049999237060546875,0.018749713897705078,415.6077623219695,8312.15524643939
7,case1,8,20,8,8,True,True,0.049999237060546875,0.031249523162841797,415.60905101071114,8312.181020214222
8,case1,8,20,8,8,True,True,0.049999237060546875,0.031249523162841797,415.62605743845927,8312.521148769185
9,case1,8,19,8,7,True,False,0.049999237060546875,0.012499809265136719,420.28263499671596,8405.652699934319
10,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.6025295444764,8312.050590889528
11,case1,8,20,8,8,True,True,0.049999237060546875,0.037499427795410156,415.58206945443527,8311.641389088705
12,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.55263551706446,8311.05271034129
13,case1,8,19,8,7,True,False,0.09999847412109375,0.035713739693164825,420.9347813446075,8418.69562689215
14,case1,8,20,8,8,True,True,0.049999237060546875,0.018749713897705078,415.58715881565587,8311.743176313117
15,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.65823449157176,8313.164689831436
16,case1,8,20,8,8,True,True,0.049999237060546875,0.031249523162841797,415.62518371930344,8312.50367438607
17,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.56775159635583,8311.355031927116
18,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.60527250049637,8312.105450009927
19,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.605024852138,8312.10049704276
20,case1,8,20,8,8,True,True,0.049999237060546875,0.024999618530273438,415.57370314542203,8311.47406290844
