update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,166904519.70507812,1.0,1.0,0.021874999999998757,0.770943509987915,0.02048905626109673,0.200825,-0.0029485417704563587,0.6204086452722549,2.753717041015625,0.0019504194931328918,0.0002999262307746768,29.911547422409058
2,12000,166696256.0205078,1.0,1.0,0.023437499999998668,0.7449227683130368,0.03873380019909099,0.22804166666666667,-0.005075956229120493,0.6004689700901509,2.747312605381012,0.002248159183162102,0.00029970499590002654,60.04200005531311
3,18000,166426575.86621094,1.0,1.0,0.02499999999999869,0.7210995522282458,0.05524386578832995,0.25465,-0.005656074732542038,0.13903465531766415,2.741360235214233,0.0064227881641732544,0.0002993365137081604,89.78296399116516
4,24000,145343204.08984375,0.75,0.75,0.02745535714285558,0.6999574771178947,0.07005672586683447,0.279775,-0.010420087480451912,0.07760680541396141,2.7352465987205505,0.014362214475957069,0.0002988211478465144,119.2710268497467
5,30000,165439446.22558594,1.0,1.0,0.015624999999999334,0.6806330928432714,0.08356350525751191,0.29949166666666666,-0.0067326256685191765,0.03764681918546557,2.727586734294891,0.014822955253335301,0.000298159406918973,148.80268597602844
6,36000,144852282.1484375,0.75,0.75,0.020982142857141665,0.662805184050568,0.09563856478279924,0.3186833333333333,-0.009831162306363694,0.027692826464772224,2.7199453353881835,0.026983495442892115,0.0002973519439839389,176.00980138778687
7,42000,165120710.7548828,1.0,1.0,0.020312499999998956,0.647324816992326,0.10648322681105035,0.3377833333333333,-0.012552307569421828,0.02974843354895711,2.7108131051063538,0.019986271295187395,0.00029639955590984266,204.60727977752686
8,48000,165000671.58007812,1.0,1.0,0.021874999999998757,0.6334006090517021,0.11618032226698967,0.35245,-0.012146079125523101,0.02212182665243745,2.6984333992004395,0.020628072658454365,0.00029530318258873023,234.32670307159424
9,54000,164854820.7265625,1.0,1.0,0.023437499999998668,0.6211657691250765,0.12495372699935224,0.3683666666666667,-0.010824102244805544,0.018621299508959056,2.6854966998100283,0.017229465543515943,0.0002940639060087029,263.8195436000824
10,60000,164868584.68359375,1.0,1.0,0.02499999999999869,0.6100709270268375,0.13283410381940122,0.38074166666666664,-0.01153385494617396,0.015127538377419114,2.6742231845855713,0.011581919448496781,0.00029268294918612537,294.0360572338104
11,66000,164970701.41796875,1.0,1.0,0.017187499999999023,0.599273497752055,0.1401378193318005,0.38885,-0.01182769356528297,0.013578962115570904,2.6646270513534547,0.025364061769445723,0.00029116167495865663,324.69017219543457
12,72000,164881072.70117188,1.0,1.0,0.02187499999999898,0.5902503472575055,0.14647936697329636,0.40110833333333334,-0.011235719989053905,0.011917694425210356,2.654463529586792,0.01770036308266843,0.0002895015846402935,354.8507459163666
13,78000,165286825.96875,1.0,1.0,0.02343749999999878,0.5821252162353644,0.15229427815155017,0.41096666666666665,-0.01156764806364663,0.011041291570290924,2.645542597770691,0.01907260371528565,0.0002877043165397551,383.86514711380005
14,84000,165456891.12890625,1.0,1.0,0.020312499999998845,0.5744875592804602,0.15755298592468608,0.41441666666666666,-0.01190764867933467,0.010240927105769515,2.63772976398468,0.026525067460536955,0.0002857716443436699,412.6686899662018
15,90000,165480950.9873047,1.0,1.0,0.021874999999998757,0.5683342517532559,0.16206336465077906,0.4275583333333333,-0.010864585486706347,0.010128817241638898,2.629455065727234,0.028305113569113072,0.00028370547536616097,442.1883280277252
16,96000,165508451.77441406,1.0,1.0,0.021874999999998757,0.5625618903798391,0.16628204972182417,0.43285833333333334,-0.012160352927458007,0.01002480210736394,2.621298635005951,0.030232817423989377,0.00028150784866655756,471.53739190101624
17,102000,145463181.82617188,0.75,0.75,0.019419642857141865,0.5572193967024368,0.17009385837560656,0.4372,-0.010374985809903592,0.009236213401891291,2.6116360902786253,0.030224263280353814,0.00027918093303708956,498.53316259384155
18,108000,165886489.69726562,1.0,1.0,0.020312499999998845,0.5524775537912885,0.17351862755746442,0.4407583333333333,-0.011373945814557373,0.009415778797119856,2.6017711758613586,0.017702703212865954,0.00027672702486255125,528.4359543323517
19,114000,145495455.7529297,0.75,0.75,0.021205357142855936,0.547809185763765,0.17676298530039833,0.44595833333333335,-0.007637144031468779,0.008463093335740269,2.5927019119262695,0.022109705646001565,0.000274148545854047,557.3727900981903
