episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,8,4,2,False,False,0.09999847412109375,0.07500076293945312,889.0376614347566,17780.753228695132
2,case2,8,9,4,3,False,False,0.15000152587890625,0.0833333358168602,888.7166665586643,17774.333331173286
3,case2,8,10,5,3,False,False,0.09999847412109375,0.0666656494140625,867.9797939661424,17359.59587932285
4,case2,8,10,5,3,False,False,0.09999847412109375,0.0666656494140625,862.4754695826675,17249.50939165335
5,case2,8,10,4,2,False,False,0.0500030517578125,0.02500152587890625,803.2486031612149,16064.972063224297
6,case2,8,8,4,2,False,False,0.0500030517578125,0.049999237060546875,889.4664564600214,17789.32912920043
7,case2,8,10,5,3,False,False,0.09999847412109375,0.03333282470703125,869.7335306162015,17394.67061232403
8,case2,8,11,6,2,False,False,0.0500030517578125,0.0333353690803051,836.2623014393728,16725.246028787456
9,case2,8,9,4,3,False,False,0.09999847412109375,0.05000050738453865,891.7691882509273,17835.383765018545
10,case2,8,9,4,2,False,False,0.09999847412109375,0.0499979667365551,851.9798592127394,17039.597184254788
11,case2,8,8,3,3,False,False,0.149993896484375,0.06666310876607895,907.6889254353009,18153.77850870602
12,case2,8,9,4,3,False,False,0.09999847412109375,0.08333078771829605,885.921036481345,17718.4207296269
13,case2,8,8,4,2,False,False,0.0500030517578125,0.049999237060546875,881.9235706296749,17638.4714125935
14,case2,8,10,5,2,False,False,0.15000152587890625,0.09999974817037582,834.6242185587529,16692.48437117506
15,case2,8,8,4,2,False,False,0.0500030517578125,0.049999237060546875,892.6890740249771,17853.781480499543
16,case2,8,12,5,4,False,False,0.15000152587890625,0.07500076293945312,836.4856223426293,16729.712446852587
17,case2,8,12,5,4,False,False,0.09999847412109375,0.07499980926513672,839.13631690857,16782.7263381714
18,case2,8,9,5,2,False,False,0.100006103515625,0.10000228881835938,873.0157497212291,17460.31499442458
19,case2,8,10,5,3,False,False,0.0500030517578125,0.0333353690803051,874.3120963455178,17486.241926910356
20,case2,8,8,4,2,False,False,0.0500030517578125,0.0500030517578125,891.3842006076593,17827.684012153186
