episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,eval_seed,chunk,source_summary
7,case2,8,17,8,5,True,False,0.1999988555908203,0.07142802327871323,77027,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
8,case2,8,18,8,5,True,False,27.0,3.4124996662139893,77028,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
9,case2,8,19,8,6,True,False,28.29999542236328,3.599998950958252,77029,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
10,case2,8,18,8,6,True,False,0.14999961853027344,0.04999971389770508,77030,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
11,case2,8,20,8,7,True,False,28.5,3.6062498092651367,77031,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
12,case2,8,19,8,6,True,False,27.699996948242188,3.5124993324279785,77032,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
13,case2,8,19,8,6,True,False,26.949996948242188,3.41249942779541,77033,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
14,case2,8,20,8,7,True,False,27.04999542236328,3.443749189376831,77034,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
15,case2,8,18,8,6,True,False,0.14999961853027344,0.06874942779541016,77035,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
16,case2,8,18,8,5,True,False,27.450000762939453,3.999999523162842,77036,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
17,case2,8,19,8,7,True,False,0.1999988555908203,0.08124923706054688,77037,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
18,case2,8,19,8,6,True,False,27.0,3.437499523162842,77038,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
19,case2,8,19,8,7,True,False,0.20000457763671875,0.08750009536743164,77039,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
20,case2,8,18,8,6,True,False,0.20000076293945312,0.06874990463256836,77040,1,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_01/case2/case2_episode_summary.csv
1,case2,8,18,8,6,True,False,0.1999988555908203,0.08124947547912598,77041,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
2,case2,8,18,8,6,True,False,1.0500030517578125,0.20000021159648895,77042,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
3,case2,8,18,8,6,True,False,0.1999988555908203,0.062499046325683594,77043,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
4,case2,8,18,8,6,True,False,27.849998474121094,4.0357136726379395,77044,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
5,case2,8,19,8,6,True,False,28.599998474121094,3.63124942779541,77045,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
6,case2,8,18,8,6,True,False,0.1999988555908203,0.06874942779541016,77046,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
7,case2,8,17,8,5,True,False,0.40000152587890625,0.1071428582072258,77047,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
8,case2,8,19,8,7,True,False,28.599998474121094,3.63124942779541,77048,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
9,case2,8,19,8,7,True,False,0.1999988555908203,0.0624995231628418,77049,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
10,case2,8,19,8,6,True,False,26.849998474121094,3.41249942779541,77050,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
11,case2,8,17,8,6,True,False,0.1999988555908203,0.0642852783203125,77051,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
12,case2,8,18,8,6,True,False,0.1999988555908203,0.06874942779541016,77052,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
13,case2,8,18,8,5,True,False,27.0,3.9214282035827637,77053,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
14,case2,8,19,8,6,True,False,1.75,0.2812495231628418,77054,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
15,case2,8,19,8,6,True,False,27.79999542236328,4.028570652008057,77055,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
16,case2,8,20,8,7,True,False,26.25,3.331249713897705,77056,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
17,case2,8,18,8,6,True,False,0.14999961853027344,0.06874966621398926,77057,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
18,case2,8,18,8,6,True,False,0.34999847412109375,0.0999995619058609,77058,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
19,case2,8,19,8,7,True,False,0.14999961853027344,0.0642852783203125,77059,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
20,case2,8,18,8,6,True,False,26.299999237060547,3.343749523162842,77060,2,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_02/case2/case2_episode_summary.csv
1,case2,8,19,8,6,True,False,1.0499992370605469,0.19999933242797852,77061,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
2,case2,8,18,8,6,True,False,28.949996948242188,3.6687493324279785,77062,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
3,case2,8,17,8,6,True,False,1.850006103515625,0.3285718560218811,77063,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
4,case2,8,18,8,6,True,False,0.1999988555908203,0.08124923706054688,77064,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
5,case2,8,20,8,7,True,False,27.5,3.4937496185302734,77065,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
6,case2,8,19,8,6,True,False,26.900001525878906,3.4187498092651367,77066,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
7,case2,8,19,8,6,True,False,25.799999237060547,3.28749942779541,77067,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
8,case2,8,19,8,7,True,False,0.1999988555908203,0.0624995231628418,77068,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
9,case2,8,18,8,6,True,False,0.14999961853027344,0.05624961853027344,77069,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
10,case2,8,17,8,5,True,False,0.14999961853027344,0.07142802327871323,77070,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
11,case2,8,20,8,7,True,False,29.25,3.72499942779541,77071,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
12,case2,8,20,8,7,True,False,27.79999542236328,3.518749237060547,77072,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
13,case2,8,17,7,6,False,False,29.199996948242188,4.242856025695801,77073,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
14,case2,8,18,8,6,True,False,0.1999988555908203,0.06874966621398926,77074,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
15,case2,8,20,8,7,True,False,28.949996948242188,3.674999237060547,77075,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
16,case2,8,17,8,6,True,False,0.1999988555908203,0.07142802327871323,77076,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
17,case2,8,19,8,6,True,False,26.949996948242188,3.4187493324279785,77077,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
18,case2,8,17,8,6,True,False,29.400001525878906,4.264285564422607,77078,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
19,case2,8,18,8,5,True,False,1.4500007629394531,0.2428569793701172,77079,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
20,case2,8,19,8,7,True,False,0.2999992370605469,0.10624933242797852,77080,3,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_03/case2/case2_episode_summary.csv
1,case2,8,19,8,7,True,False,0.40000152587890625,0.10624980926513672,77081,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
2,case2,8,18,8,5,True,False,28.599998474121094,4.142856597900391,77082,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
3,case2,8,19,8,7,True,False,0.1999988555908203,0.06874942779541016,77083,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
4,case2,8,17,8,6,True,False,0.1999988555908203,0.07142802327871323,77084,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
5,case2,8,19,8,6,True,False,27.85000228881836,3.53125,77085,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
6,case2,8,18,8,6,True,False,1.25,0.24999944865703583,77086,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
7,case2,8,18,8,6,True,False,27.150001525878906,3.942857027053833,77087,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
8,case2,8,19,8,7,True,False,0.20000457763671875,0.09375,77088,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
9,case2,8,18,8,6,True,False,0.1999988555908203,0.0624995231628418,77089,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
10,case2,8,19,8,7,True,False,0.1999988555908203,0.0624995231628418,77090,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
11,case2,8,19,8,7,True,False,0.1999988555908203,0.07499980926513672,77091,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
12,case2,8,18,8,6,True,False,0.8499984741210938,0.17499947547912598,77092,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
13,case2,8,19,8,6,True,False,27.050003051757812,3.4375,77093,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
14,case2,8,18,8,6,True,False,0.1999988555908203,0.07499933242797852,77094,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
15,case2,8,19,8,7,True,False,0.14999961853027344,0.06875038146972656,77095,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
16,case2,8,19,8,7,True,False,0.14999961853027344,0.0624995231628418,77096,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
17,case2,8,17,8,6,True,False,27.650001525878906,4.028571128845215,77097,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
18,case2,8,16,7,6,False,False,0.1999988555908203,0.07142802327871323,77098,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
19,case2,8,18,8,7,True,False,0.20000457763671875,0.09285763651132584,77099,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
20,case2,8,19,8,7,True,False,0.15000152587890625,0.0625,77100,4,/home/a2rl/reviewer_failure_cases_20260730/results/partial_failure_screen_nominal_n100/case2/chunk_04/case2/case2_episode_summary.csv
