case,episode,seed,defender_id,target_index,hit_time_s,terminal_abs_ny_g,hit_distance_m
case1,1,89020,4,4,26.750000000000245,0.44237417944283924,2.4201483502216132
case1,1,89020,12,4,26.750000000000245,0.31686850431126734,1.5916055261466127
case1,1,89020,1,1,28.350000000000268,0.13508101176415876,1.9601863860906823
case1,1,89020,9,1,28.350000000000268,0.10953444759511408,1.0458015468233095
case1,1,89020,17,1,28.350000000000268,0.19024174054525994,1.2092371100196264
case1,1,89020,7,7,28.50000000000027,0.016640670521705314,0.551468769618162
case1,1,89020,15,7,28.50000000000027,0.14788801823046843,0.8358315386278498
case1,1,89020,14,6,29.20000000000028,0.18890690105775,2.021479612966304
case1,1,89020,6,6,29.25000000000028,0.5010215825243796,1.5591950448627527
case1,1,89020,11,3,30.150000000000293,0.03715772327339448,1.6589559007446824
case1,1,89020,19,3,30.150000000000293,0.03646942125530983,1.5708534812537744
case1,1,89020,3,3,30.200000000000294,0.006056925089613224,0.6255368696755685
case1,1,89020,0,0,31.30000000000031,0.2238379662575686,0.7835496932256617
case1,1,89020,8,0,31.30000000000031,0.2877568955142241,2.1695999045743437
case1,1,89020,16,0,31.35000000000031,0.661909902233464,0.38031365978245063
case1,1,89020,5,5,33.10000000000026,0.2757330481527195,1.1173662672837055
case1,1,89020,13,5,33.10000000000026,0.16956521362531107,0.2904140735558797
case1,1,89020,10,2,34.700000000000166,0.42003667860138766,1.5214932846896696
