episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,10,4,4,False,False,0.20000457763671875,0.1250019073486328,804.1526799519779,16083.053599039558
2,case2,8,8,4,2,False,False,0.25,0.11666616052389145,793.654569758349,15873.091395166979
3,case2,8,6,4,0,False,False,23.14999771118164,23.14999771118164,812.000189983657,16240.00379967314
4,case2,8,8,3,2,False,False,23.049999237060547,7.8000006675720215,800.4129791762622,16008.259583525243
5,case2,8,7,3,2,False,False,0.1999969482421875,0.08333206176757812,786.3674204700947,15727.348409401893
6,case2,8,6,4,1,False,False,0.0500030517578125,0.05000114440917969,812.5704992877902,16251.409985755803
7,case2,8,8,4,2,False,False,0.10000228881835938,0.0833333358168602,800.3348247564048,16006.696495128097
8,case2,8,8,3,2,False,False,23.25,7.849998474121094,784.7499094451545,15694.99818890309
9,case2,8,8,3,3,False,False,0.15000152587890625,0.08333460241556168,810.4989479591604,16209.978959183209
10,case2,8,8,4,2,False,False,0.40000152587890625,0.18333689868450165,805.1944427848678,16103.888855697354
11,case2,8,9,4,3,False,False,0.25,0.116668701171875,807.0709852624219,16141.419705248438
12,case2,8,8,4,2,False,False,0.20000076293945312,0.06666692346334457,797.4974798446871,15949.94959689374
13,case2,8,7,3,2,False,False,0.25,0.125,811.2878150650795,16225.75630130159
14,case2,8,8,3,2,False,False,22.950000762939453,7.766666412353516,797.6614643702517,15953.229287405033
15,case2,8,7,4,1,False,False,23.049999237060547,7.716665744781494,781.0928137412499,15621.856274824997
16,case2,8,9,4,3,False,False,0.15000152587890625,0.0833333358168602,797.812792454791,15956.255849095818
17,case2,8,4,3,0,False,False,0.0,0.0,814.1118521600241,16282.237043200483
18,case2,8,7,3,2,False,False,0.25,0.13333384692668915,807.1862330518313,16143.724661036627
19,case2,8,7,3,2,False,False,0.25,0.09999974817037582,811.1505507079455,16223.01101415891
20,case2,8,8,3,3,False,False,0.15000152587890625,0.08333587646484375,805.2507640732626,16105.015281465254
