episode,seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
1,73101,10,4,False,False,False,0.03402777777777792,1.0269516950433206,1.9432762311428238,43.587500000000006,0.25,31.814291195868538,100.08577402096032,1500,0.0666940125576653,0.0666940125576653,1608.9613059884869,0.0666940125576653,0.0,0,"[2, 3, 2, 3, 3, 2, 3, 2]","[2, 3, 2, 3, 3, 2, 3, 2]"
2,73102,14,5,False,False,False,0.575555555555556,0.9605315085973934,1.8470453665789655,37.79,3.1000000000000014,14.66092876338777,87.55942057908196,1500,0.16391492126963134,0.16391492126963134,1595.504353987053,0.8921164030771962,0.0,0,"[3, 3, 3, 2, 2, 2, 2, 3]","[3, 3, 3, 2, 2, 2, 2, 3]"
