episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,9,3,3,False,False,0.5,0.30000051856040955,853.9680175973583,17079.360351947165
2,case2,8,9,3,3,False,False,0.40000152587890625,0.2333323210477829,883.306639716353,17666.13279432706
3,case2,8,9,3,1,False,False,23.79999542236328,8.183329582214355,850.5507958044979,17011.015916089957
4,case2,8,9,3,2,False,False,23.749996185302734,7.966665744781494,851.7804211723618,17035.608423447236
5,case2,8,9,3,1,False,False,23.749996185302734,8.199997901916504,874.0495455491673,17480.990910983346
6,case2,8,7,3,1,False,False,0.1999969482421875,0.0833333358168602,869.5439344314527,17390.878688629055
7,case2,8,9,3,2,False,False,24.099998474121094,8.166666984558105,831.9714439517675,16639.42887903535
8,case2,8,9,3,2,False,False,23.650001525878906,7.983335018157959,867.9512155327435,17359.02431065487
9,case2,8,9,3,2,False,False,0.6500015258789062,0.2999979555606842,884.2001284463018,17684.002568926036
10,case2,8,9,3,2,False,False,0.5499954223632812,0.3333333432674408,872.5240765104202,17450.481530208403
11,case2,8,9,3,2,False,False,23.95000457763672,8.100001335144043,843.5733370018246,16871.466740036492
12,case2,8,7,3,0,False,False,24.199996948242188,8.066665649414062,845.1403810236927,16902.807620473854
13,case2,8,9,3,2,False,False,23.849998474121094,8.0166654586792,871.7019083517022,17434.038167034043
14,case2,8,9,3,3,False,False,0.25,0.133331298828125,869.3456535508492,17386.913071016985
15,case2,8,9,3,1,False,False,23.549999237060547,8.11666488647461,855.5897888276291,17111.795776552583
16,case2,8,9,3,2,False,False,24.0,8.099998474121094,849.1790811370245,16983.58162274049
17,case2,8,9,3,2,False,False,23.5,7.98333215713501,867.5416613256209,17350.83322651242
18,case2,8,8,3,1,False,False,23.699996948242188,8.050000190734863,865.0495969519756,17300.99193903951
19,case2,8,9,3,2,False,False,0.5999984741210938,0.28333282470703125,882.8426330171018,17656.852660342036
20,case2,8,8,3,1,False,False,24.049999237060547,8.083332061767578,864.991077652752,17299.82155305504
