case,ci95,cumulative_reward,data_type,episode,mean,n_episodes,nominal_abs_reward_sum,nominal_cumulative_reward,normalized_variation,parameter,parameter_value,reward_value,scaling,seed,standard_deviation,x_name,x_value
,,,distance_curve,,,,,,,alpha_dist,,3.5262842240685397,0.5,,,distance,1260.496723189773
,,,distance_curve,,,,,,,alpha_dist,,3.5232411065934044,0.5,,,distance,1269.130262389703
,,,distance_curve,,,,,,,alpha_dist,,3.5202006152718575,0.5,,,distance,1277.763801589633
,,,distance_curve,,,,,,,alpha_dist,,3.5171627478375767,0.5,,,distance,1286.3973407895628
,,,distance_curve,,,,,,,alpha_dist,,3.514127502026197,0.5,,,distance,1295.0308799894929
,,,distance_curve,,,,,,,alpha_dist,,3.511094875575306,0.5,,,distance,1303.664419189423
,,,distance_curve,,,,,,,alpha_dist,,3.508064866224445,0.5,,,distance,1312.2979583893527
,,,distance_curve,,,,,,,alpha_dist,,3.505037471715106,0.5,,,distance,1320.9314975892828
,,,distance_curve,,,,,,,alpha_dist,,3.502012689790728,0.5,,,distance,1329.5650367892126
,,,distance_curve,,,,,,,alpha_dist,,3.4989905181967007,0.5,,,distance,1338.1985759891427
,,,distance_curve,,,,,,,alpha_dist,,3.495970954680357,0.5,,,distance,1346.8321151890725
,,,distance_curve,,,,,,,alpha_dist,,3.4929539969909738,0.5,,,distance,1355.4656543890026
,,,distance_curve,,,,,,,alpha_dist,,3.489939642879772,0.5,,,distance,1364.0991935889324
,,,distance_curve,,,,,,,alpha_dist,,3.486927890099912,0.5,,,distance,1372.7327327888624
,,,distance_curve,,,,,,,alpha_dist,,3.4839187364064936,0.5,,,distance,1381.3662719887925
,,,distance_curve,,,,,,,alpha_dist,,3.480912179556553,0.5,,,distance,1389.9998111887223
,,,distance_curve,,,,,,,alpha_dist,,3.477908217309064,0.5,,,distance,1398.6333503886524
,,,distance_curve,,,,,,,alpha_dist,,3.474906847424932,0.5,,,distance,1407.2668895885822
,,,distance_curve,,,,,,,alpha_dist,,3.4719080676669956,0.5,,,distance,1415.9004287885123
,,,distance_curve,,,,,,,alpha_dist,,3.4689118758000252,0.5,,,distance,1424.533967988442
,,,distance_curve,,,,,,,alpha_dist,,3.465918269590719,0.5,,,distance,1433.1675071883722
,,,distance_curve,,,,,,,alpha_dist,,3.462927246807702,0.5,,,distance,1441.801046388302
,,,distance_curve,,,,,,,alpha_dist,,3.459938805221526,0.5,,,distance,1450.434585588232
,,,distance_curve,,,,,,,alpha_dist,,3.4569529426046666,0.5,,,distance,1459.0681247881619
,,,distance_curve,,,,,,,alpha_dist,,3.4539696567315206,0.5,,,distance,1467.701663988092
,,,distance_curve,,,,,,,alpha_dist,,3.4509889453784073,0.5,,,distance,1476.335203188022
,,,distance_curve,,,,,,,alpha_dist,,3.448010806323563,0.5,,,distance,1484.9687423879518
,,,distance_curve,,,,,,,alpha_dist,,3.4450352373471427,0.5,,,distance,1493.6022815878819
,,,distance_curve,,,,,,,alpha_dist,,3.4420622362312168,0.5,,,distance,1502.2358207878117
,,,distance_curve,,,,,,,alpha_dist,,3.4390918007597695,0.5,,,distance,1510.8693599877417
,,,distance_curve,,,,,,,alpha_dist,,3.4361239287186973,0.5,,,distance,1519.5028991876716
,,,distance_curve,,,,,,,alpha_dist,,3.433158617895808,0.5,,,distance,1528.1364383876016
,,,distance_curve,,,,,,,alpha_dist,,3.430195866080818,0.5,,,distance,1536.7699775875315
,,,distance_curve,,,,,,,alpha_dist,,3.4272356710653513,0.5,,,distance,1545.4035167874615
,,,distance_curve,,,,,,,alpha_dist,,3.4242780306429372,0.5,,,distance,1554.0370559873913
,,,distance_curve,,,,,,,alpha_dist,,3.42132294260901,0.5,,,distance,1562.6705951873214
,,,distance_curve,,,,,,,alpha_dist,,3.418370404760906,0.5,,,distance,1571.3041343872515
,,,distance_curve,,,,,,,alpha_dist,,3.4154204148978624,0.5,,,distance,1579.9376735871813
,,,distance_curve,,,,,,,alpha_dist,,3.4124729708210157,0.5,,,distance,1588.5712127871113
,,,distance_curve,,,,,,,alpha_dist,,3.4095280703333994,0.5,,,distance,1597.2047519870412
,,,distance_curve,,,,,,,alpha_dist,,3.4065857112399445,0.5,,,distance,1605.8382911869712
,,,distance_curve,,,,,,,alpha_dist,,3.4036458913474745,0.5,,,distance,1614.471830386901
,,,distance_curve,,,,,,,alpha_dist,,3.4007086084647065,0.5,,,distance,1623.105369586831
,,,distance_curve,,,,,,,alpha_dist,,3.397773860402248,0.5,,,distance,1631.738908786761
,,,distance_curve,,,,,,,alpha_dist,,3.3948416449725975,0.5,,,distance,1640.372447986691
,,,distance_curve,,,,,,,alpha_dist,,3.3919119599901393,0.5,,,distance,1649.0059871866208
