update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,6000,262357.03678110987,0.0,0.0,0.5875,0.625,0.59375,0.5625,0.5087499999999725,0.010468522699741146,0.0001899711394485898,0.9904534606205251,-0.02669028885429725,0.6676481664180756,2.7587142467498778,0.14823898768716362,0.9102221459150315,1.9330936431884767,3.9540046855807303,0.09852612533569335,0.0002999262307746768,30.03809094429016
2,12000,262339.23244757345,0.0,0.0,0.5875,0.625,0.59375,0.59375,0.6631249999999639,0.010935362182854106,0.00038011069853756543,0.9896731532597937,-0.012427963898517191,0.4575160503387451,2.765990364551544,-0.14778500793623378,1.1930140942335128,3.061058646440506,0.8368851184844971,0.0924265178092958,0.00029970499590002654,60.08602809906006
3,18000,267814.76252904534,0.0,0.0,0.6,0.65625,0.59375,0.59375,0.6206249999999662,0.011403972564814121,0.0005688946117056959,0.9891060623125045,-0.03476381935179233,0.4530275657773018,2.772675657272339,-0.4705677814671284,2.0159966081380842,6.173589110374451,1.5892157912254334,0.14450754669122762,0.0002993365137081604,89.52122712135315
4,24000,256850.138054803,0.0,0.0,0.5750000000000001,0.65625,0.53125,0.53125,0.6843749999999628,0.011869518969632311,0.000758600886416356,0.9888402603600768,-0.01100563439540565,0.4099649414420128,2.7851136684417725,-0.008002748736534638,1.0244275003671646,1.8616708755493163,0.6186962742358446,0.11157308394178955,0.0002988211478465144,118.86539244651794
5,30000,256836.1070908578,0.0,0.0,0.575,0.65625,0.53125,0.53125,0.7537499999999588,0.01233585251821212,0.0009474502167834623,0.9880012982534434,-0.007848513853969053,0.40382874608039854,2.7942906737327577,-0.03686624900782811,1.053126722574234,2.360416778922081,1.1780483663082122,0.11629528710558594,0.000298159406918973,148.70198369026184
6,36000,267797.02051949874,0.0,0.0,0.6,0.65625,0.59375,0.59375,0.6893749999999623,0.012802051292737024,0.0011363101682150406,0.9876718485077524,-0.010703226388432085,0.41221861690282824,2.8020177125930785,-0.021035040584542735,1.0387690722942353,1.5267022907733918,1.0451642833650112,0.05986042079860332,0.0002973519439839389,178.67380094528198
7,42000,256820.7500248812,0.0,0.0,0.5750000000000001,0.625,0.5625,0.5625,0.73124999999996,0.013266955882739795,0.001325260604106778,0.9874224672639559,-0.011916568357264623,0.385453999042511,2.8084018230438232,-0.035496198674053625,1.1095250964164733,2.28452011346817,0.6892418324947357,0.06239394464230048,0.00029639955590984266,211.27468991279602
8,48000,256840.21953619644,0.0,0.0,0.5750000000000001,0.65625,0.53125,0.5,0.7362499999999599,0.01373024534116507,0.0015144747412916206,0.9865668622294154,-0.014535656588850542,0.3880773827433586,2.8131497740745544,-0.04473070679401836,1.154674258828163,2.008761817216873,1.0077354561537504,0.06503469698491143,0.00029530318258873023,251.34588503837585
9,54000,267715.5820353329,0.0,0.0,0.6000000000000001,0.65625,0.59375,0.59375,0.5862499999999682,0.014194558506893402,0.0017026879502366461,0.9861374565513847,-0.012871714810898993,0.38360011428594587,2.817628765106201,-0.04554859676395804,1.516972839832306,2.270460161566734,0.4526410289108753,0.06100849453500709,0.0002940639060087029,281.50377774238586
10,60000,284246.260291636,0.0,0.0,0.6375,0.71875,0.5625,0.5625,0.5856249999999683,0.014658697759453854,0.001890748131517573,0.9856650241173468,-0.014445158117450774,0.39874846786260604,2.821060001850128,-0.06843550664340195,10.435050120949745,2.255234146118164,0.7764934822916985,0.06359060928646429,0.00029268294918612537,311.1226625442505
11,66000,262246.66118083894,0.0,0.0,0.5875,0.65625,0.5625,0.5625,0.590624999999968,0.015121991177740088,0.002078507305246924,0.9851814987101098,-0.009708012733608485,0.364369210600853,2.824229156970978,-0.11371948972050613,22.720089113712312,2.5624184191226957,0.5081628385931254,0.11047001515238225,0.00029116167495865663,340.6007170677185
12,72000,267837.2003066018,0.0,0.0,0.6000000000000001,0.65625,0.59375,0.59375,0.55062499999997,0.015584500351813583,0.002266925320813383,0.9848773772497833,-0.008260836685076356,0.3783917769789696,2.8273021459579466,-0.089699012712841,2.304588091373444,2.5251708805561064,0.6054976034909487,0.11514553219132488,0.0002895015846402935,371.2714960575104
13,78000,251344.3601078121,0.0,0.0,0.5625,0.59375,0.5625,0.5625,0.5006249999999731,0.01604609264511493,0.0024551059130333776,0.9849675573288196,-0.008659314876422287,0.3580177441239357,2.829865050315857,-0.08711883659751063,2.203042620420456,3.482223618030548,0.6004866570234298,0.10801704162709866,0.0002877043165397551,414.55355429649353
14,84000,284242.9032466337,0.0,0.0,0.6375000000000001,0.6875,0.625,0.625,0.5324999999999711,0.016509419991094145,0.0026419908831163403,0.9842273267822494,-0.006514752702787519,0.392682845890522,2.8307912945747375,0.01519935291207215,1.1594399780035018,4.1257330775260925,0.4605454981327057,0.17160301686819576,0.0002857716443436699,456.0374405384064
15,90000,278732.37003852124,0.0,0.0,0.625,0.6875,0.625,0.625,0.6849999999999625,0.016971578689195087,0.0028294841252781435,0.9836566240198101,-0.011207576617016457,0.3861218005418777,2.830837941169739,-0.007763317985814222,1.0573591023683548,3.7889422297477724,0.5245243515819311,0.1472147475577083,0.00028370547536616097,486.7347321510315
16,96000,289728.75050991774,0.0,0.0,0.65,0.75,0.5625,0.5625,0.6887499999999624,0.01743320449040623,0.0030154696293853414,0.9845085302454996,-0.0028933944180607797,0.40305615216493607,2.829709005355835,-0.024600797984268525,1.1106866121292114,5.2863549292087555,0.4104854565113783,0.2104875766366982,0.00028150784866655756,516.5103785991669
17,102000,262300.22893027216,0.0,0.0,0.5875,0.625,0.59375,0.59375,0.6137499999999666,0.017893777679220034,0.0032028071646637035,0.9834383328057833,-0.0065932419616729025,0.3613963857293129,2.828036630153656,-0.014622494351787552,1.1492300838232041,4.3636686444282535,0.36708195991814135,0.07222920907598167,0.00027918093303708956,546.3252937793732
18,108000,278750.5469609853,0.0,0.0,0.625,0.6875,0.625,0.625,0.6724999999999632,0.0183553440449454,0.0033887263891694314,0.9833191383285901,0.003436897275969386,0.3723804742097855,2.8256260991096496,-0.02742461723383225,4.329994088411331,4.899358701705933,0.7758293498307467,0.12547704622743255,0.00027672702486255125,575.8748669624329
