update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
56,336000,392548.2842337638,0.0,0.0,0.8875,0.96875,0.875,0.875,0.10535714285714234,0.036392161765188974,0.011820763639222024,0.9686962323115278,-0.015740220877341927,0.07979846596717835,2.695010852813721,0.0044998057693845794,1.0556900531053544,10.492652583122254,0.1475039316341281,0.09750349514637956,0.00012248649346943417,1748.9978730678558
57,342000,392520.13557929546,0.0,0.0,0.8875,1.0,0.84375,0.8125,1.5267857142856458,0.036853261510018685,0.012015510716630366,0.9666239681184173,-0.0030927044339478017,0.07692168802022933,2.692639684677124,0.017919020333636126,1.028827068209648,17.16868860721588,0.14682896267622708,0.20911567707159587,0.00011788758541121693,1778.8302023410797
58,348000,398095.3762846738,0.0,0.0,0.9,1.0,0.84375,0.84375,0.12023809523809356,0.03730732042208682,0.012228488672256774,0.9673850848750716,0.016050510993227362,0.08206667341291904,2.690076303482056,-0.04050082581989898,22219.069476076962,16.94513750076294,0.14309227652847767,0.21796625892323773,0.00011332086186885419,1806.3132536411285
59,354000,408982.1307544261,0.0,0.0,0.925,1.0,0.875,0.84375,1.5482142857142154,0.03777434251919812,0.012434589781822073,0.9663596315578694,-0.014035566081292927,0.0792417075484991,2.6872927069664003,0.006996759974024514,1.031605339050293,8.397338795661927,0.1759912982583046,0.09234016421428154,0.00010879082964713523,1834.031606912613
60,360000,397996.29930856824,0.0,0.0,0.9,1.0,0.84375,0.75,4.696726190475969,0.03823829352524259,0.012625842996830144,0.9646694887658743,-0.00821748556336388,0.07690311968326569,2.6844193935394287,0.007283876130357925,3.766173815727234,9.869272589683533,0.1396809296682477,0.49510471218448504,0.0001043019593409454,1861.736342906952
61,366000,408977.2685020417,0.0,0.0,0.9249999999999999,1.0,0.875,0.84375,1.5196428571427882,0.03870233622621356,0.01283245290678526,0.9646133682830931,-0.017442691884934903,0.07862896993756294,2.6817617177963258,-0.02041784785222802,1.1291966408491134,7.598364508152008,0.13560514207929372,0.07431256120915607,9.985868092332894e-05,1889.8222658634186
62,372000,392602.84367133677,0.0,0.0,0.8875,0.96875,0.875,0.84375,1.5517857142856442,0.03915390091384543,0.013050040584760262,0.964663332583453,-0.006872840982396156,0.08541755415499211,2.6789104342460632,0.01616287911237606,10.941559499502182,9.384931540489196,0.12099734749644994,0.15937809746047957,9.546537937364069e-05,1918.0440578460693
63,378000,381701.07130679116,0.0,0.0,0.8625,1.0,0.78125,0.75,1.79940476190468,0.039590663871682676,0.013251302766148311,0.9635807012847966,-0.020348434551851823,0.08537280037999154,2.6764217972755433,0.010522858602991647,1.050483563542366,6.592177510261536,0.12945590522140266,0.06860704494892074,9.112639035010029e-05,1945.8363993167877
64,384000,414451.21047784237,0.25,0.25,0.9375,1.0,0.90625,0.90625,0.13415178571428385,0.04005439976343371,0.013455667797374454,0.9642049598832969,-0.014792923687491567,0.08496672213077545,2.674019825458527,0.02042606222499188,36.69710809290409,7.782806646823883,0.10331717282533645,0.22426685074369007,8.684599591102165e-05,1974.2874164581299
65,390000,397955.88786152005,0.0,0.0,0.9,1.0,0.84375,0.78125,3.2101190476188988,0.04052100865046748,0.013639613934545236,0.9619502341382793,-0.010532991623040288,0.07404959723353385,2.671777379512787,0.011715255849613549,1.0526912957429886,10.947112941741944,0.11520951222628355,0.1759432852877611,8.262842028893778e-05,2001.7772073745728
66,396000,403501.4507706589,0.25,0.0,0.9125,1.0,0.875,0.8125,2.815029761904632,0.04098123089739726,0.013830321341624164,0.9628857381150959,-0.015609233162831516,0.07658444084227085,2.6698856234550474,0.015286188211063489,1.0419759958982469,8.429918229579926,0.11004271451383829,0.06816403362245095,7.847782572179355e-05,2027.4897201061249
67,402000,381622.06504423916,0.0,0.0,0.8624999999999999,0.90625,0.875,0.84375,1.5803571428570713,0.04142522327851152,0.014053086673964519,0.964319248826291,-0.02116224889177829,0.08576014637947083,2.6679991483688354,0.003831265529496264,1.0449901968240738,7.365714538097381,0.10957404747605323,0.06497393541974146,7.43983083453195e-05,2055.6624867916107
68,408000,387118.0485650357,0.0,0.0,0.875,0.96875,0.84375,0.8125,1.5380952380951687,0.041869669016434484,0.014259847173251504,0.9612202512682578,-0.02029326957417652,0.08468509837985039,2.666007232666016,-0.003283012695218357,10.951947909593581,7.604876089096069,0.10295278429985047,0.07524875880121043,7.039389415063998e-05,2088.956413269043
69,414000,392506.12768595293,0.0,0.0,0.8875000000000001,0.96875,0.875,0.84375,1.5267857142856458,0.04233121323402951,0.014467679326493175,0.9617632385432258,-0.01829113068524748,0.07693549934774638,2.663983142375946,0.0020846423041138706,4.762024667859078,8.192440414428711,0.07390767447650433,0.09683157586436499,6.646853501110648e-05,2116.9292001724243
70,420000,381554.99714921415,0.0,0.0,0.8624999999999999,0.96875,0.78125,0.6875,5.009464285714051,0.042785641175628684,0.01463757967706078,0.9610890126403253,-0.016455311712343247,0.074360191822052,2.6619860172271728,-0.0022855524437758847,1.0971361428499222,7.441609406471253,0.14140048604458572,0.07476286041458625,6.26261047822753e-05,2144.7491643428802
71,426000,398072.8844966949,0.0,0.0,0.9,1.0,0.8125,0.78125,1.5339285714285027,0.04323230959162081,0.014821179115331698,0.9615377863600456,-0.019591198733542113,0.0812232781201601,2.660202169418335,-0.0062117198015926075,1.1067451894283296,8.356002569198608,0.1115474944934249,0.034634272431135135,5.887039547888001e-05,2172.9679868221283
72,432000,392528.28876009583,0.0,0.0,0.8875,0.9375,0.875,0.8125,2.996428571428432,0.043686399462112044,0.015032764548550213,0.9616316639741519,-0.0193262402608525,0.0786898199468851,2.6585967779159545,-0.008359296264923443,1.6529211670160293,7.686994838714599,0.12579835671931505,0.04456805975075566,5.5205113532570895e-05,2201.1906838417053
73,438000,381694.43737341836,0.0,0.0,0.8625,0.96875,0.8125,0.8125,0.12738095238095115,0.04411413317992301,0.015231397110319468,0.9610854503464203,-0.024601529038045557,0.08826020732522011,2.6569799900054933,-0.018849048833763503,1.3137475669384002,7.458777487277985,0.13232748918235301,0.02064637862402636,5.163387613411408e-05,2229.40535736084
74,444000,398071.8688993156,0.0,0.0,0.8999999999999999,0.96875,0.875,0.875,0.1303571428571404,0.04456367941763296,0.015447267541411009,0.9613515671097844,-0.017229852313175798,0.08401837646961212,2.6553573846817016,0.009903964934302678,1084.8436139017344,8.974884402751922,0.14081861898303033,0.11070068407696738,4.816020766366105e-05,2257.313092470169
75,450000,397995.4513492882,0.0,0.0,0.9,0.96875,0.875,0.875,0.11428571428571349,0.045020833609599645,0.015654035445105206,0.960546282245827,-0.016861613816581668,0.07942718639969826,2.6538637399673464,-0.018859480868968603,1.1353849083185197,10.568575644493103,0.18361852187663316,0.08547108438097088,4.478753621261117e-05,2285.3764402866364
76,456000,408996.8646511687,0.25,0.25,0.9249999999999999,1.0,0.90625,0.875,1.528348214285645,0.045481562901709835,0.015858757347950333,0.9595305249749795,-0.01645204070955515,0.08073949590325355,2.652579355239868,-0.012041439805834386,1.1099125832319259,9.510533022880555,0.09842665325850249,0.09898727807562396,4.151919020049902e-05,2313.5337557792664
77,462000,397998.46759681404,0.0,0.0,0.9,0.96875,0.875,0.875,0.10892857142857132,0.04593743149560221,0.0160650539651075,0.9592769063297464,-0.018724547792226078,0.07621259242296219,2.651308310031891,-0.038151416253006686,1.2555736035108567,9.995316863059998,0.0851978762075305,0.06878453426760843,3.83583950902463e-05,2341.469407558441
78,468000,408959.039887324,0.0,0.0,0.9249999999999999,1.0,0.875,0.84375,1.5749999999999285,0.0463961293144116,0.016269424598956486,0.9587083401516391,-0.017314998130314053,0.07612348869442939,2.650185430049896,-0.004801208341400809,1.0651223629713058,12.888793706893921,0.08583368100225926,0.09834809465945196,3.5308270205019534e-05,2369.399528503418
79,474000,397993.5945841931,0.0,0.0,0.9,1.0,0.875,0.84375,1.530357142857074,0.046856118929715654,0.01646981042426562,0.9570019009685887,-0.017022744694259018,0.07223067656159401,2.649109363555908,0.003360120448431303,1.0260224282741546,11.985289478302002,0.07045090235769749,0.14061805936657135,3.2371825649834294e-05,2396.7115235328674
80,480000,392523.89381575584,0.0,0.0,0.8875,1.0,0.84375,0.8125,1.79940476190468,0.047308865375019285,0.01666181896362815,0.9570770407527972,-0.01577447596937418,0.07393943741917611,2.6481110572814943,0.008054856492012163,1.065352636575699,12.108088660240174,0.0878934022039175,0.16547788886566037,2.9551959340945383e-05,2423.708076953888
81,486000,403486.007912308,0.0,0.0,0.9125000000000001,1.0,0.84375,0.78125,3.227380952380802,0.04776536065442803,0.016856654854226435,0.9559444998639702,-0.018837154225911944,0.07325263656675815,2.6470770716667174,0.010378230943554455,1.0311371624469756,11.47040011882782,0.08716283701360225,0.11683960862545725,2.6851454145953033e-05,2450.8847296237946
