update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,442642.0720551461,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000115,0.7694867722858021,0.02173368496292653,0.19358146211422125,0.8064185378857788,1,-0.018769080052152276,0.9327078923583031,2.757186245918274,0.2955477381275149,0.8247745484113693,0.9671801775693893,7.205714053101838,0.043789389038085935,0.0002998847409179881,20.22730541229248
2,2048,418765.2551101446,0.0,0.0,0.95,1.0,0.875,0.875,0.05714285714285795,0.7694867722858021,0.02173368496292653,0.2276179516685846,0.7723820483314154,0,0.01492301169782877,0.4236998148262501,2.7497867703437806,0.029832727982655884,0.9880617946386338,5.116839897632599,1.824894668161869,0.43046721000000016,0.0002995391413931026,38.108110189437866
3,3072,442437.9414232392,0.5,0.5,0.975,1.0,0.9375,0.9375,0.050446428571429065,0.7374559941301964,0.040637858212261006,0.23452115812917596,0.765478841870824,2,0.018862067442387342,0.36287083104252815,2.73604496717453,-0.0024165887421911947,1.015922224521637,5.5100586950778965,1.4831218495965004,1.0,0.00029896373431476147,57.06867170333862
4,4096,882682.0990411863,1.0,1.0,1.0,1.0,1.0,1.0,0.04687500000000022,0.7070066954877144,0.056478563289569204,0.25852997016544615,0.7414700298345538,2,0.012405336648225785,0.5106513760983944,2.720835244655609,-0.12110163160273482,1.1965660512447358,1.601309958100319,1.9201439455151559,0.12157665459056936,0.00029815940691897306,76.0420560836792
5,5120,442760.8287241366,1.0,1.0,1.0,1.0,1.0,1.0,0.09375000000000133,0.6881203315182829,0.0732167032313474,0.29144178874325366,0.7085582112567463,1,2.3359572514891626e-05,0.27729145660996435,2.7091057777404783,0.005372394409949788,0.9889246493577957,0.9435513496398926,5.526795619726181,0.0225283995449392,0.00029712739942028293,95.23260617256165
6,6144,418584.5185238868,0.0,0.0,0.95,1.0,0.875,0.875,0.08571428571428694,0.6881203315182829,0.0732167032313474,0.338544798556825,0.6614552014431749,0,-0.009424750972539187,0.1605572083964944,2.709427332878113,0.01675765668649589,0.9939942836761475,1.6446486324071885,1.1088245451450347,0.01824800363140075,0.00029586930309945264,112.81362462043762
7,7168,442499.9356394425,0.5,0.5,0.975,1.0,0.9375,0.9375,0.08348214285714405,0.6713800757965472,0.08939530420632472,0.2972758108967564,0.7027241891032436,2,-0.002635088562965393,0.13891232442110776,2.7086099982261658,0.01278708920949292,0.9957079142332077,0.7502252742648124,1.237761241942644,0.007069650490151055,0.00029438705784982027,131.82349133491516
8,8192,882530.9940398075,1.0,1.0,1.0,1.0,1.0,1.0,0.09375000000000133,0.6568303138992182,0.10364304717607944,0.34466601285823256,0.6553339871417675,2,-0.001195122255012393,0.20319548919796943,2.7101829171180727,0.034601000582108535,0.9873607009649277,1.0776721298694611,2.108367174118757,0.4012100756767692,0.0002926829491861255,150.73631811141968
9,9216,640842.6315855123,1.0,1.0,1.0,1.0,1.0,1.0,0.09375000000000133,0.6428329471121852,0.11636860940117993,0.3490737377406466,0.6509262622593535,1,-0.0007555360672995449,0.11689023040235043,2.7056323289871216,0.004739325591093602,1.0001392781734466,1.006108845770359,1.8385502845048904,0.20651399172217466,0.0002907596047204114,169.72528553009033
10,10240,661814.6961516999,1.0,1.0,1.0,1.0,1.0,1.0,0.07500000000000107,0.6289651753170855,0.12729379438845229,0.35374312365462807,0.6462568763453719,1,0.002242645574733615,0.09072307273745536,2.69405517578125,-0.005224509612760641,1.0067803382873535,1.3165018022060395,1.6030196145176887,0.10629849887265885,0.00028861999011043737,188.33468461036682
