assignment_mode,attack_pattern,attacker_maneuver,backpropagation_performed,case,condition,episodes,evaluation_device,model_dir,optimizer_steps,source_policy_case,training_performed,unseen_geometry,variant,parallel_workers,seed_first,seed_last,target_coverage_success_count,target_coverage_success_rate,target_coverage_success_ci95_low,target_coverage_success_ci95_high,all_defenders_hit_count,all_defenders_hit_rate,all_defenders_hit_ci95_low,all_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,mission_success_count,mission_success_rate,mission_success_ci95_low,mission_success_ci95_high,E_co_time_s_mean,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n,mean_closest_approach_m_mean,mean_closest_approach_m_ci95_low,mean_closest_approach_m_ci95_high,mean_closest_approach_m_n,worst_closest_approach_m_mean,worst_closest_approach_m_ci95_low,worst_closest_approach_m_ci95_high,worst_closest_approach_m_n,mean_agent_return_mean,mean_agent_return_ci95_low,mean_agent_return_ci95_high,mean_agent_return_n,idbo_runtime_ms_mean,idbo_runtime_ms_ci95_low,idbo_runtime_ms_ci95_high,idbo_runtime_ms_n,idbo_repaired_cost_mean,idbo_repaired_cost_ci95_low,idbo_repaired_cost_ci95_high,idbo_repaired_cost_n,failure_class_counts
fixed,bangbang,finite-dwell bounded bang-bang lateral/vertical evasion,False,case4,final_case4_case2geom_fixed_bangbang_n100_clean,100,cpu,/home/a2rl/reviewer_xiu_ablation_20260729/formal_evaluation_n100/selection/full/case2/seed8301/selected_model,0,case2,False,paper case2 geometry with bang-bang attacker maneuver,full,8,99401,99500,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,100,1.0,0.9630065017930143,1.0,0.05092708333333411,0.0497007678286968,0.05215339883797142,100,0.1636716619528697,0.1598823565727317,0.1674609673330077,100,1.44355261604645,1.4061810225257434,1.4809242095671566,100,26.993625000000247,26.886428778709174,27.10082122129132,100,0.8265850990592444,0.7997865878515316,0.8533836102669572,100,2.6221974883794905,2.5539176900648504,2.6904772866941307,100,441581.38573829527,441573.9588014342,441588.81267515634,100,0.0,0.0,0.0,100,nan,nan,nan,0,"{""mission_success"": 100}"
