update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,882962.9654043391,1.0,1.0,1.0,1.0,1.0,1.0,0.19531250000000255,0.22974285903058939,0.021763757101426796,0.7986083333333334,-0.012959820927790133,0.7246642515063286,2.762350845336914,0.2732063018687069,0.00029998155655600826,28.910751342773438
2,12000,883045.4998708721,1.0,1.0,1.0,1.0,1.0,1.0,0.11875000000000091,0.2453452001656796,0.03747475985144273,0.7694666666666666,0.0052451590774580835,0.3849299535155296,2.761536180973053,-0.002454214026878276,0.0002999262307746769,58.79413890838623
3,18000,883030.72967688,1.0,1.0,1.0,1.0,1.0,1.0,0.11718750000000111,0.257121020781945,0.049212091918068517,0.7523666666666666,0.005390506531080063,0.34276478588581083,2.754917323589325,-0.17013789874931176,0.00029983403630681456,88.54574394226074
4,24000,882991.5354853943,1.0,1.0,1.0,1.0,1.0,1.0,0.1437500000000016,0.27350148423002285,0.06327007325897047,0.7433583333333333,-0.004570486280135811,0.2641156308352947,2.7478657722473145,-0.01854745066362744,0.00029970499590002665,118.26273465156555
5,30000,882990.3201745488,1.0,1.0,1.0,1.0,1.0,1.0,0.14375000000000104,0.2869547968090139,0.0742525593354408,0.7242583333333333,0.0010666067828424275,0.18319705426692962,2.73539457321167,0.016171460917176063,0.00029953914139310266,147.33610248565674
6,36000,883022.6995447949,1.0,1.0,1.0,1.0,1.0,1.0,0.14531250000000095,0.2988694702026531,0.08323535959131247,0.7126416666666666,-0.007148468098603189,0.12560843527317048,2.722756505012512,-0.1626747960217794,0.00029933651370816046,176.73177766799927
7,42000,882976.6377848024,1.0,1.0,1.0,1.0,1.0,1.0,0.11718750000000133,0.30846413422232055,0.09024841500568478,0.701525,-0.002259691490326077,0.1264346670359373,2.713363528251648,-0.06340730860799551,0.0002990971628405494,206.4448585510254
8,48000,882956.4605571479,1.0,1.0,1.0,1.0,1.0,1.0,0.12031250000000115,0.3179631742885264,0.09643330551580619,0.6909583333333333,0.009654058888554574,0.08330174461007119,2.7055456757545473,-0.03510682122945785,0.00029882114784651444,238.9386487007141
9,54000,882845.2888685334,1.0,1.0,1.0,1.0,1.0,1.0,0.1937500000000023,0.33730737089282425,0.10883543727729135,0.6809583333333333,-0.0034859434235841036,0.0734289376065135,2.6937977194786074,-0.0004386304732474144,0.00029850853682862534,268.959365606308
10,60000,877307.2072671121,1.0,1.0,1.0,1.0,1.0,1.0,0.20156250000000242,0.35233938704320805,0.11880350795522548,0.6620333333333334,-0.005064572137780487,0.04209458883851767,2.6900588512420653,0.009011662523299435,0.0002981594069189731,297.7338533401489
11,66000,882764.226954475,1.0,1.0,1.0,1.0,1.0,1.0,0.21718750000000298,0.3683086674103868,0.1297016204527402,0.6461,-0.0061344110639765855,0.03627668973058462,2.6875452756881715,0.005038085356606192,0.0002977738442601387,328.21480321884155
12,72000,535258.8957004771,0.25,0.25,0.9624999999999999,1.0,0.90625,0.90625,0.21875000000000272,0.3769066644235042,0.13336050337952435,0.6304166666666666,-0.007396999816410244,0.030742047540843486,2.697329008579254,-0.0029170633744811216,0.000297351943983939,363.98098134994507
13,78000,766920.6891707443,0.75,0.75,0.9875,1.0,0.96875,0.96875,0.18705357142857362,0.3882214845218795,0.14039574839293092,0.623525,-0.010358744713437317,0.030016008857637645,2.7037869811058046,0.0305821232409901,0.000296893810187954,393.4951138496399
14,84000,645539.1967089418,0.5,0.5,0.9624999999999999,1.0,0.90625,0.90625,0.21815476190476502,0.39829088078784236,0.14606152571076733,0.6113666666666666,-0.010966826364165173,0.0324623160995543,2.7021495699882507,0.0012791336193417103,0.00029639955590984277,423.4341561794281
15,90000,650997.0338247496,0.5,0.5,0.975,1.0,0.9375,0.9375,0.23415178571428907,0.40952785446198925,0.15216391328320564,0.6026916666666666,-0.010535744763910771,0.027374405320733784,2.696587872505188,0.02006044533205915,0.0002958693030994527,452.35497856140137
16,96000,419353.89711861685,0.0,0.0,0.95,1.0,0.875,0.875,0.264285714285718,0.4186328860617093,0.15568047320520212,0.5906,-0.020311961945844816,0.02356714867055416,2.68723611831665,-0.05379367595285176,0.0002953031825887304,480.4330050945282
17,102000,397455.8590456508,0.0,0.0,0.9,0.9375,0.8125,0.8125,0.30059523809524236,0.42129840289699666,0.15325746443801286,0.5788333333333333,-0.018477469147546798,0.02851896667852998,2.6742724061012266,-0.01559521325985358,0.0002947013340594409,505.954021692276
18,108000,529731.4855667818,0.25,0.25,0.95,1.0,0.875,0.875,0.30394345238095655,0.4281128417023899,0.15700670661430394,0.5785,-0.01825760955689475,0.02399411527439952,2.6610382080078123,0.023501473654434068,0.00029406390600870307,535.1017034053802
19,114000,518736.95102913585,0.25,0.25,0.9375,1.0,0.84375,0.84375,0.24151785714286056,0.4320473307519078,0.1589222058547296,0.572225,-0.018901257286779584,0.025063001085072756,2.6492194294929505,0.029281648439255827,0.0002933910557123504,563.2081246376038
20,120000,491349.4298459664,0.25,0.25,0.8875000000000001,0.9375,0.78125,0.78125,0.32125000000000453,0.43319526411365006,0.15814360548202483,0.5667,-0.017643681247136556,0.02811717474833131,2.6355686664581297,0.01871899396654859,0.00029268294918612553,591.491037607193
21,126000,524172.2275489662,0.25,0.25,0.9624999999999999,1.0,0.90625,0.90625,0.2502232142857178,0.43998914043568105,0.16294775557903482,0.5653666666666667,-0.017632853577379138,0.02378161493688822,2.617787408828735,0.023981866377390304,0.00029193976114471807,619.7336506843567
22,132000,397529.5548958685,0.0,0.0,0.8999999999999999,1.0,0.75,0.75,0.2152380952380983,0.4405889172769461,0.1604917171996098,0.56025,-0.01735534721519798,0.02165631912648678,2.6010240077972413,0.019732041370859398,0.00029116167495865674,646.9882309436798
23,138000,370179.606909981,0.0,0.0,0.8375,0.96875,0.6875,0.6875,0.1487500000000021,0.43797021759523397,0.15590309176737097,0.5588416666666667,-0.013235539174638688,0.02527021737769246,2.5800716638565064,0.012475490700124459,0.0002903488826090652,675.0157680511475
24,144000,386617.68791282317,0.0,0.0,0.875,0.96875,0.71875,0.71875,0.19523809523809801,0.43986363121918554,0.1531719208784902,0.5624583333333333,-0.011096928489860148,0.023833109997212887,2.5590013027191163,0.015510121280367795,0.0002895015846402936,703.2538466453552
25,150000,381117.2454894297,0.0,0.0,0.8624999999999999,0.90625,0.75,0.75,0.21267857142857446,0.43992081804141164,0.14743328276461165,0.558525,-0.013207122392486781,0.024771966319531203,2.5360721349716187,0.01747769667483866,0.00028861999011043737,730.9923620223999
26,156000,518751.5350198196,0.25,0.25,0.9375,1.0,0.84375,0.84375,0.172321428571431,0.4463917513474492,0.15191549242195826,0.560025,-0.011746037530247121,0.027491084299981594,2.5146836280822753,0.019195887964516878,0.00028770431653975514,759.9223620891571
27,162000,408440.07502405904,0.0,0.0,0.9249999999999999,1.0,0.8125,0.8125,0.23541666666667,0.4519070335929327,0.15545665413458282,0.55135,-0.011185800380189903,0.02289655040949583,2.498752701282501,0.009005152551168561,0.00028675478985699905,787.954425573349
28,168000,381074.3229196593,0.0,0.0,0.8624999999999999,0.90625,0.75,0.75,0.2285714285714318,0.44971733023937394,0.15033730404589843,0.5489,-0.010729464032920077,0.027368684019893407,2.4846176147460937,0.021794996810890765,0.00028577164434366993,815.995936870575
29,174000,353724.4760262072,0.0,0.0,0.8,0.90625,0.65625,0.65625,0.18598214285714548,0.44586682397803734,0.14387419575454205,0.5505166666666667,-0.010169479000614956,0.03125113165006042,2.472233271598816,0.015460552174342723,0.000284755122576212,844.4666726589203
30,180000,402916.1948707225,0.0,0.0,0.9125000000000001,1.0,0.78125,0.78125,0.24136904761905104,0.45043127999732346,0.14806455631192747,0.5557416666666667,-0.007990257436176762,0.02652188753709197,2.4595412373542787,0.01588028599370892,0.00028370547536616097,875.8843517303467
31,186000,392057.4428199269,0.0,0.0,0.8875,0.9375,0.78125,0.78125,0.1550000000000022,0.45409534234575705,0.15289861165178317,0.5496666666666666,-0.00901912865228951,0.02776585929095745,2.4463576912879943,0.013509279857706247,0.00028262296169825966,901.7421445846558
32,192000,419350.9866094403,0.0,0.0,0.95,1.0,0.875,0.875,0.28392857142857547,0.4604937465513867,0.1562336034154876,0.5446416666666667,-0.010907741426490248,0.023720932006835938,2.4310988783836365,0.018000378276805052,0.00028150784866655756,929.5419149398804
33,198000,391994.7034954373,0.0,0.0,0.8875,1.0,0.71875,0.71875,0.3495833333333383,0.4615982382177696,0.15574532786951614,0.5391,-0.010536839382257312,0.028957035392522812,2.4158496379852297,0.009965092959873445,0.0002803604114085096,961.5952367782593
34,204000,397528.1802895125,0.0,0.0,0.8999999999999999,1.0,0.75,0.75,0.267113095238099,0.4641352106768564,0.15843409086334698,0.5371,-0.008570492290891707,0.029178319685161113,2.4027525663375853,0.02021163751337367,0.00027918093303708956,989.3661077022552
35,210000,370121.92048401386,0.0,0.0,0.8375,0.96875,0.65625,0.65625,0.2808333333333373,0.46287284959303676,0.15851105886865144,0.5345,-0.011418035137467086,0.034947208128869534,2.392116594314575,0.009770064130323775,0.0002779697045709368,1017.2007086277008
