episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73501,0,0,20,30.1,0.9792511693740682,0.9792511693740682
1,73501,1,1,21,29.900000000000002,1.4436463434203712,1.4436463434203712
1,73501,2,4,24,31.75,2.9055074864597703,2.9055074864597703
1,73501,3,3,23,30.05,1.303044191770675,1.303044191770675
1,73501,4,5,25,33.5,0.023026157415560366,0.023026157415560366
1,73501,5,5,25,33.45,0.840231072300396,2.6675384482390663
1,73501,6,1,21,29.900000000000002,2.5568818237229247,2.5568818237229247
1,73501,7,1,21,29.900000000000002,0.9350066851155295,0.9350066851155295
1,73501,8,6,26,32.5,0.9902804264893277,0.9902804264893277
1,73501,9,0,20,30.1,0.07098190176458626,0.07098190176458626
1,73501,10,2,22,31.0,2.257710616254354,2.257710616254354
1,73501,11,3,23,30.05,0.6693982784279622,0.6693982784279622
1,73501,12,4,24,31.75,0.5547645689241493,0.5547645689241493
1,73501,13,5,25,33.45,0.3457678880308057,1.6938189869616214
1,73501,14,0,20,30.1,0.7300493129064446,0.7300493129064446
1,73501,15,7,27,31.5,1.4007840518598045,1.4007840518598045
1,73501,16,7,27,31.5,1.0855543654476816,1.0855543654476816
1,73501,17,6,26,32.5,0.3721267119357935,0.3721267119357935
1,73501,18,2,22,31.0,1.9862121280031235,1.9862121280031235
1,73501,19,4,24,31.75,0.09906890076661057,0.09906890076661057
2,73502,0,1,21,30.35,1.683582855232478,1.683582855232478
2,73502,1,0,20,30.5,0.7302746316162725,0.7302746316162725
2,73502,2,4,24,31.1,1.0772842600995527,1.0772842600995527
2,73502,3,3,23,30.400000000000002,2.693456217193983,2.693456217193983
2,73502,4,5,25,35.6,0.7591299749799633,0.7591299749799633
2,73502,5,5,25,35.6,0.07311664342572428,0.07311664342572428
2,73502,6,0,20,30.5,1.2240275580257851,1.2240275580257851
2,73502,7,0,20,30.5,0.10359005238047143,0.10359005238047143
2,73502,8,7,27,31.75,1.1154276535777836,1.1154276535777836
2,73502,9,1,21,30.35,0.8665210295150366,0.8665210295150366
2,73502,10,2,22,29.6,2.432711176600741,2.432711176600741
2,73502,11,4,24,31.05,0.6753669213077635,2.73518947396176
2,73502,12,4,24,31.05,0.5995909112850876,1.4645147062833372
2,73502,13,2,22,29.6,2.0761974121748374,2.0761974121748374
2,73502,14,6,26,32.2,0.4241051735425853,0.4241051735425853
2,73502,15,7,27,31.75,0.25095954323652,0.25095954323652
2,73502,16,6,26,32.2,0.11007023142386481,0.11007023142386481
2,73502,17,1,21,30.35,1.0995647346922761,1.0995647346922761
2,73502,18,2,22,29.6,1.79507556495471,1.79507556495471
2,73502,19,3,23,30.400000000000002,1.1388051869061924,1.1388051869061924
3,73503,0,1,21,30.5,2.3438868328513083,2.3438868328513083
3,73503,1,1,21,30.5,2.1329006834423234,2.1329006834423234
3,73503,2,2,22,29.400000000000002,0.4300560893741448,2.3892781641349874
3,73503,3,3,23,29.150000000000002,0.7818975529424075,0.7818975529424075
3,73503,4,5,25,35.6,1.2688946958474192,1.2688946958474192
3,73503,5,4,24,35.15,0.6562787025975477,1.4037371189275367
3,73503,6,7,27,35.85,0.4100945095545922,0.4100945095545922
3,73503,7,0,20,30.700000000000003,0.5465544059223002,0.5465544059223002
3,73503,8,0,20,30.700000000000003,0.6368311968219372,0.6368311968219372
3,73503,9,1,21,30.5,1.2571787216998787,1.2571787216998787
3,73503,10,4,24,35.2,0.2042860921914396,0.2042860921914396
3,73503,11,3,23,29.1,1.0936230932125508,1.0936230932125508
3,73503,12,2,22,29.450000000000003,0.6382789223797454,0.6382789223797454
3,73503,13,2,22,29.400000000000002,0.917917821055515,0.917917821055515
3,73503,14,0,20,30.650000000000002,0.882480599461052,2.782170442910057
3,73503,15,6,26,31.8,0.33902009562282687,1.6132123152242914
3,73503,16,6,26,31.8,0.6238418338738355,1.3222438157643654
3,73503,17,3,23,29.200000000000003,0.416364384948069,0.416364384948069
3,73503,18,5,25,35.6,0.5963517485305407,0.5963517485305407
3,73503,19,6,26,35.050000000000004,2.726399135081315,2.726399135081315
