episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.037499427795410156,419.38665627008305,8387.73312540166
2,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.3082996984478,8386.165993968956
3,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.037499427795410156,419.3332719209604,8386.665438419208
4,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.024999618530273438,419.297886125138,8385.95772250276
5,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.3407913474366,8386.815826948732
6,case1,8,20,8,8,True,True,35.77499771118164,0.049999237060546875,0.031249523162841797,419.3547964781057,8387.095929562114
7,case1,8,20,8,8,True,True,35.77499771118164,0.049999237060546875,0.037499427795410156,419.36659406418914,8387.331881283782
8,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.3432976078708,8386.865952157415
9,case1,8,20,8,8,True,True,35.77499771118164,0.049999237060546875,0.031249523162841797,419.29975836211815,8385.995167242363
10,case1,8,20,8,8,True,True,35.77499771118164,0.049999237060546875,0.031249523162841797,419.388437529793,8387.76875059586
11,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.043749332427978516,419.394594153855,8387.8918830771
12,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.3737454410642,8387.474908821285
13,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.037499427795410156,419.31275404561313,8386.255080912262
15,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.037499427795410156,419.32300891154443,8386.46017823089
16,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.31566517381,8386.3133034762
17,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.29747505467384,8385.949501093477
18,case1,8,20,8,8,True,True,35.77499771118164,0.049999237060546875,0.024999618530273438,419.4111137072556,8388.222274145111
19,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.024999618530273438,419.24896582672375,8384.979316534474
20,case1,8,20,8,8,True,True,35.76874923706055,0.049999237060546875,0.031249523162841797,419.3513926678803,8387.027853357606
