condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves,training_seed
formal_ablation_full_case1,case1,full,14,98014,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1184027777777763,0.3592133127472676,1.830750140437787,31.19375000000027,1.5213822874929197,2.793470629485576,441919.0951008768,33.95,50.0,3.0,0.3,250.0,1.0,11.13102849581475,0.0089918484506467,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,15,98015,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1187500000000001,0.3592541301351447,1.7690795930770684,30.11250000000029,1.266343111134758,2.96381891970949,441827.8143281132,32.65,50.0,3.0,0.3,250.0,1.0,11.415332849354195,0.0117439885350549,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,16,98016,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0923611111111117,0.361618245383521,1.5554058015874377,31.06875000000027,1.3306079106671436,2.370248901117164,441886.0216984988,34.65,50.0,3.0,0.3,250.0,1.0,11.295784589598322,0.0155225014094754,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,17,98017,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1065972222222217,0.3653810087977276,1.9855938591747777,31.000000000000284,1.567394701524918,2.95883700902757,441906.8121770395,33.35,50.0,3.0,0.3,250.0,1.0,11.125345813213691,0.0180404736803659,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,18,98018,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,6,0.1423611111111102,0.3691682451941952,1.5409512372839302,31.081250000000267,1.4101687176924105,2.97370859837461,441899.4700360492,34.7,50.0,3.0,0.3,250.0,1.0,8.687879878628594,0.011642195636281,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,19,98019,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,6,0.1211805555555557,0.3508768599023111,1.7617753075925084,30.725000000000264,1.341546317807755,2.840584525479348,441821.0275679282,34.800000000000004,50.0,3.0,0.3,250.0,1.0,11.673649715755284,0.0136370152822847,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,20,98020,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1562500000000007,0.3626805479124108,1.6014420815381487,30.512500000000284,1.0276083923029184,2.271897642931,441854.0560453387,33.550000000000004,50.0,3.0,0.3,250.0,1.0,12.43289892771128,0.0140687708037399,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,21,98021,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,6,0.130902777777778,0.3659066940885739,1.7044304669729418,30.45625000000029,1.397363792194941,2.7362512989289685,441807.3114279715,32.85,50.0,3.0,0.3,250.0,1.0,10.753975097947013,0.0150889166613982,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,22,98022,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,6,0.1302083333333334,0.3481432641765171,1.3824258267450416,31.16250000000029,1.2446232026910822,2.355136659288454,441858.2806109596,32.9,50.0,3.0,0.3,250.0,1.0,12.539631872960609,0.0177349460374033,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,23,98023,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,5,1.9159722222221265,0.3711441018043613,1.7300785439063278,33.881250000000065,1.4070585712507515,2.908069807344585,441869.79315201135,62.900000000000006,50.0,3.0,0.3,250.0,1.0,10.36008897444095,0.0127803312897837,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,24,98024,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1142361111111094,0.3622179914584347,1.939233607640563,31.143750000000264,1.6457984003736787,2.9299630932907506,441848.5143875042,34.050000000000004,50.0,3.0,0.3,250.0,1.0,14.518211916701723,0.0160675782538184,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,25,98025,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1121527777777774,0.3852959534360848,1.8145772421443345,30.81875000000029,1.2451073925249518,2.920973186187655,441813.45281803486,32.9,50.0,3.0,0.3,250.0,1.0,13.546043004788132,0.014718207787067,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,26,98026,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1107638888888882,0.3596444427449417,1.420993526549461,31.337500000000283,1.1537779599017648,2.8494876049859474,441924.395854093,33.65,50.0,3.0,0.3,250.0,1.0,8.668086644108964,0.0137025571350786,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,27,98027,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1000000000000012,0.3622556992291325,1.6263866765138275,30.2812500000003,1.3378170037957298,2.763205605313084,441820.2923914252,31.55,50.0,3.0,0.3,250.0,1.0,9.68837684326238,0.0166169979082461,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,28,98028,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1229166666666655,0.3560561103784225,1.5794350743635182,31.387500000000284,1.2816989107611545,2.945569738380252,441851.0709474575,33.75,50.0,3.0,0.3,250.0,1.0,11.701486691443773,0.0078661095542501,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,29,98029,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1246527777777771,0.37570585887842,1.5409589297778423,30.731250000000244,1.2018971282374558,2.3226923785206623,441821.41112759913,35.4,50.0,3.0,0.3,250.0,1.0,11.384892193134496,0.0136384681459919,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,30,98030,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1194444444444443,0.3404224410459058,1.3025877457410258,31.0937500000003,1.1413795217781064,2.5920990422540484,441899.2054631907,32.6,50.0,3.0,0.3,250.0,1.0,12.205245054785149,0.0213736172155186,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,31,98031,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0944444444444435,0.378469850439962,1.6180257154176512,31.41250000000028,1.3172846503962088,2.573596637670883,441892.9153089894,34.7,50.0,3.0,0.3,250.0,1.0,10.4629606201305,0.0081335752996035,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,32,98032,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.169791666666663,0.3844511458630109,1.3959789227674584,32.450000000000244,1.0615779415166309,2.6758965602570988,441981.427234226,36.4,50.0,3.0,0.3,250.0,1.0,12.080739487107508,0.0191239250313324,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,33,98033,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1013888888888884,0.369837549553713,1.6284084216325374,29.77500000000028,1.2855450009676337,2.7470747494355114,441846.7832704272,33.15,50.0,3.0,0.3,250.0,1.0,12.082129286928351,0.0180583491929412,0.0,,,,0,8301
formal_ablation_full_case1,case1,full,34,98034,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1270833333333326,0.3560390299256361,1.5936567873024712,31.6687500000003,1.3506779378966574,2.6173715200235312,441880.9229979315,32.95,50.0,3.0,0.3,250.0,1.0,10.020605417395922,0.0225443033231639,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,1,98001,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1031249999999992,0.371629939198403,1.5651653723435333,30.968750000000284,1.2475122812017418,1.9234926944571595,441877.1434756204,33.25,50.0,3.0,0.3,250.0,1.0,10.180860960403388,0.0089974717849933,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,2,98002,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0920138888888899,0.3546134073361415,1.5044737485956785,29.275000000000283,1.131331280986028,2.1054467213954275,441794.3512563148,30.700000000000003,50.0,3.0,0.3,250.0,1.0,10.593607572973353,0.0157690976993257,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,3,98003,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0993055555555554,0.3813060169741425,1.7602774138618575,30.44375000000029,1.2597871111150103,2.5901286965716923,441846.8952256989,33.2,50.0,3.0,0.3,250.0,1.0,9.94028090793827,0.0123601219559328,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.119791666666664,0.3751444099153597,1.7940175468975044,31.662500000000275,1.2093969395124513,2.7744544389413277,441970.8947794524,34.050000000000004,50.0,3.0,0.3,250.0,1.0,11.722673762377044,0.0152847850887096,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1086805555555519,0.3226803569105571,1.5740360926698194,31.237500000000267,1.2182509600564626,2.68908833303051,441907.1246246168,34.15,50.0,3.0,0.3,250.0,1.0,10.953285085438983,0.021685438051412,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0899305555555548,0.3735316771176191,1.847524842823532,31.28750000000028,1.251207439234597,2.7447019654400413,441892.1056277401,34.050000000000004,50.0,3.0,0.3,250.0,1.0,10.340562884877604,0.0141258324171416,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0809027777777761,0.3594875464104147,1.6999574718710837,31.83750000000028,1.3152632745295136,2.8699046581083847,441959.974988499,34.0,50.0,3.0,0.3,250.0,1.0,12.136147613444717,0.0193092122472647,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1177083333333344,0.3489201993535875,1.8204246889120423,30.41875000000029,1.4720349666710333,2.974630685471172,441874.8670541719,32.25,50.0,3.0,0.3,250.0,1.0,10.876731998358514,0.0190025294213468,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1180555555555548,0.3749760736960272,1.56972020332152,29.981250000000266,1.2081470726990229,2.751921189655409,441831.22267028113,33.9,50.0,3.0,0.3,250.0,1.0,11.273676745235193,0.0061988629666459,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1229166666666638,0.3360868880181445,1.7720938288522934,31.593750000000284,1.3361345975293306,2.6205258589670155,441931.6947817323,33.9,50.0,3.0,0.3,250.0,1.0,12.6531695146743,0.0216422892850201,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1072916666666659,0.3636577684227796,1.739551975030719,30.63750000000028,1.363683831218328,2.809676482044663,441895.7193956535,33.85,50.0,3.0,0.3,250.0,1.0,11.444505768208051,0.0099376220301913,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0732638888888872,0.3540833943709123,1.8217145942160176,31.20000000000028,1.420709569146839,2.9198280288642504,441928.8302616843,33.2,50.0,3.0,0.3,250.0,1.0,11.186718727201637,0.0140544385960521,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0923611111111125,0.3719393583032603,1.4958054768515323,30.362500000000296,1.2002256759694638,2.3649348053167096,441793.37279791664,31.950000000000003,50.0,3.0,0.3,250.0,1.0,11.244095277990017,0.0109719290873955,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0881944444444436,0.3477855278289402,1.6617199295405185,30.993750000000283,1.3008429006049742,2.9777398239111315,441934.04458696814,33.300000000000004,50.0,3.0,0.3,250.0,1.0,11.13102849581475,0.0089918484506467,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1006944444444453,0.3611768684837725,1.8380822609604368,29.86875000000029,1.368405972506071,2.766729684334,441829.0353549357,32.1,50.0,3.0,0.3,250.0,1.0,11.415332849354195,0.0117439885350549,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0756944444444453,0.371636637824509,1.747350963011546,30.800000000000274,1.4771711428628598,2.952572888268141,441886.8241186452,34.300000000000004,50.0,3.0,0.3,250.0,1.0,11.295784589598322,0.0155225014094754,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0840277777777773,0.3335856707734188,1.6927573048826223,30.78125000000029,1.4042547994206764,2.64117299672511,441915.6840765408,32.7,50.0,3.0,0.3,250.0,1.0,11.125345813213691,0.0180404736803659,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1163194444444444,0.3524467233320494,1.82844908378536,30.862500000000274,1.513972762921728,2.8760001138838027,441910.0287118986,34.2,50.0,3.0,0.3,250.0,1.0,8.687879878628594,0.011642195636281,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0975694444444448,0.3472865337343613,1.4830913302430224,30.53125000000027,1.139784453334746,1.9329652788671063,441841.4686198548,34.15,50.0,3.0,0.3,250.0,1.0,11.673649715755284,0.0136370152822847,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.126041666666667,0.3781531077783761,1.5468280224523585,30.281250000000288,1.0550241350355534,2.6034013926674806,441870.66950220393,33.0,50.0,3.0,0.3,250.0,1.0,12.43289892771128,0.0140687708037399,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1006944444444444,0.3486283905250026,1.7288002534747935,30.21250000000029,1.3529727031987555,2.8290918392223823,441825.1056830885,32.25,50.0,3.0,0.3,250.0,1.0,10.753975097947013,0.0150889166613982,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,22,98022,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.1034722222222218,0.3826672161509109,1.866000212157704,30.9250000000003,1.358248212233599,2.441714941910888,441871.5778728732,32.35,50.0,3.0,0.3,250.0,1.0,12.539631872960609,0.0177349460374033,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,23,98023,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1170138888888903,0.3719813051919137,1.5984886666112423,29.67500000000029,1.3055958975251882,2.8538098742943765,441760.5859865821,32.0,50.0,3.0,0.3,250.0,1.0,10.36008897444095,0.0127803312897837,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,24,98024,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0819444444444431,0.3641461869727272,1.7880810383743555,30.943750000000264,1.4984169293851977,2.968276740926024,441866.7048761885,33.65,50.0,3.0,0.3,250.0,1.0,14.518211916701723,0.0160675782538184,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,25,98025,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0795138888888883,0.3993188837291553,1.7623906862922982,30.618750000000293,1.3899196136265184,2.8266615152518537,441828.7632147061,32.45,50.0,3.0,0.3,250.0,1.0,13.546043004788132,0.014718207787067,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,26,98026,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.0895833333333335,0.3655542878870327,1.7311557528523038,31.06250000000029,1.262269576329989,2.277961610894518,441927.8406276427,33.35,50.0,3.0,0.3,250.0,1.0,8.668086644108964,0.0137025571350786,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,27,98027,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0739583333333343,0.3726246814937012,1.589079120129797,30.068750000000293,1.2863918112273436,2.7306898364233176,441829.6000014014,31.1,50.0,3.0,0.3,250.0,1.0,9.68837684326238,0.0166169979082461,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,28,98028,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0961805555555543,0.365591483151864,1.6337799138772215,31.14375000000029,1.1822593364236087,2.906928557287804,441863.3527027584,33.300000000000004,50.0,3.0,0.3,250.0,1.0,11.701486691443773,0.0078661095542501,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,29,98029,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1052083333333331,0.3598703434248872,1.7567194385590013,30.46250000000025,1.2685926097632991,2.620964867891016,441824.5113055191,34.7,50.0,3.0,0.3,250.0,1.0,11.384892193134496,0.0136384681459919,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,30,98030,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1013888888888902,0.3503372507730506,1.6396251598321998,30.8437500000003,1.2463516524056752,2.3644621463157147,441904.1442969905,32.25,50.0,3.0,0.3,250.0,1.0,12.205245054785149,0.0213736172155186,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,31,98031,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,6,3.937847222222023,0.418726091269573,1.7562033618187751,39.29999999999987,1.359481389477034,2.868985585878556,442142.993293415,64.05,50.0,3.0,0.3,250.0,1.0,10.4629606201305,0.0081335752996035,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,32,98032,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,7,0.13645833333333,0.3827200470488341,1.7951234942141063,32.16250000000025,1.3361344845401468,2.962659238814403,441985.50231549854,36.0,50.0,3.0,0.3,250.0,1.0,12.080739487107508,0.0191239250313324,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,33,98033,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0743055555555549,0.3692837439256007,1.9372284750406883,29.58125000000028,1.5194401234730033,2.9131814412263908,441855.5703928073,32.65,50.0,3.0,0.3,250.0,1.0,12.082129286928351,0.0180583491929412,0.0,,,,0,8301
formal_ablation_no_trust_case1,case1,no_trust,34,98034,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0968749999999995,0.3491167788002909,1.7326362606340493,31.481250000000305,1.3771348497362212,2.69095678349476,441898.7120115513,32.65,50.0,3.0,0.3,250.0,1.0,10.020605417395922,0.0225443033231639,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,1,98001,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0819444444444433,0.3863055733907314,1.4500333385989697,31.80000000000028,1.269952094093214,2.888549216792889,441945.8224858024,34.2,50.0,3.0,0.3,250.0,1.0,10.180860960403388,0.0089974717849933,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,2,98002,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0777777777777788,0.3777808434422159,1.840337499720452,30.05000000000029,1.3598660773525248,2.9037932119806245,441855.8702359496,31.55,50.0,3.0,0.3,250.0,1.0,10.593607572973353,0.0157690976993257,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,3,98003,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.08611111111111,0.3923783749617545,1.807922693962728,31.281250000000284,1.3121161450431154,2.611366741140835,441911.8598492909,34.050000000000004,50.0,3.0,0.3,250.0,1.0,9.94028090793827,0.0123601219559328,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,4,98004,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0937499999999962,0.3703145470978722,1.7770842037283163,32.51875000000024,1.4081874880657776,2.840355989037131,442043.9092707454,34.95,50.0,3.0,0.3,250.0,1.0,11.722673762377044,0.0152847850887096,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,5,98005,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0940972222222186,0.3479325601944464,1.7551994689157089,32.08750000000025,1.2633871013446216,2.84642371851353,441975.22272408137,35.300000000000004,50.0,3.0,0.3,250.0,1.0,10.953285085438983,0.021685438051412,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,6,98006,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0847222222222211,0.3803462408561322,1.5148971370567854,32.16875000000026,1.131025640442574,1.945926519043872,441961.85421165527,35.050000000000004,50.0,3.0,0.3,250.0,1.0,10.340562884877604,0.0141258324171416,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,7,98007,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.064930555555553,0.3522657876184795,1.8458562394597944,32.731250000000266,1.4461886377270554,2.931683267278244,442027.8894294257,34.95,50.0,3.0,0.3,250.0,1.0,12.136147613444717,0.0193092122472647,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,8,98008,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1093750000000006,0.3618866629461771,1.8013920027975692,31.256250000000296,1.3302342197650416,2.8180327826582885,441941.512850442,33.300000000000004,50.0,3.0,0.3,250.0,1.0,10.876731998358514,0.0190025294213468,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,9,98009,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0999999999999991,0.3930081880418881,1.8605227505383368,30.775000000000265,1.4225003400215752,2.8294410113640818,441897.5043572603,34.800000000000004,50.0,3.0,0.3,250.0,1.0,11.273676745235193,0.0061988629666459,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,10,98010,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.1069444444444414,0.3683274268105208,1.6197098495695854,32.44375000000026,1.3738812122507116,2.4047800643334147,442001.1663543576,34.6,50.0,3.0,0.3,250.0,1.0,12.6531695146743,0.0216422892850201,0.0,,,,0,8301
formal_ablation_no_gru_case1,case1,no_gru,11,98011,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0975694444444428,0.3748334783144458,1.5671752039767113,31.475000000000268,1.0511449548887843,2.415759053457509,441965.0036342885,35.0,50.0,3.0,0.3,250.0,1.0,11.444505768208051,0.0099376220301913,0.0,,,,0,8301
