condition,case,variant,episode,seed,target_index,group_size,hit_count,target_covered,group_complete,group_coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s,closest_approach_m,training_seed
formal_ablation_no_trust_case1,case1,no_trust,3,98003,4,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3875889181226974,1.3899192323430365,29.80000000000029,1.2015118022708289,8301
formal_ablation_no_trust_case1,case1,no_trust,3,98003,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3544743440491512,1.4473306419343506,30.450000000000298,1.0143643291166986,8301
formal_ablation_no_trust_case1,case1,no_trust,3,98003,6,2,2,1,1,1,0.3499999999999801,0.17499999999999,0.356694629658478,1.6736266756659472,33.20000000000025,1.0139005804754284,8301
formal_ablation_no_trust_case1,case1,no_trust,3,98003,7,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3506492763850917,2.3949924482082707,31.90000000000032,1.1828341044113293,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,0,3,3,1,1,1,0.3999999999999772,0.1666666666666572,0.3166545581408082,1.6200602097960568,33.90000000000021,1.0193911032994225,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,1,3,3,1,1,1,0.3000000000000042,0.111111111111113,0.4212594703237184,1.225952326439705,31.700000000000315,0.9591130313473136,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,2,3,3,1,1,1,0.350000000000005,0.1222222222222247,0.3561450425048307,1.6032353256868863,28.45000000000027,0.984939860817838,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,3,3,3,1,1,1,0.2999999999999829,0.1333333333333257,0.4541904806437474,2.1577295951374387,32.4000000000003,1.4962354038262635,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3526827079694246,1.9008981070986384,28.650000000000272,1.334127684136348,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,5,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.3708468172556994,2.687528597323073,32.00000000000032,1.8282647513568595,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,6,2,2,1,1,1,0.2999999999999936,0.1499999999999968,0.4031354322742442,1.8208647280389876,32.15000000000031,0.9061863750358,8301
formal_ablation_no_trust_case1,case1,no_trust,4,98004,7,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.3262407702104047,1.3358714856592502,34.0500000000002,1.3358714856592502,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,0,3,3,1,1,1,0.1999999999999886,0.0777777777777733,0.2975315116809557,1.7580230379445354,34.1500000000002,1.702939415452023,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,1,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.3121027679855371,1.4341477232435782,28.750000000000277,1.4341477232435782,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,2,3,3,1,1,1,0.2000000000000028,0.0666666666666676,0.3428413984006919,2.0494259775118064,28.050000000000264,0.6510551337449173,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,3,3,3,1,1,1,0.2500000000000035,0.111111111111113,0.2664553823685429,0.8969971209894396,28.800000000000274,0.8969971209894396,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,4,2,2,1,1,1,0.0500000000000007,0.0250000000000003,0.332257076837936,1.1564581605308155,31.90000000000032,1.0769121265234336,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,5,2,2,1,1,1,0.4499999999999744,0.2249999999999872,0.3856381948683025,2.055475860652799,32.90000000000027,1.7411022060783954,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,6,2,2,1,1,1,0.3999999999999772,0.1999999999999886,0.2996571227740996,1.1033681050433697,32.50000000000029,0.6195684491816167,8301
formal_ablation_no_trust_case1,case1,no_trust,5,98005,7,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3449594003683911,2.1383927554422115,32.85000000000027,1.7172177286362411,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,0,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.3666497059619091,1.966397856073213,30.6000000000003,1.0786516146715148,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,1,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.3512850964466343,1.5624904111773272,30.00000000000029,1.5624904111773272,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,2,3,3,1,1,1,0.1499999999999914,0.0666666666666628,0.3678184740341388,2.180702391585205,32.4000000000003,1.7824138229656945,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,3,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.4236407045716757,2.415443801058261,31.90000000000032,1.144302312838718,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,4,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.4419701494187144,1.834508917498474,29.90000000000029,1.1546769988003445,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,5,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.4218369884875951,2.196175835381624,32.75000000000028,1.7121049542683973,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3039962197373113,1.0181449066442083,34.0500000000002,1.0181449066442083,8301
formal_ablation_no_trust_case1,case1,no_trust,6,98006,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3110560782829741,1.6063346231699451,28.700000000000276,0.2753602901531397,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,0,3,3,1,1,1,0.1000000000000014,0.0333333333333338,0.3301371415532592,1.527878867166545,31.90000000000032,0.9656615334007558,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,1,3,3,1,1,1,0.1000000000000014,0.0444444444444454,0.3898182236767096,1.6566511047346573,30.950000000000305,1.5800813588904272,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,2,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.327888842168873,1.91094749207474,30.00000000000029,1.6836072470180536,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,3,3,3,1,1,1,0.1000000000000014,0.0444444444444454,0.3948259160192934,2.2307803192039515,30.350000000000296,1.4849369224150395,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,4,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3131597172867392,1.3588258367827435,32.55000000000029,1.1983592005928996,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,5,2,2,1,1,1,0.3499999999999801,0.17499999999999,0.4694927841400494,1.5889295025664012,33.650000000000226,1.265995556451604,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,6,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3535126044559155,1.9373235669357545,31.30000000000031,1.3178727738373055,8301
formal_ablation_no_trust_case1,case1,no_trust,7,98007,7,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.2970651419824782,1.3883230855038746,34.000000000000206,0.7989746218269128,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,0,3,3,1,1,1,0.1499999999999914,0.0666666666666628,0.2996113606928863,1.7167215398486622,32.250000000000306,1.4592391880413598,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,1,3,3,1,1,1,0.3000000000000042,0.111111111111113,0.3474108827246056,2.4929243176487,28.000000000000263,1.7797548764933795,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,2,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.3296224731206744,1.974922994778497,30.25000000000029,1.077030282782557,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,3,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.3681225425664673,1.6780701230295074,30.900000000000304,1.6780701230295074,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3540431398435288,2.1437620964942927,31.30000000000031,1.658552763676646,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,5,2,2,1,1,1,0.4500000000000064,0.2250000000000032,0.3591306910889135,1.6679936530988069,28.700000000000276,1.6679936530988069,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,6,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.3560029528316041,1.6951118557868188,31.25000000000031,1.6951118557868188,8301
formal_ablation_no_trust_case1,case1,no_trust,8,98008,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.37741755196002,1.1938909306110554,30.7000000000003,0.7075496886278557,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,0,3,3,1,1,1,0.4000000000000057,0.166666666666669,0.3463147381112754,1.496128859268916,30.100000000000293,0.9767544251042092,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,1,3,3,1,1,1,0.3000000000000042,0.1222222222222235,0.3388495156688706,1.615967654892372,26.45000000000024,1.004523710096996,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,2,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.3335354967483186,1.4846889414819329,30.100000000000293,1.4250681717279747,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,3,3,3,1,1,1,0.2000000000000028,0.0888888888888909,0.4032435074080602,1.2111352681241307,28.350000000000268,1.2111352681241307,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,4,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.4471801885546693,2.032791653035928,32.70000000000028,1.1666907903590171,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,5,2,2,1,1,1,0.3000000000000042,0.1500000000000021,0.3452290785489384,1.4842562235987675,28.45000000000027,1.4842562235987675,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,6,2,2,1,1,1,0.3999999999999772,0.1999999999999886,0.3501323101873203,2.0253663581485184,33.90000000000021,1.653918873576159,8301
formal_ablation_no_trust_case1,case1,no_trust,9,98009,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.4353237543407653,1.2074266680215948,29.80000000000029,0.8503824768763186,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,0,3,3,1,1,1,0.3499999999999907,0.1222222222222188,0.3763479195522227,2.1443380084726624,32.20000000000031,1.1339295411747137,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,1,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.3840616413408284,1.8499824698562812,29.20000000000028,1.451041572292762,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,2,3,3,1,1,1,0.3000000000000042,0.1000000000000014,0.3611995956759437,1.567767174844965,30.7000000000003,1.3959055244317715,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,3,3,3,1,1,1,0.1499999999999914,0.0555555555555523,0.214389381011285,1.6569190968635283,32.4000000000003,1.3261509119501629,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,4,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3016856770453266,2.099729590018109,33.90000000000021,1.789453700428395,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,5,2,2,1,1,1,0.2999999999999829,0.1499999999999914,0.3760217661477779,1.5692347362387202,32.600000000000286,1.5465281538643838,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,6,2,2,1,1,1,0.4500000000000064,0.2250000000000032,0.394448407970876,1.441151905838692,29.400000000000283,1.1687069306981837,8301
formal_ablation_no_trust_case1,case1,no_trust,10,98010,7,2,2,1,1,1,0.3999999999999808,0.1999999999999904,0.2805407154008963,1.847627648685388,32.3500000000003,0.896115865528228,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,0,3,3,1,1,1,0.2500000000000035,0.0888888888888897,0.3857961656084458,2.094995773139504,28.000000000000263,1.42018931763168,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,1,3,3,1,1,1,0.2999999999999829,0.1111111111111047,0.3042493499913242,2.098570025563842,33.850000000000215,1.4564225198267058,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,2,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.3744682473177962,2.118827852712277,28.850000000000275,1.6852106505156002,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,3,3,3,1,1,1,0.4500000000000064,0.1777777777777795,0.3489191319966103,2.198348036065804,31.450000000000312,1.6876205850227908,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3376903859502019,0.8687932098563005,29.700000000000287,0.2923087891094598,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,5,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3701605202190074,1.7211088117027795,32.250000000000306,1.1545928223734112,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,6,2,2,1,1,1,0.2499999999999964,0.1249999999999982,0.3880923762923232,1.4726595383341377,32.100000000000314,1.4726595383341377,8301
formal_ablation_no_trust_case1,case1,no_trust,11,98011,7,2,2,1,1,1,0.3000000000000042,0.1500000000000021,0.3998859700065276,1.3431125528711054,28.90000000000028,1.3431125528711054,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,0,3,3,1,1,1,0.350000000000005,0.1333333333333352,0.3270179228837817,1.075574529720962,28.700000000000276,0.8336952537734102,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,1,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.365353410327957,1.7265460982046588,30.400000000000297,1.0876536725907335,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,2,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.3899273988401062,1.8242093618871296,27.650000000000254,1.290397590644429,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,3,3,3,1,1,1,0.2500000000000035,0.0888888888888897,0.3015669313360792,1.946462635486432,31.85000000000032,1.672441164425784,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,4,2,2,1,1,1,0.0499999999999971,0.0249999999999985,0.410405647384967,2.2637744248166367,33.20000000000025,2.2637744248166367,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,5,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.2505620016632832,1.3213542705543242,32.100000000000314,0.9922964061374122,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.2673554309115982,2.500877208856105,32.75000000000028,1.7098251141609149,8301
formal_ablation_no_trust_case1,case1,no_trust,12,98012,7,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.5204784116195256,1.9149182242018936,32.950000000000266,1.9149182242018936,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,0,3,3,1,1,1,0.4000000000000057,0.166666666666669,0.3566313515583094,1.8087430934784048,29.750000000000288,1.1081817270760572,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,1,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.3491704371668938,1.6340387359734247,29.35000000000028,1.0898584559068984,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,2,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.355555845932822,1.7845988187471609,31.90000000000032,1.7194559058724337,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,3,3,3,1,1,1,0.2500000000000035,0.0888888888888909,0.4330234091424347,1.010557168064332,30.750000000000306,0.8381594508955684,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,4,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.431251268365047,1.467015628246131,30.6500000000003,1.092249758699976,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.4038524643014985,1.3181672810799543,28.90000000000028,1.1384216117097616,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3273312813558649,1.012119525862705,29.650000000000286,1.012119525862705,8301
formal_ablation_no_trust_case1,case1,no_trust,13,98013,7,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3186988086032125,1.931203563360147,31.95000000000032,1.625982553795759,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,0,3,3,1,1,1,0.350000000000005,0.1444444444444469,0.4412250527470141,1.6313846876689535,31.90000000000032,1.534774374512937,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,1,3,3,1,1,1,0.0500000000000007,0.0222222222222221,0.4087788908774019,1.2796316814148014,31.650000000000315,1.0929132672266215,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,2,3,3,1,1,1,0.350000000000005,0.1444444444444469,0.3213002046126486,2.262568986304736,28.050000000000264,1.2224084689519756,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,3,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.3115713881319373,1.035426138340919,27.85000000000026,0.7998569710326566,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,4,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.3550981857890968,1.2769700132455053,32.50000000000029,1.2769700132455053,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.2826169626609845,2.150930978148413,30.05000000000029,2.0390445390563703,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,6,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.3564178527531826,1.5570325195415016,32.65000000000028,0.8022219281742877,8301
formal_ablation_no_trust_case1,case1,no_trust,14,98014,7,2,2,1,1,1,0.0499999999999971,0.0249999999999985,0.3052756850592558,2.0998144316593184,33.300000000000246,1.9152629029872916,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,0,3,3,1,1,1,0.350000000000005,0.1555555555555573,0.3579536820626502,1.7659954142748238,29.20000000000028,0.943802440289384,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,1,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.403027461704339,2.1575773923561896,29.85000000000029,1.2356796064605362,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,2,3,3,1,1,1,0.0500000000000007,0.0222222222222221,0.3503031448309281,2.200102316008152,28.50000000000027,1.764641605143351,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,3,3,3,1,1,1,0.0500000000000007,0.0222222222222221,0.3896673364673491,1.4193554988820738,30.05000000000029,1.3330119039755364,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3089164581507783,2.287094531635113,31.450000000000312,1.9694985529876403,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,5,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.4050903790653981,1.3001437739122688,28.350000000000268,0.6998703038244276,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,6,2,2,1,1,1,0.3499999999999978,0.1749999999999989,0.2745263094157317,2.005284665563837,32.100000000000314,1.5298830393943998,8301
formal_ablation_no_trust_case1,case1,no_trust,15,98015,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3999301761730053,1.569104495051033,29.450000000000284,1.569104495051033,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,0,3,3,1,1,1,0.2500000000000035,0.0888888888888909,0.2990412066482588,1.2841732678571764,30.20000000000029,1.2255171367349809,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,1,3,3,1,1,1,0.2500000000000035,0.111111111111113,0.3347425723445854,1.933605570583026,29.35000000000028,1.933605570583026,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,2,3,3,1,1,1,0.0500000000000007,0.0222222222222233,0.3412455866289985,1.690532046701397,28.750000000000277,1.3907370969406552,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,3,3,3,1,1,1,0.1000000000000014,0.0333333333333338,0.4314151342251581,1.3065323226815038,31.35000000000031,1.048579404969064,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,4,2,2,1,1,1,0.0,0.0,0.3823223235260104,1.92684451256248,34.30000000000019,1.92684451256248,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3175260459852791,2.2242853980203194,29.60000000000029,1.791494561544864,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,6,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.4320173424895817,1.6803585714945606,30.00000000000029,1.0766148764139465,8301
formal_ablation_no_trust_case1,case1,no_trust,16,98016,7,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.4347828907482006,1.9324760141919048,32.85000000000027,1.5790986642657177,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,0,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.3768940838240093,1.763194413415346,29.95000000000029,1.763194413415346,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,1,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.2640768360562365,1.3117559587204664,30.350000000000296,1.0141179619761018,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,2,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.3426284692397655,1.3339763118679926,28.850000000000275,1.2399082546720923,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,3,3,3,1,1,1,0.3000000000000042,0.1222222222222235,0.3332420649458367,1.8761798318763665,31.30000000000031,1.3877299172024955,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,4,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.3339162319381765,1.260712276700263,29.30000000000028,1.260712276700263,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3234037799461458,1.6608387726985216,31.600000000000318,1.490842697368501,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3728750670263757,2.5115139567026805,32.70000000000028,1.9183163670468224,8301
formal_ablation_no_trust_case1,case1,no_trust,17,98017,7,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.3216488332108047,1.823886917079342,32.20000000000031,1.2652508321921243,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,0,3,3,1,1,0,0.5500000000000078,0.2222222222222261,0.4002268170857153,1.942972974476989,29.450000000000284,1.1498829634474532,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,1,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.444783865375951,1.2069262069841158,28.750000000000277,0.9549841691810368,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,2,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.3930523110855926,1.9576985057189715,28.60000000000027,1.9576985057189715,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,3,3,3,1,1,1,0.4000000000000057,0.1666666666666702,0.3505410515370156,1.8741261976740435,30.05000000000029,1.6829570659028612,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,4,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.3102530688452812,2.423088533727284,30.900000000000304,2.423088533727284,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,5,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.2870150910893622,2.0103883844328965,34.200000000000195,1.3870413441917544,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,6,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.340884061498638,2.142743346741072,33.40000000000024,1.891454610650684,8301
formal_ablation_no_trust_case1,case1,no_trust,18,98018,7,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.2928175201388388,1.0696485205275068,31.550000000000317,0.8198590842720705,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,0,3,3,1,1,1,0.3000000000000042,0.111111111111113,0.2863342465894341,1.1229874500182244,27.600000000000257,1.1229874500182244,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,1,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.3770567652827016,1.6606390070837371,28.050000000000264,1.176714743755542,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,2,3,3,1,1,1,0.3000000000000042,0.1000000000000026,0.4209832378301207,1.4083838861237286,29.95000000000029,0.9455813273083536,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,3,3,3,1,1,1,0.4000000000000057,0.166666666666669,0.3459011615619882,2.0005319886380777,31.35000000000031,1.357834396844965,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,4,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.4503545066386456,1.4636715431867815,33.150000000000254,1.227598802652393,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3068186993742602,1.3468752758165252,29.30000000000028,0.9764832601677008,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.2963967070059394,1.5176775315230544,34.1500000000002,1.0873986623273446,8301
formal_ablation_no_trust_case1,case1,no_trust,19,98019,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.2944469455918008,1.343963959554051,30.7000000000003,1.201686931309395,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,0,3,3,1,1,1,0.4000000000000057,0.1666666666666678,0.4049622809602373,1.684700966118888,28.45000000000027,0.8988673876888743,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,1,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.3110522810027373,0.8622287812324431,31.40000000000031,0.6362482269136556,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,2,3,3,1,1,1,0.350000000000005,0.1444444444444457,0.3908924772904211,2.097389525090847,30.750000000000306,0.8826729845190364,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,3,3,3,1,1,1,0.3000000000000042,0.1222222222222235,0.3166478288441665,0.9562465790722304,31.550000000000317,0.7702554777688183,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.5182025396843808,1.517866007032239,29.500000000000284,1.0099685014945037,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,5,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.2865056071263425,2.3996554777933707,28.100000000000264,1.901669890246605,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3713907363896546,1.6292402969070117,29.500000000000284,1.6292402969070117,8301
formal_ablation_no_trust_case1,case1,no_trust,20,98020,7,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.4255711109290685,1.2272965463718384,33.00000000000026,1.2272965463718384,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,0,3,3,1,1,1,0.350000000000005,0.1444444444444457,0.4161476741332075,2.438518271710873,30.6000000000003,1.2697380887738057,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,1,3,3,1,1,1,0.4000000000000057,0.1444444444444457,0.4203184574951881,1.668260344101656,28.000000000000263,1.5031371251883348,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,2,3,3,1,1,1,0.1000000000000014,0.0333333333333338,0.4047329870027323,0.9573829051189026,30.300000000000296,0.9573829051189026,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,3,3,3,1,1,1,0.350000000000005,0.133333333333334,0.3364286610790585,0.921196560952405,31.20000000000031,0.921196560952405,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,4,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.3920745466338438,1.9736943747236828,29.35000000000028,1.9736943747236828,8301
formal_ablation_no_trust_case1,case1,no_trust,21,98021,5,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.2803500177951813,1.4085686040478302,29.80000000000029,1.4085686040478302,8301
