condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,28,99095,nominal,fixed,1,1,0,0,delayed_cooperative_engagement,8,8,1,0.38750000000000584,0.48104674601730235,2.2409780251367963,26.22500000000024,2.1340201196752924,2.903537459680133,440916.1492916389,28.1,50.0,3.0,0.3,400.0,1.0,13.057311381272998,0.021601605163320388,0.0,nan,nan,nan,0
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,29,99096,nominal,fixed,0,0,0,0,unsuccessful_interception,7,4,1,nan,nan,nan,nan,2.5003750931645894,3.7235859783931082,331831.4592707312,75.0,50.0,3.0,0.3,400.0,1.0,13.097365362424986,0.011817026535114026,0.0,nan,nan,nan,0
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,30,99097,nominal,fixed,1,0,0,0,incomplete_cooperative_group,8,6,1,nan,nan,nan,nan,2.183843696995112,3.5053600497376656,397632.5020215764,75.0,50.0,3.0,0.3,400.0,1.0,11.767613125026422,0.011584205150210344,0.0,nan,nan,nan,0
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,31,99098,nominal,fixed,1,0,0,0,incomplete_cooperative_group,8,7,0,nan,nan,nan,nan,2.292050206604988,3.6794197726349944,397558.5126018631,75.0,50.0,3.0,0.3,400.0,1.0,11.692986467607223,0.024893951931022392,0.0,nan,nan,nan,0
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,32,99099,nominal,fixed,1,0,0,0,incomplete_cooperative_group,8,5,1,nan,nan,nan,nan,2.334661418547489,3.6126734633999495,375585.4036496673,75.0,50.0,3.0,0.3,400.0,1.0,10.733518312360816,0.023600884838518525,0.0,nan,nan,nan,0
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,33,99100,nominal,fixed,1,0,0,0,incomplete_cooperative_group,8,3,0,nan,nan,nan,nan,2.401223761720606,3.7363234923781,310162.48907794553,75.0,50.0,3.0,0.3,400.0,1.0,9.689990391506926,0.023390975640815076,0.0,nan,nan,nan,0
