episode,step,time,case,mode,defender_id,target_id,dist_to_target
4,719,35.95000076293945,case2,baseline,13,25,11.212999812904386
4,721,36.04999923706055,case2,baseline,12,25,10.978641389495312
4,725,36.25,case2,baseline,9,24,11.600036117384056
4,726,36.29999923706055,case2,baseline,10,24,11.727378979331265
4,726,36.29999923706055,case2,baseline,11,24,11.462767419624125
4,792,39.599998474121094,case2,baseline,0,20,11.544176685722167
4,792,39.599998474121094,case2,baseline,1,20,11.188313854769797
4,795,39.75,case2,baseline,17,20,10.909607021366021
5,617,30.850000381469727,case2,baseline,9,24,11.650306943086774
5,618,30.899999618530273,case2,baseline,10,24,10.46966403426903
5,620,31.0,case2,baseline,11,24,10.83737938853314
5,634,31.700000762939453,case2,baseline,12,25,11.570413737531734
5,637,31.850000381469727,case2,baseline,13,25,11.597758364470968
5,673,33.650001525878906,case2,baseline,14,26,11.750673141662368
5,673,33.650001525878906,case2,baseline,15,26,10.966216216777019
5,681,34.04999923706055,case2,baseline,4,22,11.760322891267693
5,683,34.150001525878906,case2,baseline,5,22,11.312902932514769
5,683,34.150001525878906,case2,baseline,6,22,11.251152275841978
5,689,34.45000076293945,case2,baseline,8,23,11.958558301066695
5,690,34.5,case2,baseline,7,23,11.212084846908427
5,694,34.70000076293945,case2,baseline,0,20,11.218502710993844
5,694,34.70000076293945,case2,baseline,1,20,11.348427545742686
5,729,36.45000076293945,case2,baseline,2,21,11.569132599170564
5,730,36.5,case2,baseline,3,21,10.259379658888628
5,731,36.54999923706055,case2,baseline,16,27,11.514303785211272
5,731,36.54999923706055,case2,baseline,17,27,11.221696879935873
5,731,36.54999923706055,case2,baseline,19,21,10.756137168960434
5,732,36.599998474121094,case2,baseline,18,27,11.505288803700207
6,643,32.150001525878906,case2,baseline,15,26,11.033421112058642
6,645,32.25,case2,baseline,16,26,10.232753720262728
6,656,32.79999923706055,case2,baseline,18,27,11.13983933549991
6,657,32.849998474121094,case2,baseline,17,27,10.97002374869008
6,698,34.900001525878906,case2,baseline,3,21,11.119268950386834
6,698,34.900001525878906,case2,baseline,10,24,10.99205938695664
6,699,34.95000076293945,case2,baseline,2,21,10.734804425680755
6,700,35.0,case2,baseline,12,24,10.286808046853348
6,700,35.0,case2,baseline,19,21,11.373222840135904
6,712,35.599998474121094,case2,baseline,7,23,9.896590962355537
6,714,35.70000076293945,case2,baseline,8,23,10.990644065578074
6,714,35.70000076293945,case2,baseline,9,23,10.6778812146633
6,715,35.75,case2,baseline,0,20,11.80059144433303
6,716,35.79999923706055,case2,baseline,1,20,11.67480906590155
6,760,38.0,case2,baseline,13,25,11.805056068015732
6,761,38.04999923706055,case2,baseline,11,25,10.857584295270017
6,762,38.099998474121094,case2,baseline,14,25,10.391621691611316
6,797,39.849998474121094,case2,baseline,4,22,10.926149765114621
6,797,39.849998474121094,case2,baseline,5,22,11.308091101812634
6,799,39.95000076293945,case2,baseline,6,22,11.673501503870877
7,636,31.799999237060547,case2,baseline,8,23,11.64580018051594
7,637,31.850000381469727,case2,baseline,7,23,11.381460739503945
7,656,32.79999923706055,case2,baseline,13,25,11.9503842103676
7,657,32.849998474121094,case2,baseline,12,25,11.882823096363827
7,666,33.29999923706055,case2,baseline,14,26,11.955395805862278
7,676,33.79999923706055,case2,baseline,6,22,11.292605396999297
7,677,33.849998474121094,case2,baseline,4,22,9.7209930377239
7,678,33.900001525878906,case2,baseline,5,22,9.721987299598196
7,678,33.900001525878906,case2,baseline,17,27,11.694879362620336
7,679,33.95000076293945,case2,baseline,18,27,10.782347451785277
7,690,34.5,case2,baseline,9,24,10.302660152315443
7,690,34.5,case2,baseline,10,24,9.769766717950288
7,691,34.54999923706055,case2,baseline,11,24,10.976346543097613
7,715,35.75,case2,baseline,2,21,11.222600596399904
7,715,35.75,case2,baseline,3,21,11.18618710978218
7,747,37.349998474121094,case2,baseline,19,20,11.642937400966419
7,748,37.400001525878906,case2,baseline,0,20,10.851082325520172
7,749,37.45000076293945,case2,baseline,1,20,11.008375994083403
7,1454,72.69999694824219,case2,baseline,15,26,11.972924446178249
7,1457,72.8499984741211,case2,baseline,16,26,11.95029483564387
8,609,30.450000762939453,case2,baseline,16,26,10.497457471988652
8,610,30.5,case2,baseline,15,26,9.70708157893837
8,637,31.850000381469727,case2,baseline,7,23,11.349189817378525
8,639,31.950000762939453,case2,baseline,8,23,10.456642022272668
8,643,32.150001525878906,case2,baseline,19,27,11.45358700913102
8,645,32.25,case2,baseline,0,27,11.439172425474014
8,648,32.400001525878906,case2,baseline,12,25,11.117421010415091
8,648,32.400001525878906,case2,baseline,14,25,10.278348245974595
8,649,32.45000076293945,case2,baseline,13,25,10.532447927970056
8,698,34.900001525878906,case2,baseline,2,21,11.690017503422938
8,700,35.0,case2,baseline,4,21,9.938406006714947
8,700,35.0,case2,baseline,5,21,10.36746064045812
8,710,35.5,case2,baseline,1,20,11.41887531401031
8,710,35.5,case2,baseline,17,20,10.57641564331669
8,710,35.5,case2,baseline,18,20,10.361351571611557
8,729,36.45000076293945,case2,baseline,6,22,11.475184536501818
8,730,36.5,case2,baseline,3,22,10.017577180174339
8,737,36.849998474121094,case2,baseline,10,24,10.127018722686612
8,738,36.900001525878906,case2,baseline,9,24,11.375326704559104
8,738,36.900001525878906,case2,baseline,11,24,10.884685777436731
9,677,33.849998474121094,case2,baseline,6,23,11.047657873289856
9,677,33.849998474121094,case2,baseline,7,23,11.861766487977087
9,686,34.29999923706055,case2,baseline,0,20,10.98821288547045
9,686,34.29999923706055,case2,baseline,19,20,10.57246965083967
9,722,36.099998474121094,case2,baseline,2,21,11.445696329795364
9,723,36.150001525878906,case2,baseline,3,21,11.154454090198103
9,728,36.400001525878906,case2,baseline,9,24,11.567697846260115
9,728,36.400001525878906,case2,baseline,10,24,11.217545531852661
9,728,36.400001525878906,case2,baseline,11,25,11.625038704780279
9,729,36.45000076293945,case2,baseline,8,24,10.222169288364224
9,729,36.45000076293945,case2,baseline,12,25,11.41986794957774
9,737,36.849998474121094,case2,baseline,13,26,10.96622097822086
9,737,36.849998474121094,case2,baseline,14,26,11.22713258992245
9,737,36.849998474121094,case2,baseline,15,26,11.628996762581542
9,749,37.45000076293945,case2,baseline,16,27,11.913486729197453
9,750,37.5,case2,baseline,17,27,11.612469669141051
9,751,37.54999923706055,case2,baseline,18,27,11.487431653845745
9,770,38.5,case2,baseline,4,22,11.377075778667992
9,770,38.5,case2,baseline,5,22,10.842600887429343
9,772,38.599998474121094,case2,baseline,1,22,10.64305819807552
10,681,34.04999923706055,case2,baseline,5,22,11.802845556526805
10,683,34.150001525878906,case2,baseline,4,22,10.939660124072535
10,688,34.400001525878906,case2,baseline,9,24,9.915834186667215
10,689,34.45000076293945,case2,baseline,8,24,10.707388172020472
10,689,34.45000076293945,case2,baseline,10,24,10.047439423314207
10,691,34.54999923706055,case2,baseline,7,23,11.839846913339633
10,693,34.650001525878906,case2,baseline,6,23,10.872467604528314
10,695,34.75,case2,baseline,15,26,11.693796009932898
10,697,34.849998474121094,case2,baseline,11,26,11.355550357265377
10,708,35.400001525878906,case2,baseline,3,21,11.835525680046102
10,709,35.45000076293945,case2,baseline,1,21,10.72575071402312
10,710,35.5,case2,baseline,2,21,10.95974661223058
10,736,36.79999923706055,case2,baseline,16,27,11.240888432456186
10,736,36.79999923706055,case2,baseline,17,27,11.72061934559911
10,737,36.849998474121094,case2,baseline,18,27,11.132908528503508
10,741,37.04999923706055,case2,baseline,12,25,10.008639085606994
10,741,37.04999923706055,case2,baseline,13,25,10.93369149490826
10,741,37.04999923706055,case2,baseline,14,25,10.676866088774577
10,1314,65.69999694824219,case2,baseline,0,20,11.796959937962688
10,1314,65.69999694824219,case2,baseline,19,20,11.5924677205149
