seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
74001,20,8,True,True,True,0.014236111111110747,0.6659978352662635,1.3448783218058087,36.00625,0.05000000000000426,1.1198394354442238,2.6386539048877684,780,0.14864883951011276,0.14864883951011276,826.5766159747727,0.15095560501071262,0.0,0,"[3, 3, 2, 3, 2, 3, 1, 3]","[3, 3, 2, 3, 2, 3, 1, 3]"
74002,20,8,True,True,True,0.017013888888889845,0.8648322262048753,1.2132405687561745,36.16250000000001,0.10000000000000142,1.052203532232466,2.934801485022529,798,0.0631954548277395,0.0631954548277395,823.0218029930256,0.06711198676859503,0.0,0,"[2, 3, 3, 3, 2, 2, 3, 2]","[2, 3, 3, 3, 2, 2, 3, 2]"
74003,20,8,True,True,True,0.05034722222222203,0.8632890251294112,1.246490094901101,35.94375,0.29999999999999716,0.7848838295378727,1.6831626271985574,775,0.1412871394668911,0.1412871394668911,828.7811519694515,0.1412871394668911,0.0,0,"[2, 2, 3, 2, 3, 2, 3, 3]","[2, 2, 3, 2, 3, 2, 3, 3]"
74005,20,8,True,True,True,0.01875000000000012,0.7106884940967282,1.6472846506109526,35.849999999999994,0.09999999999999432,1.1132307054431094,2.6830946694444355,770,0.04912190503648124,0.04912190503648124,830.9214820037596,0.053082646450365735,0.0,0,"[2, 3, 2, 3, 2, 3, 3, 2]","[2, 3, 2, 3, 2, 3, 3, 2]"
74009,20,8,True,True,True,0.02222222222222229,0.8091647438209091,1.3102933665665135,35.7625,0.10000000000000142,1.0243758448402314,2.9568281822352485,779,0.0645077245367219,0.0645077245367219,836.7574450094253,0.07311926045161443,0.0,0,"[3, 2, 2, 2, 3, 3, 2, 3]","[3, 2, 2, 2, 3, 3, 2, 3]"
