condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves,case4_geometry
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05659722222222322,0.16624943970607206,1.3631441920715848,27.531250000000256,0.783016027139513,2.963835216209239,441595.24060147785,29.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05381944444444501,0.15118904746145442,1.078577952333426,26.543750000000244,0.7018380181848104,2.862535396895316,441545.4898158399,28.8,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,67,99467,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04305555555555651,0.17607523396721744,1.4564344755416063,26.91250000000025,0.9917338018238574,2.8524831248633657,441528.8900388051,28.450000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,68,99468,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.048958333333334034,0.16426200217194756,1.4738704832253224,27.16875000000025,1.0200505735291772,2.8103584795182,441586.39128425176,27.950000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,69,99469,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.056597222222223076,0.16376447414515172,1.2905557928402995,27.587500000000254,0.6188376686037578,1.9351983605472998,441599.12248017,30.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,70,99470,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05347222222222288,0.20319098542777514,1.3484004150343787,25.88750000000023,0.7254481761331635,2.1061220334880715,441522.40827331395,27.450000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,71,99471,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04131944444444513,0.1687334176887657,1.3316376254975637,26.71875000000024,1.0145845519441816,2.8629830779620273,441570.5928549312,28.35,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,72,99472,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.0562500000000008,0.15089676296897897,1.5351604822191467,26.943750000000247,0.7831599586917071,2.4562145954253247,441589.49884826515,28.650000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,73,99473,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.055555555555556545,0.13982500149259555,1.3298172838874254,27.61250000000026,0.6944320740779554,1.9757176951112998,441633.5049038859,29.25,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,74,99474,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.053472222222222886,0.16370209277330122,1.5820227952227002,26.568750000000243,0.8209967467826038,2.7522257457101875,441538.5255174405,28.900000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,75,99475,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04618055555555656,0.1460408813775629,0.9752835621634957,26.725000000000243,0.6088748914048387,2.436827086444859,441616.2350930407,29.85,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,76,99476,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.03993055555555647,0.1839704640446339,1.3330560313144628,26.656250000000245,1.0214242461578746,2.759915590052033,441549.8993357027,28.150000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
