case,episodes,failed_defenders_per_episode,interception_success_count,interception_success_rate,interception_success_ci95_low,interception_success_ci95_high,all_active_defenders_hit_rate,cooperative_success_rate,E_co_time_s_mean,E_co_time_s_std,E_co_time_s_median,E_co_time_s_q1,E_co_time_s_q3,E_n_g_mean,E_n_g_std,E_n_g_median,E_n_g_q1,E_n_g_q3,E_miss_m_mean,E_miss_m_std,E_miss_m_median,E_miss_m_q1,E_miss_m_q3,E_t_s_mean,E_t_s_std,E_t_s_median,E_t_s_q1,E_t_s_q3
case1,100,2,92,0.92,0.8500189229922829,0.9589065385150722,0.82,0.82,0.01128094806763272,0.0026764834627448393,0.011805555555555219,0.00868055555555558,0.012152777777777679,0.26160008663773804,0.04720047990156203,0.25656000134277535,0.22715653971343283,0.291546212441402,1.6582493171593382,0.13413181050857792,1.663286581323896,1.5702449196169814,1.7469332991114763,33.78586956521761,0.9480844217219239,33.150000000000254,33.10000000000026,34.45000000000018
case2,100,2,44,0.44,0.346720266303401,0.5377189534812624,0.15,0.06,0.8520280934342978,1.011056101732681,0.12239583333332767,0.02387152777777809,1.7962673611110107,0.2628189331475204,0.04590073321955985,0.25869254368438266,0.24028458515386614,0.2901102787271391,2.052974796068586,0.1583395889834087,2.049304479757829,1.9611804786401623,2.1388000109098564,61.648863636362265,11.655273727174999,64.79999999999846,62.99999999999856,69.17499999999822
