episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.0312497615814209,410.0886458236258,8201.772916472517
2,case1,8,20,8,8,True,True,35.068748474121094,0.05000114440917969,0.0312497615814209,409.9543953126762,8199.087906253524
3,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.02499985694885254,410.092713602772,8201.85427205544
4,case1,8,20,8,8,True,True,35.0625,0.0500030517578125,0.03750014305114746,409.91309831724504,8198.2619663449
5,case1,8,20,8,8,True,True,35.08124923706055,0.05000114440917969,0.02499985694885254,410.0970395861659,8201.940791723318
6,case1,8,20,8,8,True,True,35.08124923706055,0.05000114440917969,0.01874995231628418,410.0436220768373,8200.872441536747
7,case1,8,20,8,8,True,True,35.07500076293945,0.09999847412109375,0.0312497615814209,410.13045380008407,8202.609076001681
8,case1,8,20,8,8,True,True,35.08124923706055,0.05000114440917969,0.01874995231628418,410.07218000278806,8201.443600055762
10,case1,8,20,8,8,True,True,35.068748474121094,0.05000114440917969,0.03749966621398926,410.08941732686947,8201.788346537389
11,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.02499985694885254,410.0364962392952,8200.729924785905
12,case1,8,20,8,8,True,True,35.08124923706055,0.05000114440917969,0.02499985694885254,410.0555693358183,8201.111386716366
13,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.02499985694885254,409.9967975283507,8199.935950567015
14,case1,8,20,8,8,True,True,35.068748474121094,0.09999847412109375,0.0312497615814209,410.0776910786517,8201.553821573034
15,case1,8,20,8,8,True,True,35.068748474121094,0.0500030517578125,0.025000333786010742,410.0189034958836,8200.378069917671
16,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.02499985694885254,410.0151279355865,8200.30255871173
17,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.02499985694885254,409.9964483602904,8199.928967205808
19,case1,8,20,8,8,True,True,35.068748474121094,0.05000114440917969,0.0312497615814209,409.97389892726204,8199.477978545241
20,case1,8,20,8,8,True,True,35.07500076293945,0.05000114440917969,0.0312497615814209,410.04054032978604,8200.81080659572
