case,model,episodes,attack_success_rate,target_success_rate,all_hit_rate,sync_success_rate,all_sync_rate,mean_target_time,max_sync_spread,mean_sync_spread
case1,PN,1,1.0,1.0,1.0,1.0,1.0,27.194791666666916,0.4000000000000057,0.15625000000000222
