episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread
1,case1,8,20,8,8,True,True,0.0500030517578125,0.037500619888305664
2,case1,8,20,8,8,True,True,0.05000114440917969,0.03125
3,case1,8,20,8,8,True,True,0.0500030517578125,0.0312504768371582
4,case1,8,20,8,8,True,True,0.05000114440917969,0.03125
5,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
6,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
7,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
8,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
9,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
10,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
11,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
12,case1,8,20,8,8,True,True,0.05000114440917969,0.03749990463256836
13,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
14,case1,8,20,8,8,True,True,0.05000114440917969,0.03125
15,case1,8,20,8,8,True,True,0.0500030517578125,0.0312504768371582
16,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
17,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
18,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
19,case1,8,20,8,8,True,True,0.05000114440917969,0.03125
20,case1,8,20,8,8,True,True,0.05000114440917969,0.02500009536743164
