update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,353735.72646738216,0.0,0.0,0.8,0.875,0.75,0.75,0.13333333333333522,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.05139803974889219,1.220225241780281,2.7615549206733703,-0.045227734837681055,4.360441726446152,1.386607763171196,5.737099830573425,0.0017085937499999998,0.0002998847409179881,18.635797262191772
2,2048,177740.02019182313,0.0,0.0,0.85,1.0,0.75,0.75,0.13333333333333522,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.012228200305253267,0.2903862431645393,2.7593935132026672,0.3911040548235178,2.9307740688323975,3.963336843252182,1.4745547391474247,0.26507666428353893,0.0002995391413931026,36.56418800354004
3,3072,219352.1681211308,0.0,0.0,0.85,1.0,0.75,0.75,0.08333333333333452,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.04184677274897695,0.30653655976057054,2.748174023628235,-0.4550182089209557,6.131238830089569,0.8944033399224282,0.8394733533263207,0.03222713405362013,0.00029896373431476147,54.28812837600708
4,4096,375726.6884967983,0.0,0.0,0.85,1.0,0.75,0.75,0.12500000000000178,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.08293696967884898,0.5826857820153236,2.743930697441101,-0.4303270667791367,7.0564833045005795,0.6445861481130123,1.4680072575807572,0.0039180671452809495,0.00029815940691897306,72.41575217247009
5,5120,375621.49916498177,0.0,0.0,0.9,1.0,0.75,0.75,0.12500000000000178,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.08918502584565431,0.4470997452735901,2.7519498825073243,-0.3883777931332588,4.473361706733703,0.7103814572095871,1.47965919226408,0.00047634549598448025,0.00029712739942028293,90.33691143989563
6,6144,66588.96404490992,0.0,0.0,0.95,1.0,0.875,0.75,3.9642857142854977,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.04746348292101175,0.09689635904505849,2.7614198088645936,-0.16343426387757062,4.0807419419288635,0.9150871977210044,0.6092007629573345,0.000759375,0.00029586930309945264,108.43407821655273
7,7168,353703.0870206356,0.0,0.0,0.8,0.875,0.75,0.75,0.08333333333333452,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.09636441534385085,0.3634717531502247,2.7646069884300233,0.859393067471683,2.041416746377945,5.682766526937485,1.1851612210273743,1.0,0.00029438705784982027,127.01057887077332
8,8192,419651.7989598587,0.0,0.0,0.95,1.0,0.875,0.75,0.6499999999999692,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.0603917233645916,0.3915004938840866,2.758689761161804,-0.44882213295204565,5.688502466678619,2.9281598687171937,1.0552087150514127,0.12157665459056936,0.0002926829491861255,145.2486550807953
9,9216,66716.32954398543,0.0,0.0,0.95,1.0,0.875,0.75,3.957142857142641,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.03552831853739917,0.09248028190340847,2.747314286231995,-0.4384594947099686,4.65362503528595,0.6021591145545244,0.38617129195481537,0.014780882941434608,0.0002907596047204114,162.94562292099
10,10240,353534.34889250994,0.0,0.0,0.8,0.875,0.75,0.75,0.13333333333333522,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.09122850093990564,0.34975015223026273,2.7488120555877686,-0.38145803213119506,6.860676908493042,0.9327091068029404,1.083717443048954,0.0017970102999144335,0.00028861999011043737,180.34990572929382
