update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,442547.4028137922,1.0,1.0,1.0,1.0,1.0,1.0,0.04375000000000018,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.038499071227852254,1.0914787352085114,2.7607890129089356,0.19233911158517003,3.03472586274147,1.5019127130508423,8.122711914777756,0.0025628906249999996,0.0002999978442511331,19.718775033950806
2,2048,684573.7335682362,1.0,1.0,1.0,1.0,1.0,1.0,0.037499999999999645,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.04848609762266278,0.425019109249115,2.7562979817390443,0.614706489443779,2.821790152788162,8.064068210124969,1.6751989126205444,0.5904900000000002,0.0002999913770667033,41.350670337677
3,3072,573909.1222722717,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.0008236214518547059,0.30301475487649443,2.7430089354515075,-0.48289052248001096,6.520827996730804,0.926721416413784,3.1404059410095213,0.07178979876918531,0.0002999805986332205,62.52182197570801
4,4096,508175.8325179182,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.07731422074139119,0.2635700672864914,2.7359336972236634,-0.43737234771251676,4.830094289779663,0.5513924993574619,2.346920442581177,0.008727963568087723,0.0002999655092615288,83.91313338279724
5,5120,442495.00117872655,1.0,1.0,1.0,1.0,1.0,1.0,0.037499999999999645,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.0779532550368458,0.16504453904926777,2.74675475358963,-0.4129837676882744,5.200016248226166,0.5347734898328781,1.1538172513246536,0.0010611166119964739,0.00029994610938679735,105.56651282310486
6,6144,816290.2878408432,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.06102119328570552,0.26816214472055433,2.757064700126648,0.07757163970964029,3.8730295062065125,1.1397198498249055,1.5167113617062569,0.007680744159201299,0.00029992239956850794,127.2479190826416
7,7168,508100.8769726753,1.0,1.0,1.0,1.0,1.0,1.0,0.040625000000000355,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.033367158845067024,0.1494735697284341,2.755363631248474,0.3406176635064185,2.7685824394226075,7.736072325706482,1.2264084935188293,0.4289814209709524,0.0002998943804904386,148.73761773109436
8,8192,442633.42799666524,1.0,1.0,1.0,1.0,1.0,1.0,0.04375000000000018,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.0019352419301867485,0.14453571438789367,2.7445727825164794,-0.455102251470089,4.527052187919617,0.8121262401342392,1.4080252796411514,0.0521541260431571,0.0002998620529606442,170.35514521598816
9,9216,882259.1525916718,1.0,1.0,1.0,1.0,1.0,1.0,0.04062499999999991,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.0894157389178872,0.22386665008962153,2.733599841594696,0.054013635218143466,3.3135812878608704,5.15512578189373,2.2183199375867844,0.9,0.0002998254179114328,191.76108384132385
10,10240,442684.32596227527,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.06888906620442867,0.09031399842351676,2.725017476081848,-0.44595506191253664,4.0620575785636905,3.0195941895246508,0.8743056073784828,0.10941898913151243,0.0002997844763993392,214.37393426895142
11,11264,816392.7328938991,1.0,1.0,1.0,1.0,1.0,1.0,0.05624999999999991,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.06145823453553021,0.15102968849241732,2.7166470527648925,-0.09166285216342658,3.4525287628173826,1.6949823290109634,1.655987311154604,0.2851250567406367,0.000299739229605094,235.4318494796753
12,12288,508196.9402866587,1.0,1.0,1.0,1.0,1.0,1.0,0.028125000000000178,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.03335410300642252,0.0939229428768158,2.7088801980018617,-0.28821273483335974,3.7673343777656556,0.9906025335192681,0.8248463720083237,0.03466455053847287,0.00029968967883358983,257.692391872406
13,13312,442642.92943301797,1.0,1.0,1.0,1.0,1.0,1.0,0.024999999999999467,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.07695500364061444,0.07251489162445068,2.7023912906646728,-0.4140170156955719,4.019699680805206,0.5446453005075454,0.8174887739121914,0.004214400087353251,0.0002996358255138437,279.6291649341583
14,14336,816138.6555607915,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000053,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.060918179122381844,0.1335070624947548,2.7083132386207582,0.10302280336618423,4.071542716026306,1.0119725957512855,1.1505717933177948,0.030505345491267724,0.00029957767119895577,301.6819055080414
15,15360,508573.18721446395,1.0,1.0,1.0,1.0,1.0,1.0,0.046875,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.035441866423934695,0.061111023835837844,2.7051992774009705,0.018951145838946103,3.4630541086196898,1.6279944688081742,0.5761435382068157,0.14720578401880097,0.0002995152175660644,331.7204473018646
16,16384,816552.0924421363,1.0,1.0,1.0,1.0,1.0,1.0,0.02499999999999991,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.012191546428948642,0.10205094385892152,2.693891680240631,-0.1461135150399059,4.479319858551025,0.9420554712414742,1.0231491953134537,0.04971329654829923,0.000299448466416298,362.7716820240021
17,17408,508181.5674493313,1.0,1.0,1.0,1.0,1.0,1.0,0.028125000000000178,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,-0.007217997638508678,0.050017341319471595,2.6764012932777406,-0.19646095708012581,5.346306014060974,1.7619504258036613,0.4653867244720459,0.027981371680607027,0.00029937741967472306,383.64637517929077
18,18432,442672.17108531296,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.0007929159794002772,0.04212259668856859,2.6625149726867674,-0.06840521666454151,3.849736726284027,0.6095625463873148,0.4648992970585823,0.02916565123271174,0.0002993020793902885,405.874639749527
19,19456,816203.1448936462,1.0,1.0,1.0,1.0,1.0,1.0,0.04375000000000018,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.002994392206892371,0.09194872118532657,2.6500962138175965,-0.09469198025763034,3.5379958271980287,1.677797669172287,1.1318774297833443,0.08444459461754134,0.0002992224477357666,432.52002239227295
20,20480,508420.47238274664,1.0,1.0,1.0,1.0,1.0,1.0,0.028124999999999956,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.0009441539645195007,0.03787096347659826,2.636297571659088,-0.21818216005340219,5.684055960178375,0.7906855210661888,0.3845921404659748,0.0285180314218263,0.00029913852700769053,462.76299262046814
21,21504,530673.568608433,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.004788961209123954,0.046681642346084115,2.622439432144165,-0.07113994601531885,4.299126875400543,0.7985281229019165,0.3456900641322136,0.017835014690197423,0.00029905031962628787,493.63131070137024
22,22528,727938.5929686204,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.031504866247996685,0.05107539258897305,2.609556329250336,-0.041358166420832274,3.5119513630867005,1.8724408000707626,0.518355593830347,0.030983102146317193,0.00029895782813541097,516.2945611476898
23,23552,508411.7627506703,1.0,1.0,1.0,1.0,1.0,1.0,0.025000000000000133,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,-0.010850898502394558,0.031043327925726772,2.594733488559723,-0.21917662518098951,6.498751580715179,0.9836621463298798,0.3625674471259117,0.0041853576753190375,0.00029886105520246346,538.2106306552887
24,24576,794724.5855322005,1.0,1.0,1.0,1.0,1.0,1.0,0.037499999999999645,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.006009538983926177,0.048009460885077716,2.5834049463272093,-0.07790487129241228,3.0746927857398987,2.8141552299261092,0.41033471971750257,0.030295126054422614,0.0002987600036183236,559.603506565094
25,25600,530152.2562682703,1.0,1.0,1.0,1.0,1.0,1.0,0.050000000000000044,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,-0.015384653629735113,0.03320125481113791,2.572496163845062,-0.15878576086834073,3.503639054298401,1.9911963313817977,0.5108081310987472,0.0036831800760962954,0.0002986546762972634,580.1734330654144
26,26624,442560.45194932213,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.004369542805943638,0.03727669212967157,2.5620227098464965,-0.14058137414976954,8.874256360530854,0.6010981425642967,0.5776144333183766,0.0004975430132293626,0.00029854507627686487,603.5229885578156
27,27648,816255.6473008543,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.008919066621456296,0.06473911032080651,2.551448678970337,0.09884820439328905,192.0123421907425,1.4744124978780746,0.5667962081730366,0.09529679538691468,0.00029843120671793226,627.2278215885162
28,28672,508381.65857596695,1.0,1.0,1.0,1.0,1.0,1.0,0.050000000000000044,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.003915478358976543,0.037595593836158514,2.537547767162323,-0.2922572553157806,3.755282759666443,1.555126179754734,0.33144868686795237,0.011585865576343092,0.000298313070904401,651.2615811824799
29,29696,596662.465080373,1.0,1.0,1.0,1.0,1.0,1.0,0.031250000000000444,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.013456126418896019,0.060263889655470845,2.527135467529297,-0.11609244160354137,3.385730743408203,0.8830508515238762,1.0632785145193338,0.0014085707773078319,0.0002981906722432429,683.167722940445
30,30720,727993.0303615555,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,-0.021838893194217234,0.04432936310768128,2.51776008605957,0.04706017794087529,4.3908686876297,0.8507323652505875,0.2568188548088074,0.05244723523859759,0.00029806401426436807,708.2296943664551
31,31744,442666.17579898983,1.0,1.0,1.0,1.0,1.0,1.0,0.02499999999999991,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.016969723207876087,0.019832952320575713,2.501391291618347,-0.2542782574892044,3.9879001140594483,0.6553361229598522,0.29484424032270906,0.006376359402833316,0.00029793310062052294,736.3262755870819
32,32768,816395.8613079116,1.0,1.0,1.0,1.0,1.0,1.0,0.043749999999999734,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.008524227980524301,0.05833621472120285,2.4836222410202025,4.6978844329714776e-05,4.914285182952881,0.8539582774043083,0.4917903505265713,0.02769263133943455,0.00029779793508718486,758.7813160419464
33,33792,508272.1027607769,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,-0.013820061134174466,0.029172160662710667,2.468545711040497,-0.2196429878473282,3.9566720485687257,0.7522134006023407,0.5184522651135921,0.0033667774750584098,0.0002976585215624535,780.1439652442932
