case,episode,seed,defender_id,target_index,hit_time_s,terminal_abs_ny_g,hit_distance_m
case2,1,90060,4,4,24.850000000000218,0.027623515671899912,1.6085170363504853
case2,1,90060,12,4,24.850000000000218,0.19291788817736943,1.4699275347968255
case2,1,90060,17,1,26.200000000000237,0.025396015510297076,2.9688670591697393
case2,1,90060,14,6,26.250000000000238,0.156136226429971,1.4338049503070802
case2,1,90060,6,6,26.30000000000024,0.10651908516352773,2.3490789362390263
case2,1,90060,5,5,26.700000000000244,0.3769866730854385,2.9617284496581573
case2,1,90060,13,5,26.750000000000245,0.10649868950387761,1.6871733694789413
case2,1,90060,7,7,27.550000000000257,0.2005635559615106,1.8574928152751422
case2,1,90060,15,7,27.550000000000257,0.026274807018751997,1.6319093978791166
case2,1,90060,19,3,28.100000000000264,0.2519964845161704,1.3644303521583656
case2,1,90060,3,3,28.150000000000265,0.10071424561620948,0.8525340570958982
case2,1,90060,0,0,29.10000000000028,0.17583428463109319,2.8611186276097524
case2,1,90060,8,0,29.15000000000028,0.3327027030547153,0.9321693988911723
case2,1,90060,16,0,29.30000000000028,0.47402935232988946,1.9775179498421094
case2,1,90060,10,2,37.15000000000003,0.25485823797215146,2.952234371486754
case2,1,90060,18,2,37.15000000000003,0.2615294604730117,2.6617617040764876
