episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,12,5,4,False,False,0.09999847412109375,0.05000114440917969,837.6116451816167,16752.232903632335
2,case2,8,10,4,3,False,False,0.1999969482421875,0.07499885559082031,844.6230279346607,16892.460558693216
3,case2,8,12,5,4,False,False,0.100006103515625,0.06250190734863281,830.4586679415312,16609.173358830623
4,case2,8,12,5,4,False,False,0.40000152587890625,0.1250019073486328,832.8875422779936,16657.750845559873
5,case2,8,12,5,4,False,False,0.15000152587890625,0.08750152587890625,813.3134568087756,16266.269136175513
6,case2,8,12,5,4,False,False,0.1999969482421875,0.11250114440917969,828.4243589465972,16568.487178931944
7,case2,8,12,5,4,False,False,0.3000030517578125,0.13750267028808594,837.0511530786753,16741.023061573505
8,case2,8,11,5,3,False,False,0.3000030517578125,0.10000228881835938,807.5864890029931,16151.72978005986
9,case2,8,11,4,4,False,False,0.15000152587890625,0.07500076293945312,856.0856367181987,17121.712734363973
10,case2,8,12,5,4,False,False,0.149993896484375,0.049999237060546875,842.3359044084325,16846.71808816865
11,case2,8,11,4,4,False,False,0.25,0.07500076293945312,854.9111588187516,17098.22317637503
12,case2,8,11,4,4,False,False,0.09999847412109375,0.049999237060546875,847.624698346341,16952.49396692682
13,case2,8,11,4,4,False,False,0.15000152587890625,0.08750152587890625,812.7881783294957,16255.763566589914
14,case2,8,10,4,3,False,False,0.1999969482421875,0.0625,855.8552631442748,17117.105262885496
15,case2,8,11,4,4,False,False,0.20000457763671875,0.10000228881835938,831.9647335808492,16639.294671616983
16,case2,8,9,4,2,False,False,0.100006103515625,0.06250190734863281,838.521929117557,16770.43858235114
17,case2,8,12,5,4,False,False,0.1999969482421875,0.11249923706054688,835.5384468982927,16710.768937965855
18,case2,8,11,4,4,False,False,0.1999969482421875,0.10000038146972656,853.9863873078255,17079.72774615651
19,case2,8,12,5,4,False,False,0.0500030517578125,0.037502288818359375,847.4935943156946,16949.871886313893
20,case2,8,12,5,4,False,False,0.15000152587890625,0.07500076293945312,845.5110784061253,16910.221568122506
