episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,9,4,2,False,False,0.04999542236328125,0.0333302803337574,857.2829163076938,17145.658326153876
2,case2,8,7,3,2,False,False,0.0500030517578125,0.049999237060546875,898.1809198954259,17963.618397908518
3,case2,8,8,4,2,False,False,0.09999847412109375,0.0749969482421875,881.0165454132191,17620.330908264383
4,case2,8,7,3,2,False,False,0.0500030517578125,0.02500152587890625,890.9092551235575,17818.18510247115
5,case2,8,6,2,2,False,False,0.100006103515625,0.07500457763671875,906.9895430536941,18139.79086107388
6,case2,8,8,4,2,False,False,0.100006103515625,0.10000228881835938,883.3003779607097,17666.007559214195
7,case2,8,8,4,2,False,False,0.100006103515625,0.07500457763671875,888.2127468456165,17764.25493691233
8,case2,8,8,3,2,False,False,0.09999847412109375,0.05000050738453865,854.5589722933655,17091.17944586731
9,case2,8,7,3,2,False,False,0.09999847412109375,0.07500076293945312,910.3001551380614,18206.003102761228
10,case2,8,8,4,2,False,False,0.0500030517578125,0.0500030517578125,889.207836677006,17784.15673354012
11,case2,8,6,2,2,False,False,0.0500030517578125,0.0500030517578125,910.056737385405,18201.1347477081
12,case2,8,8,4,2,False,False,0.09999847412109375,0.07500076293945312,890.6476292363717,17812.952584727434
13,case2,8,11,5,3,False,False,0.09999847412109375,0.062499046325683594,855.7181018495758,17114.362036991515
14,case2,8,9,4,2,False,False,0.09999847412109375,0.05000050738453865,902.8432164045167,18056.864328090334
15,case2,8,11,5,3,False,False,0.09999847412109375,0.03750038146972656,882.9425264530466,17658.850529060932
16,case2,8,6,2,2,False,False,0.100006103515625,0.100006103515625,901.8507663592114,18037.01532718423
17,case2,8,9,5,2,False,False,0.100006103515625,0.100006103515625,879.9397714522784,17598.795429045567
18,case2,8,7,3,2,False,False,0.09999847412109375,0.0749969482421875,908.8839240519097,18177.678481038194
19,case2,8,8,4,2,False,False,0.09999847412109375,0.0833333358168602,887.9707445468637,17759.414890937274
20,case2,8,7,3,2,False,False,0.09999847412109375,0.0749969482421875,894.1493119619263,17882.986239238526
