episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,0.0500030517578125,0.01875019073486328,400.98174528684467,8019.634905736893
2,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.0043965398334,8020.087930796668
3,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.02092050248757,8020.418410049751
4,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.09465521294624,8021.893104258925
5,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.04029761929996,8020.805952385999
6,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.0054907198995,8020.109814397991
7,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.0364379146602,8020.728758293204
8,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.0623431005515,8021.24686201103
9,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.0420268970076,8020.840537940152
10,case1,8,20,8,8,True,True,0.0500030517578125,0.01875019073486328,400.9960892722476,8019.921785444953
11,case1,8,20,8,8,True,True,0.0500030517578125,0.01875019073486328,401.062782737799,8021.25565475598
12,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,400.9678108305205,8019.356216610409
13,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.11008063745686,8022.201612749137
14,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,400.9971898027696,8019.943796055391
15,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.0174631596543,8020.349263193086
16,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.0652284991462,8021.304569982924
17,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.05537623739804,8021.10752474796
18,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.1018703635782,8022.037407271564
19,case1,8,20,8,8,True,True,0.0500030517578125,0.02500009536743164,401.108794029383,8022.17588058766
20,case1,8,20,8,8,True,True,0.0500030517578125,0.03125,401.005958436802,8020.119168736041
