case,selection_rule,n,metric,mean,std,median,q1,q3,min,max
case1,interception_success == 1,92,E_co_time_s,0.01128094806763272,0.0026764834627448393,0.011805555555555219,0.00868055555555558,0.012152777777777679,0.005555555555555388,0.01805555555555527
case1,interception_success == 1,92,E_n_g,0.26160008663773804,0.04720047990156203,0.25656000134277535,0.22715653971343283,0.291546212441402,0.15225488857409497,0.3965666453142991
case1,interception_success == 1,92,E_miss_m,1.6582493171593382,0.13413181050857792,1.663286581323896,1.5702449196169814,1.7469332991114763,1.3144804821408473,2.0308756121117213
case1,interception_success == 1,92,E_t_s,33.78586956521761,0.9480844217219239,33.150000000000254,33.10000000000026,34.45000000000018,33.10000000000026,37.40000000000001
case2,interception_success == 1 and cooperative_success == 1,6,E_co_time_s,0.027141203703703768,0.0070526865156815425,0.02638888888888887,0.02109375000000004,0.03246527777777793,0.01979166666666695,0.03645833333333319
case2,interception_success == 1 and cooperative_success == 1,6,E_n_g,0.26716660051675184,0.05720209233088173,0.2645331957381679,0.22768264657189746,0.3173325671670728,0.19234604300080957,0.3312556807968508
case2,interception_success == 1 and cooperative_success == 1,6,E_miss_m,2.129923627031872,0.048220676011192266,2.1191922116584507,2.0956175794214236,2.1579560676472287,2.07834381503661,2.2041768021851507
case2,interception_success == 1 and cooperative_success == 1,6,E_t_s,57.733333333332205,12.149554175633359,63.849999999998516,51.87499999999919,65.62499999999841,37.350000000000016,67.24999999999832
