update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,442548.03048533946,1.0,1.0,1.0,1.0,1.0,1.0,0.04375000000000018,0.7708589236731421,0.020930523886483227,0.1952699994273607,0.8047300005726393,1,-0.018413593963487074,0.9124282538890839,2.757853364944458,0.32080548740070935,0.8270473778247833,1.1081463396549225,7.00357328094542,0.0656840835571289,0.0002999978442511331,25.489078760147095
2,2048,684571.6457546055,1.0,1.0,1.0,1.0,1.0,1.0,0.037499999999999645,0.7373795684045085,0.03853970147398624,0.21989039730975216,0.7801096026902479,1,0.0044565892312675714,0.6372213140130043,2.751134514808655,-0.005850636864676595,1.0484208405017852,5.25158502459526,2.7601454198360442,0.43046721000000016,0.0002999913770667033,49.94953656196594
3,3072,573911.0768485554,1.0,1.0,1.0,1.0,1.0,1.0,0.04375000000000018,0.7124327035469915,0.053831889315481156,0.2727124316382336,0.7272875683617663,1,-0.0011684734374284745,0.3837901823222637,2.736276125907898,-0.018878509984483587,1.0212014198303223,1.6074412792921067,1.789924008399248,0.2692117453844449,0.0002999805986332205,74.78796935081482
4,4096,508181.44420642406,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.6897099408011701,0.06908733119045884,0.29697525206232817,0.7030247479376719,2,-0.001027153414906934,0.308845654129982,2.7254072189331056,-0.019840579234434143,1.0399839013814927,4.487370517849922,1.2790901117026805,0.43046721000000016,0.0002999655092615288,99.9159767627716
5,5120,442503.7875841614,1.0,1.0,1.0,1.0,1.0,1.0,0.037499999999999645,0.6687398577296908,0.08331768905152877,0.29128941617233844,0.7087105838276616,1,-0.0015602952509652824,0.24025750793516637,2.7100250005722044,-0.017817498990070922,1.0169709891080856,1.09637501090765,0.7411796428263188,0.0523347633027361,0.00029994610938679735,125.99584889411926
6,6144,816296.855286479,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.6508490583001119,0.0955326967681969,0.3356188101669091,0.6643811898330909,1,0.003073444310575724,0.40208817422389986,2.697727382183075,0.0253474546775438,0.9901338040828704,1.7175551176071167,2.9272037193179132,0.23095129595991576,0.00029992239956850794,151.47726130485535
7,7168,508113.47991243005,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000031,0.6343458637050013,0.10523816252871396,0.36054802180903117,0.6394519781909688,2,0.0026598930824548008,0.23470494598150254,2.688875949382782,0.02220269806284545,0.9904656112194061,2.0559933722019195,1.726446944475174,0.9172612612637616,0.0002998943804904386,176.56860899925232
8,8192,442642.5677071512,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,0.6198465715556984,0.11635767138703665,0.3792090262678498,0.6207909737321502,1,-6.896436680108309e-05,0.2075872641056776,2.677152490615845,-0.028593765543083283,1.0271659791469574,2.0545072942972182,2.0045922964811327,0.11151755552997432,0.0002998620529606442,202.1226704120636
9,9216,882268.8203694932,1.0,1.0,1.0,1.0,1.0,1.0,0.04062499999999991,0.6088377014704561,0.1257824429787244,0.3980771816592712,0.6019228183407288,2,0.010204503452405334,0.3002588786184788,2.66219676733017,0.018928531631883884,0.9905520886182785,2.988615208864212,2.2011231929063797,0.43046721000000016,0.0002998254179114328,227.85061144828796
10,10240,442695.4008204639,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.5968434019928388,0.1325374942932714,0.39414325286901464,0.6058567471309854,1,0.00124459161888808,0.11486526876688004,2.6455748081207275,-0.01863452703758466,1.0102437674999236,0.9816126629710198,1.0337078422307968,0.0523347633027361,0.0002997844763993392,253.8973560333252
11,11264,816398.9231647626,1.0,1.0,1.0,1.0,1.0,1.0,0.04999999999999982,0.5887690768666813,0.13984326201987807,0.42944337557221524,0.5705566244277848,1,-0.000816070893779397,0.22018647640943528,2.633749282360077,0.02148201444646043,0.9945922702550888,1.5962753161787986,1.0738433815538884,0.1539675306399438,0.000299739229605094,280.23240089416504
12,12288,508206.80077590793,1.0,1.0,1.0,1.0,1.0,1.0,0.03125000000000022,0.5798017035739516,0.14673297352889167,0.42691616168342544,0.5730838383165745,2,0.00016465493245050312,0.1516263298690319,2.6286356806755067,0.011508868474091116,0.9946666032075882,1.0463583290576934,1.1443072147667408,0.08052773761437687,0.00029968967883358983,306.5481834411621
13,13312,442645.71901497245,1.0,1.0,1.0,1.0,1.0,1.0,0.024999999999999467,0.5754846448475474,0.15376776377927776,0.43161729574773056,0.5683827042522694,1,0.0020988355856388806,0.11116735413670539,2.623263084888458,0.010376646627033548,0.9919085383415223,1.9382751047611237,1.2779333867132663,0.19189753544496427,0.0002996358255138437,342.09262919425964
14,14336,816139.6141614318,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000053,0.5729923698147733,0.16317771580053506,0.4532544378698225,0.5467455621301776,1,-0.0020643220050260425,0.22326818481087685,2.6121302366256716,0.010754297621746423,0.9965572834014893,1.5033335223793984,2.8599582076072694,0.1354938299689189,0.00029957767119895577,374.02197456359863
15,15360,508571.6215543151,1.0,1.0,1.0,1.0,1.0,1.0,0.046875,0.5650229986329686,0.16647498346146153,0.4412171507607192,0.5587828492392808,2,0.005599243380129337,0.13340106718242167,2.599920892715454,0.005334157125011174,1.0009611129760743,3.481069248914719,1.9213588148355485,0.3228816903257014,0.0002995152175660644,404.0162582397461
16,16384,816552.096421957,1.0,1.0,1.0,1.0,1.0,1.0,0.02499999999999991,0.5600734435216476,0.17092468931722804,0.4710893942241433,0.5289106057758567,1,-0.00282598385529127,0.1498167622834444,2.5856268763542176,0.008568479583755284,1.001228603720665,0.960471761226654,0.8947450399398804,0.0598306290784133,0.000299448466416298,429.57924604415894
17,17408,508183.81125718355,1.0,1.0,1.0,1.0,1.0,1.0,0.025000000000000133,0.5540059041672825,0.17494162075301617,0.46663071322637184,0.5333692867736282,2,0.006584083940833807,0.09073394164443016,2.5746874094009398,0.02363230462074415,0.9867770463228226,2.9474631667137148,1.0405307307839393,0.35644085517620205,0.00029937741967472306,452.89201736450195
18,18432,442675.1738979146,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.5489947263627016,0.1785300210535109,0.4490440273636204,0.5509559726363796,1,-0.0005586641957052052,0.06819856036454439,2.5599193930625916,-0.00014617817115887278,0.9983455866575242,1.0823799446225166,0.5154080130159855,0.0594442890695806,0.0002993020793902885,480.09630727767944
19,19456,816202.4582038373,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.5435917105633558,0.18212859689073052,0.47527472527472525,0.5247252747252747,1,0.006009233277291059,0.10094984769821166,2.5470630407333372,0.034164544947437966,0.9820860981941223,2.132282704114914,0.6857466958463192,0.3541392353326829,0.0002992224477357666,505.0857684612274
20,20480,508420.2745867111,1.0,1.0,1.0,1.0,1.0,1.0,0.031249999999999778,0.5344598542377144,0.18209355960104193,0.4749730571189079,0.5250269428810921,2,-0.002826759219169617,0.05459691621363163,2.53292338848114,-5.887047774884024e-05,0.9955915093421936,1.0185394987463952,0.5432397559285164,0.043055063491009946,0.00029913852700769053,530.789386510849
21,21504,530673.5062246174,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,0.5307183099971207,0.1867514288968427,0.4760622381807301,0.5239377618192699,1,-0.0014955659979023039,0.07595207169651985,2.528054404258728,0.017548441602907437,0.9959631085395813,0.8036033347249031,1.5582618817687035,0.05066675677052487,0.00029905031962628787,564.8355040550232
22,22528,727937.7012413144,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.5274010395430302,0.1890823951479864,0.5195715206185567,0.4804284793814433,1,1.9422126933932303e-05,0.06756504001095891,2.528605341911316,0.02023748790916171,0.9871315240859986,1.5148588448762894,0.4337664104998112,0.13415426840338984,0.00029895782813541097,597.4616177082062
23,23552,508412.1570211351,1.0,1.0,1.0,1.0,1.0,1.0,0.025000000000000133,0.5260756991038301,0.19158191990921672,0.48317802250998426,0.5168219774900157,2,-0.006079697073437274,0.04923789445310831,2.5225287795066835,0.020131057444257118,0.9786835253238678,0.9761776819825172,0.3491265490651131,0.14669769249910677,0.00029886105520246346,628.6199412345886
24,24576,772726.7369330795,1.0,1.0,1.0,1.0,1.0,1.0,0.031249999999999556,0.5212396005823421,0.19279268564791366,0.49133699958606825,0.5086630004139318,1,-0.000303585221990943,0.08565147519111634,2.5173412680625917,0.014933644640319432,0.9850635945796966,1.775198256969452,0.7878590852022171,0.23305365728637192,0.0002987600036183236,657.8280427455902
25,25600,552154.6773981899,1.0,1.0,1.0,1.0,1.0,1.0,0.046875,0.5201163376947309,0.19413021528312024,0.5200460517404849,0.4799539482595151,2,0.0013331315480172635,0.07481820937246084,2.505665671825409,0.008077884698336858,0.9956296801567077,1.7925103932619095,0.8398111566901207,0.2221466728587475,0.0002986546762972634,683.0104584693909
26,26624,442563.8274650455,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,0.5196757628384135,0.1981293315752219,0.49805919456574477,0.5019408054342552,1,-0.005336732906289399,0.04560932880267501,2.4934302806854247,0.013901590703180134,0.9834352135658264,1.2502479046583175,0.4607214812189341,0.08606417262865901,0.00029854507627686487,712.3082420825958
27,27648,816258.4484433085,1.0,1.0,1.0,1.0,1.0,1.0,0.03750000000000009,0.5187676223204292,0.1992158181296478,0.5032799604994005,0.49672003950059956,1,0.001453389145899564,0.07959208898246288,2.483741748332977,0.03299133421820795,0.967503446340561,2.2677113115787506,0.8426378890872002,0.520984747580867,0.00029843120671793226,737.6299576759338
