seed,epoch,idbo_assignment_cost,maximum_target_load
4,25,3.519859560031243,3
4,26,3.575050380470691,3
4,27,3.620724150836996,3
4,28,3.69726680116724,3
4,29,3.7386396123469043,3
5,0,0.3181587415260962,3
5,1,0.46006511684642304,3
5,2,0.4802732334548753,3
5,3,0.49057148343096646,3
5,4,0.5204308319803633,3
5,5,0.537702683073268,3
5,6,0.5783836087316417,3
5,7,0.48913878044142745,3
5,8,0.7151671413500438,3
5,9,0.5647639461736116,3
5,10,0.5119083951760108,3
5,11,0.7827353254698167,3
5,12,0.8248271887517981,3
5,13,1.409324494105428,3
5,14,0.6307625498498751,3
5,15,1.1229960942353474,3
5,16,1.692709251680586,3
5,17,1.9202070713336328,3
5,18,2.1637684242702235,3
5,19,2.343401435676362,3
5,20,2.452962216336219,3
5,21,2.576663327286976,3
5,22,2.708939148101954,3
5,23,2.827018609238257,3
5,24,2.941919666866238,3
5,25,3.3980778722849765,3
5,26,3.5051213915251314,3
5,27,3.4811385214281776,3
5,28,3.715468123008534,3
5,29,3.754831349679959,3
6,0,0.2742351223456093,3
6,1,0.2751300143105726,3
6,2,0.2794338745882802,3
6,3,0.29602077018190465,3
6,4,0.3014184906022205,3
6,5,0.32558100908428894,3
6,6,0.33702239902326886,3
6,7,0.3555580429391145,3
6,8,0.4061082571314227,3
6,9,0.49694201258817605,3
6,10,0.6065608140195016,3
6,11,0.7072874679805912,3
6,12,0.8166033755710966,3
6,13,0.9975199548638272,3
6,14,1.6897463499955254,3
6,15,1.918989983436252,3
6,16,2.1303986532657793,3
6,17,2.1836489680357563,3
6,18,2.72757882939543,3
6,19,2.9477156661809953,3
6,20,3.1233229897360477,3
6,21,3.2009125867315067,3
6,22,3.277995922213933,3
6,23,3.391091735968254,3
6,24,3.4171573296348012,3
6,25,3.51833026635654,3
6,26,3.569245223238345,3
6,27,3.620045518173754,3
6,28,3.6800065038065126,3
6,29,3.7212771933482496,3
7,0,0.16432850983949043,3
7,1,0.16727325209579885,3
7,2,0.17241865821235355,3
7,3,0.17677592791822508,3
7,4,0.1858126691489661,3
7,5,0.1588577022807143,3
7,6,0.28735445794622255,3
7,7,0.23692833618447023,3
7,8,0.335831122286654,3
7,9,0.2634517034795197,3
7,10,0.43779253905884263,3
7,11,0.6162912811750363,3
7,12,0.6999999124677562,3
7,13,0.9418204030423861,3
7,14,1.454316335146298,3
7,15,1.5190438652385359,3
7,16,1.7500807126823004,3
7,17,1.9619230306973028,3
7,18,2.0830904936479437,3
7,19,2.1267062547264404,3
7,20,2.205463602867632,3
7,21,2.2608231641343677,3
7,22,2.336824729813852,3
7,23,2.5197827235041528,3
7,24,2.719257730060346,3
7,25,2.8604168284839755,3
7,26,2.8932500738576112,3
7,27,2.994415794484719,3
7,28,3.1616840628827543,3
7,29,3.3547199590693633,3
