delay_rounds,delay_ms,n_runs,exact_node_fraction_mean,exact_node_fraction_std,exact_node_fraction_ci95,winner_jaccard_mean,winner_jaccard_std,winner_jaccard_ci95,edge_disagreement_mean,edge_disagreement_std,edge_disagreement_ci95,stale_record_fraction_mean,stale_record_fraction_std,stale_record_fraction_ci95,recovery_rate_mean,recovery_rate_std,recovery_rate_ci95,recovery_time_mean_s_mean,recovery_time_mean_s_std,recovery_time_mean_s_ci95
0,0,8,0.8870959051724139,0.022194909083962724,0.015380287306667165,0.968230815594432,0.010588481191214423,0.007337443115718452,0.06860880592988947,0.01909588248191635,0.01323277143579036,0.09110937499999999,0.015523518663512741,0.010757249608548874,1.0,0.0,0.0,0.3972476973258223,0.07246130461828897,0.050213122271831896
1,50,8,0.7741918103448276,0.04438981816792542,0.030760574613334316,0.9364616311888643,0.021176962382428846,0.014674886231436904,0.13721761185977893,0.0381917649638327,0.02646554287158072,0.18221874999999998,0.031047037327025476,0.021514499217097742,1.0,0.0,0.0,0.7944953946516446,0.14492260923657793,0.10042624454366379
2,100,8,0.6612877155172414,0.06658472725188819,0.04614086192000151,0.9046924467832963,0.03176544357364318,0.022012329347155295,0.20582641778966837,0.05728764744574903,0.03969831430737107,0.27332812500000003,0.046570555990538234,0.03227174882564663,1.0,0.0,0.0,1.1917430919774672,0.21738391385486713,0.15063936681549583
4,200,8,0.4466864224137931,0.09940014967677273,0.06888078948965573,0.8419337641141718,0.052252288532827484,0.03620898860299682,0.3380510759347337,0.09248719658592916,0.06409035740126694,0.44781249999999995,0.06362733296312205,0.04409149223489718,0.4640745767390504,0.44821835735552285,0.3105994751396177,1.5919164230019494,0.1756058920267221,0.1216886747270397
8,400,8,0.22518857758620692,0.11334284272308333,0.0785425828346835,0.746133555782677,0.07924800884007156,0.05491606835741914,0.5134048027983819,0.1354851611445475,0.09388642667155243,0.6820468749999999,0.03563135516623166,0.02469126940369055,0.02169808748756117,0.023666657840396475,0.016400157162026797,1.6875,0.225,0.2205
