seed,mean_winner_change_fraction,epochs_with_change_fraction,maximum_target_load
0,0.3741856149445459,0.896551724137931,3
1,0.24593516043976774,0.5172413793103449,3
2,0.1332907749699354,0.41379310344827586,3
3,0.4489347482938416,0.8275862068965517,3
4,0.3991409659457449,0.7931034482758621,3
5,0.4310593044843534,0.7241379310344828,3
6,0.2987343911484177,0.6551724137931034,3
7,0.24513796277766908,0.5862068965517241,3
